assembly_accession	start	end	orientation
GCF_007973365.1	2558899	2560442	-
GCF_007973825.1	456186	457729	+
GCF_007973825.1	1772426	1773969	-
GCF_007973825.1	2358802	2360345	-
GCF_007973825.1	2467443	2468986	-
GCF_007973825.1	2526196	2527739	-
GCF_007973825.1	2562559	2564102	-
GCF_007974025.1	456186	457729	+
GCF_007974025.1	1771427	1772970	-
GCF_007974025.1	2357811	2359354	-
GCF_007974025.1	2466452	2467995	-
GCF_007974025.1	2525205	2526748	-
GCF_007974025.1	2561568	2563111	-
GCF_007974045.1	456299	457842	+
GCF_007974045.1	1774049	1775592	-
GCF_007974045.1	2355136	2356679	-
GCF_007974045.1	2463777	2465320	-
GCF_007974045.1	2522530	2524073	-
GCF_007974045.1	2558893	2560436	-
GCF_007974065.1	456186	457729	+
GCF_007974065.1	1771432	1772975	-
GCF_007974065.1	2357821	2359364	-
GCF_007974065.1	2466462	2468005	-
GCF_007974065.1	2525215	2526758	-
GCF_007974065.1	2561578	2563121	-
GCF_007974085.1	492688	494231	+
GCF_007974085.1	1932268	1933811	-
GCF_007974085.1	2407898	2409441	-
GCF_007974085.1	2443776	2445319	-
GCF_007974085.1	2551033	2552576	-
GCF_007974085.1	2610173	2611716	-
GCF_007974105.1	456297	457840	+
GCF_007974105.1	492660	494203	+
GCF_007974105.1	1805423	1806966	-
GCF_007974105.1	2392710	2394253	-
GCF_007974105.1	2501351	2502894	-
GCF_007974105.1	2560104	2561647	-
GCF_007974125.1	456297	457840	+
GCF_007974125.1	492660	494203	+
GCF_007974125.1	1804678	1806221	-
GCF_007974125.1	2391966	2393509	-
GCF_007974125.1	2500607	2502150	-
GCF_007974125.1	2559360	2560903	-
GCF_007974145.1	456297	457840	+
GCF_007974145.1	492660	494203	+
GCF_007974145.1	1805416	1806959	-
GCF_007974145.1	2392703	2394246	-
GCF_007974145.1	2501344	2502887	-
GCF_007974145.1	2560097	2561640	-
GCF_007974165.1	456186	457729	+
GCF_007974165.1	1771439	1772982	-
GCF_007974165.1	2357823	2359366	-
GCF_007974165.1	2466464	2468007	-
GCF_007974165.1	2525217	2526760	-
GCF_007974165.1	2561580	2563123	-
GCF_007974375.1	456174	457717	+
GCF_007974375.1	1768840	1770383	-
GCF_007974375.1	2356005	2357548	-
GCF_007974375.1	2414758	2416301	-
GCF_007974375.1	2451121	2452664	-
GCF_007974375.1	2559742	2561285	-
GCF_007974525.1	456183	457726	+
GCF_007974525.1	1772431	1773974	-
GCF_007974525.1	2358813	2360356	-
GCF_007974525.1	2467454	2468997	-
GCF_007974525.1	2526207	2527750	-
GCF_007974525.1	2562570	2564113	-
GCF_007974745.1	352970	354513	+
GCF_007974745.1	509234	510777	+
GCF_007974745.1	1792127	1793670	-
GCF_007974745.1	2313744	2315287	-
GCF_007974745.1	2372499	2374042	-
GCF_007974745.1	2481024	2482567	-
GCF_007975085.1	456308	457851	+
GCF_007975085.1	1776990	1778533	-
GCF_007975085.1	2347581	2349124	-
GCF_007975085.1	2456089	2457632	-
GCF_007975085.1	2514841	2516384	-
GCF_007975085.1	2551321	2552864	-
GCF_007975225.1	492684	494227	+
GCF_007975225.1	1932295	1933838	-
GCF_007975225.1	2407890	2409433	-
GCF_007975225.1	2443768	2445311	-
GCF_007975225.1	2551025	2552568	-
GCF_007975225.1	2610165	2611708	-
GCF_007975365.1	456308	457851	+
GCF_007975365.1	1777004	1778547	-
GCF_007975365.1	2347655	2349198	-
GCF_007975365.1	2456163	2457706	-
GCF_007975365.1	2514915	2516458	-
GCF_007975365.1	2551395	2552938	-
GCF_007975575.1	352970	354513	+
GCF_007975575.1	509234	510777	+
GCF_007975575.1	1792117	1793660	-
GCF_007975575.1	2313735	2315278	-
GCF_007975575.1	2372490	2374033	-
GCF_007975575.1	2481015	2482558	-
GCF_007975765.1	494342	495886	+
GCF_007975765.1	1984803	1986346	-
GCF_007975765.1	2460405	2461948	-
GCF_007975765.1	2496283	2497826	-
GCF_007975765.1	2603540	2605083	-
GCF_007975765.1	2662680	2664223	-
GCF_007976025.1	491884	493427	+
GCF_007976025.1	2012715	2014258	-
GCF_007976025.1	2489416	2490959	-
GCF_007976025.1	2525294	2526837	-
GCF_007976025.1	2632666	2634209	-
GCF_007976025.1	2691691	2693234	-
GCF_007976245.1	491906	493449	+
GCF_007976245.1	2012758	2014301	-
GCF_007976245.1	2489458	2491001	-
GCF_007976245.1	2525336	2526879	-
GCF_007976245.1	2632708	2634251	-
GCF_007976245.1	2691733	2693276	-
GCF_007976445.1	456299	457842	+
GCF_007976445.1	1774020	1775563	-
GCF_007976445.1	2355098	2356641	-
GCF_007976445.1	2463739	2465282	-
GCF_007976445.1	2522492	2524035	-
GCF_007976445.1	2558855	2560398	-
GCF_007976625.1	456299	457842	+
GCF_007976625.1	1774043	1775586	-
GCF_007976625.1	2355121	2356664	-
GCF_007976625.1	2463762	2465305	-
GCF_007976625.1	2522515	2524058	-
GCF_007976625.1	2558878	2560421	-
GCF_007976765.1	886854	888397	+
GCF_007976765.1	2169361	2170904	-
GCF_007976765.1	2324442	2325985	-
GCF_007976765.1	2433070	2434613	-
GCF_007976765.1	2491825	2493368	-
GCF_007976765.1	2528182	2529725	-
GCF_007976905.1	456173	457716	+
GCF_007976905.1	1768838	1770381	-
GCF_007976905.1	2356002	2357545	-
GCF_007976905.1	2414755	2416298	-
GCF_007976905.1	2451118	2452661	-
GCF_007976905.1	2559739	2561282	-
GCF_007977085.1	456174	457717	+
GCF_007977085.1	1768803	1770346	-
GCF_007977085.1	2355968	2357511	-
GCF_007977085.1	2414721	2416264	-
GCF_007977085.1	2451084	2452627	-
GCF_007977085.1	2559705	2561248	-
GCF_007977225.1	456174	457717	+
GCF_007977225.1	1768848	1770391	-
GCF_007977225.1	2356012	2357555	-
GCF_007977225.1	2414765	2416308	-
GCF_007977225.1	2451128	2452671	-
GCF_007977225.1	2559749	2561292	-
GCF_007977495.1	456174	457717	+
GCF_007977495.1	1768871	1770414	-
GCF_007977495.1	2356036	2357579	-
GCF_007977495.1	2414789	2416332	-
GCF_007977495.1	2451152	2452695	-
GCF_007977495.1	2559773	2561316	-
GCF_007977645.1	352970	354513	+
GCF_007977645.1	509234	510777	+
GCF_007977645.1	1792125	1793668	-
GCF_007977645.1	2313731	2315274	-
GCF_007977645.1	2372486	2374029	-
GCF_007977645.1	2481011	2482554	-
GCF_007977825.1	456194	457737	+
GCF_007977825.1	1774358	1775901	-
GCF_007977825.1	2310539	2312082	-
GCF_007977825.1	2369408	2370951	-
GCF_007977825.1	2477943	2479486	-
GCF_007977825.1	2514306	2515849	-
GCF_007978045.1	456308	457851	+
GCF_007978045.1	1776994	1778537	-
GCF_007978045.1	2347585	2349128	-
GCF_007978045.1	2456093	2457636	-
GCF_007978045.1	2514845	2516388	-
GCF_007978045.1	2551325	2552868	-
GCF_007978185.1	456297	457840	+
GCF_007978185.1	492660	494203	+
GCF_007978185.1	1805412	1806955	-
GCF_007978185.1	2392699	2394242	-
GCF_007978185.1	2501340	2502883	-
GCF_007978185.1	2560093	2561636	-
GCF_007978365.1	456296	457839	+
GCF_007978365.1	492659	494202	+
GCF_007978365.1	1805415	1806958	-
GCF_007978365.1	2392695	2394238	-
GCF_007978365.1	2501336	2502879	-
GCF_007978365.1	2560089	2561632	-
GCF_007978505.1	493911	495454	+
GCF_007978505.1	1977169	1978712	-
GCF_007978505.1	2452772	2454315	-
GCF_007978505.1	2488650	2490193	-
GCF_007978505.1	2595907	2597450	-
GCF_007978505.1	2655047	2656590	-
GCF_007978905.1	495792	497335	+
GCF_007978905.1	2015802	2017345	-
GCF_007978905.1	2491396	2492939	-
GCF_007978905.1	2550421	2551964	-
GCF_007978905.1	2586299	2587842	-
GCF_007978905.1	2693670	2695213	-
GCF_007979065.1	456299	457842	+
GCF_007979065.1	1820657	1822200	-
GCF_007979065.1	2357712	2359255	-
GCF_007979065.1	2466343	2467886	-
GCF_007979065.1	2525095	2526638	-
GCF_007979065.1	2561458	2563001	-
GCF_007979225.1	491852	493395	+
GCF_007979225.1	1927544	1929087	-
GCF_007979225.1	2403181	2404724	-
GCF_007979225.1	2439059	2440602	-
GCF_007979225.1	2546315	2547858	-
GCF_007979225.1	2604247	2605790	-
GCF_007979365.1	494317	495860	+
GCF_007979365.1	2021162	2022705	-
GCF_007979365.1	2495039	2496582	-
GCF_007979365.1	2530917	2532460	-
GCF_007979365.1	2638174	2639717	-
GCF_007979365.1	2697314	2698857	-
GCF_007979525.1	457508	459051	+
GCF_007979525.1	1833811	1835354	-
GCF_007979525.1	2369628	2371171	-
GCF_007979525.1	2478140	2479683	-
GCF_007979525.1	2536893	2538436	-
GCF_007979525.1	2573372	2574915	-
GCF_007979665.1	456177	457720	+
GCF_007979665.1	1769933	1771476	-
GCF_007979665.1	2356792	2358335	-
GCF_007979665.1	2465413	2466956	-
GCF_007979665.1	2524166	2525709	-
GCF_007979665.1	2560529	2562072	-
GCF_007980045.1	492604	494147	+
GCF_007980045.1	1936157	1937700	-
GCF_007980045.1	2445404	2446947	-
GCF_007980045.1	2481282	2482825	-
GCF_007980045.1	2588527	2590070	-
GCF_007980045.1	2647667	2649210	-
GCF_007980145.1	487050	488593	+
GCF_007980145.1	1948365	1949908	-
GCF_007980145.1	2424095	2425638	-
GCF_007980145.1	2459849	2461392	-
GCF_007980145.1	2567075	2568618	-
GCF_007980145.1	2626215	2627758	-
GCF_007980285.1	492102	493645	+
GCF_007980285.1	967596	969139	+
GCF_007980285.1	2407961	2409504	-
GCF_007980285.1	2443839	2445382	-
GCF_007980285.1	2551084	2552627	-
GCF_007980285.1	2609016	2610559	-
GCF_007980445.1	961873	963416	-
GCF_007980445.1	1437561	1439104	-
GCF_007980445.1	1544934	1546477	-
GCF_007980445.1	1603959	1605502	-
GCF_007980445.1	1639721	1641264	-
GCF_007980445.1	2167315	2168858	+
GCF_007980785.1	492742	494285	+
GCF_007980785.1	1921478	1923021	-
GCF_007980785.1	2397055	2398598	-
GCF_007980785.1	2432933	2434476	-
GCF_007980785.1	2540166	2541709	-
GCF_007980785.1	2599306	2600849	-
GCF_007980965.1	492667	494210	+
GCF_007980965.1	1971235	1972778	-
GCF_007980965.1	2446752	2448295	-
GCF_007980965.1	2482630	2484173	-
GCF_007980965.1	2589887	2591430	-
GCF_007980965.1	2649027	2650570	-
GCF_007981005.1	494436	495979	+
GCF_007981005.1	1986816	1988359	-
GCF_007981005.1	2462375	2463918	-
GCF_007981005.1	2498253	2499796	-
GCF_007981005.1	2605500	2607043	-
GCF_007981005.1	2664640	2666183	-
GCF_000819525.2	61856	63395	+
GCF_000819525.2	121758	123297	+
GCF_000819525.2	158837	160376	+
GCF_000819525.2	267356	268895	+
GCF_000819525.2	1741882	1743421	-
GCF_000819525.2	2083077	2084616	-
GCF_000349785.2	21495	23034	+
GCF_000349785.2	79427	80966	+
GCF_000349785.2	186704	188243	+
GCF_000349785.2	222567	224106	+
GCF_000349785.2	701187	702726	+
GCF_000349785.2	2036278	2037817	-
GCF_000349765.2	90236	91775	+
GCF_000349765.2	149376	150915	+
GCF_000349765.2	256623	258162	+
GCF_000349765.2	292501	294040	+
GCF_000349765.2	769375	770914	+
GCF_000349765.2	2220685	2222224	-
GCF_000422145.1	804431	805970	-
GCF_000422145.1	1280243	1281782	-
GCF_000422145.1	1597947	1599486	+
GCF_000422145.1	1656160	1657699	+
GCF_000422145.1	1797238	1798782	+
GCF_000422145.1	2037702	2039241	+
GCF_000427275.1	702979	704518	-
GCF_000427275.1	1239985	1241524	-
GCF_000427275.1	1348491	1350030	-
GCF_000427275.1	1407237	1408776	-
GCF_000427275.1	1438625	1440164	-
GCF_000427275.1	1927350	1928889	+
GCF_000376645.1	270878	272417	-
GCF_000376645.1	306756	308295	-
GCF_000376645.1	414073	415612	-
GCF_000376645.1	473213	474752	-
GCF_000376645.1	1002289	1003829	+
GCF_000376645.1	2527183	2528722	-
GCF_000439735.1	494394	495937	+
GCF_000439735.1	1946916	1948459	-
GCF_000439735.1	2421581	2423124	-
GCF_000439735.1	2457459	2459002	-
GCF_000439735.1	2564506	2566049	-
GCF_000439735.1	2623646	2625189	-
