assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002158925.1	PRJNA224116	SAMN07160384			na		47715	47715	Lacticaseibacillus rhamnosus	strain=4B15		latest	Complete Genome	Major	Full	2017/05/30	ASM215892v1	Wonkwang University	GCA_002158925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/158/925/GCF_002158925.1_ASM215892v1	./data/refseq/bacteria/GCF_002158925.1/GCF_002158925.1_ASM215892v1_feature_table.txt.gz
GCF_002286235.1	PRJNA224116	SAMN05631078			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR5		latest	Complete Genome	Major	Full	2017/09/05	ASM228623v1	Korea Food Research Institute	GCA_002286235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/235/GCF_002286235.1_ASM228623v1	./data/refseq/bacteria/GCF_002286235.1/GCF_002286235.1_ASM228623v1_genomic.fna.gz
GCF_002286235.1	PRJNA224116	SAMN05631078			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR5		latest	Complete Genome	Major	Full	2017/09/05	ASM228623v1	Korea Food Research Institute	GCA_002286235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/235/GCF_002286235.1_ASM228623v1	./data/refseq/bacteria/GCF_002286235.1/GCF_002286235.1_ASM228623v1_rna_from_genomic.fna.gz
GCF_002286235.1	PRJNA224116	SAMN05631078			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR5		latest	Complete Genome	Major	Full	2017/09/05	ASM228623v1	Korea Food Research Institute	GCA_002286235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/235/GCF_002286235.1_ASM228623v1	./data/refseq/bacteria/GCF_002286235.1/GCF_002286235.1_ASM228623v1_assembly_report.txt
GCF_002286235.1	PRJNA224116	SAMN05631078			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR5		latest	Complete Genome	Major	Full	2017/09/05	ASM228623v1	Korea Food Research Institute	GCA_002286235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/235/GCF_002286235.1_ASM228623v1	./data/refseq/bacteria/GCF_002286235.1/GCF_002286235.1_ASM228623v1_assembly_stats.txt
GCF_002286235.1	PRJNA224116	SAMN05631078			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR5		latest	Complete Genome	Major	Full	2017/09/05	ASM228623v1	Korea Food Research Institute	GCA_002286235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/235/GCF_002286235.1_ASM228623v1	./data/refseq/bacteria/GCF_002286235.1/GCF_002286235.1_ASM228623v1_feature_table.txt.gz
GCF_002960215.1	PRJNA224116	SAMN06233708			na		47715	47715	Lacticaseibacillus rhamnosus	strain=SCT-10-10-60		latest	Complete Genome	Major	Full	2018/02/28	ASM296021v1	Guangxi Academy of Sciences, China	GCA_002960215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/960/215/GCF_002960215.1_ASM296021v1	./data/refseq/bacteria/GCF_002960215.1/GCF_002960215.1_ASM296021v1_genomic.fna.gz
GCF_002960215.1	PRJNA224116	SAMN06233708			na		47715	47715	Lacticaseibacillus rhamnosus	strain=SCT-10-10-60		latest	Complete Genome	Major	Full	2018/02/28	ASM296021v1	Guangxi Academy of Sciences, China	GCA_002960215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/960/215/GCF_002960215.1_ASM296021v1	./data/refseq/bacteria/GCF_002960215.1/GCF_002960215.1_ASM296021v1_rna_from_genomic.fna.gz
GCF_002960215.1	PRJNA224116	SAMN06233708			na		47715	47715	Lacticaseibacillus rhamnosus	strain=SCT-10-10-60		latest	Complete Genome	Major	Full	2018/02/28	ASM296021v1	Guangxi Academy of Sciences, China	GCA_002960215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/960/215/GCF_002960215.1_ASM296021v1	./data/refseq/bacteria/GCF_002960215.1/GCF_002960215.1_ASM296021v1_assembly_report.txt
GCF_002960215.1	PRJNA224116	SAMN06233708			na		47715	47715	Lacticaseibacillus rhamnosus	strain=SCT-10-10-60		latest	Complete Genome	Major	Full	2018/02/28	ASM296021v1	Guangxi Academy of Sciences, China	GCA_002960215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/960/215/GCF_002960215.1_ASM296021v1	./data/refseq/bacteria/GCF_002960215.1/GCF_002960215.1_ASM296021v1_assembly_stats.txt
GCF_002960215.1	PRJNA224116	SAMN06233708			na		47715	47715	Lacticaseibacillus rhamnosus	strain=SCT-10-10-60		latest	Complete Genome	Major	Full	2018/02/28	ASM296021v1	Guangxi Academy of Sciences, China	GCA_002960215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/960/215/GCF_002960215.1_ASM296021v1	./data/refseq/bacteria/GCF_002960215.1/GCF_002960215.1_ASM296021v1_feature_table.txt.gz
GCF_003433395.1	PRJNA224116	SAMN07235705			na		47715	47715	Lacticaseibacillus rhamnosus	strain=JCM1553		latest	Complete Genome	Major	Full	2018/02/28	ASM343339v1	Guangxi Academy of Sciences, China	GCA_003433395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/395/GCF_003433395.1_ASM343339v1	./data/refseq/bacteria/GCF_003433395.1/GCF_003433395.1_ASM343339v1_genomic.fna.gz
GCF_003433395.1	PRJNA224116	SAMN07235705			na		47715	47715	Lacticaseibacillus rhamnosus	strain=JCM1553		latest	Complete Genome	Major	Full	2018/02/28	ASM343339v1	Guangxi Academy of Sciences, China	GCA_003433395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/395/GCF_003433395.1_ASM343339v1	./data/refseq/bacteria/GCF_003433395.1/GCF_003433395.1_ASM343339v1_rna_from_genomic.fna.gz
GCF_003433395.1	PRJNA224116	SAMN07235705			na		47715	47715	Lacticaseibacillus rhamnosus	strain=JCM1553		latest	Complete Genome	Major	Full	2018/02/28	ASM343339v1	Guangxi Academy of Sciences, China	GCA_003433395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/395/GCF_003433395.1_ASM343339v1	./data/refseq/bacteria/GCF_003433395.1/GCF_003433395.1_ASM343339v1_assembly_report.txt
GCF_003433395.1	PRJNA224116	SAMN07235705			na		47715	47715	Lacticaseibacillus rhamnosus	strain=JCM1553		latest	Complete Genome	Major	Full	2018/02/28	ASM343339v1	Guangxi Academy of Sciences, China	GCA_003433395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/395/GCF_003433395.1_ASM343339v1	./data/refseq/bacteria/GCF_003433395.1/GCF_003433395.1_ASM343339v1_assembly_stats.txt
GCF_003433395.1	PRJNA224116	SAMN07235705			na		47715	47715	Lacticaseibacillus rhamnosus	strain=JCM1553		latest	Complete Genome	Major	Full	2018/02/28	ASM343339v1	Guangxi Academy of Sciences, China	GCA_003433395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/395/GCF_003433395.1_ASM343339v1	./data/refseq/bacteria/GCF_003433395.1/GCF_003433395.1_ASM343339v1_feature_table.txt.gz
GCF_004010975.1	PRJNA224116	SAMN08176627			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR-B1		latest	Complete Genome	Major	Full	2019/01/10	ASM401097v1	Zhejiang University School of Medicine	GCA_004010975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/975/GCF_004010975.1_ASM401097v1	./data/refseq/bacteria/GCF_004010975.1/GCF_004010975.1_ASM401097v1_genomic.fna.gz
GCF_004010975.1	PRJNA224116	SAMN08176627			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR-B1		latest	Complete Genome	Major	Full	2019/01/10	ASM401097v1	Zhejiang University School of Medicine	GCA_004010975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/975/GCF_004010975.1_ASM401097v1	./data/refseq/bacteria/GCF_004010975.1/GCF_004010975.1_ASM401097v1_rna_from_genomic.fna.gz
GCF_004010975.1	PRJNA224116	SAMN08176627			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR-B1		latest	Complete Genome	Major	Full	2019/01/10	ASM401097v1	Zhejiang University School of Medicine	GCA_004010975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/975/GCF_004010975.1_ASM401097v1	./data/refseq/bacteria/GCF_004010975.1/GCF_004010975.1_ASM401097v1_assembly_report.txt
GCF_004010975.1	PRJNA224116	SAMN08176627			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR-B1		latest	Complete Genome	Major	Full	2019/01/10	ASM401097v1	Zhejiang University School of Medicine	GCA_004010975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/975/GCF_004010975.1_ASM401097v1	./data/refseq/bacteria/GCF_004010975.1/GCF_004010975.1_ASM401097v1_assembly_stats.txt
GCF_004010975.1	PRJNA224116	SAMN08176627			na		47715	47715	Lacticaseibacillus rhamnosus	strain=LR-B1		latest	Complete Genome	Major	Full	2019/01/10	ASM401097v1	Zhejiang University School of Medicine	GCA_004010975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/975/GCF_004010975.1_ASM401097v1	./data/refseq/bacteria/GCF_004010975.1/GCF_004010975.1_ASM401097v1_feature_table.txt.gz
GCF_006151905.1	PRJNA224116	SAMN11896630			na		47715	47715	Lacticaseibacillus rhamnosus	strain=1.0320		latest	Complete Genome	Major	Full	2019/06/09	ASM615190v1	Northeast Agricultural University	GCA_006151905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/151/905/GCF_006151905.1_ASM615190v1	./data/refseq/bacteria/GCF_006151905.1/GCF_006151905.1_ASM615190v1_genomic.fna.gz
GCF_006151905.1	PRJNA224116	SAMN11896630			na		47715	47715	Lacticaseibacillus rhamnosus	strain=1.0320		latest	Complete Genome	Major	Full	2019/06/09	ASM615190v1	Northeast Agricultural University	GCA_006151905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/151/905/GCF_006151905.1_ASM615190v1	./data/refseq/bacteria/GCF_006151905.1/GCF_006151905.1_ASM615190v1_rna_from_genomic.fna.gz
GCF_006151905.1	PRJNA224116	SAMN11896630			na		47715	47715	Lacticaseibacillus rhamnosus	strain=1.0320		latest	Complete Genome	Major	Full	2019/06/09	ASM615190v1	Northeast Agricultural University	GCA_006151905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/151/905/GCF_006151905.1_ASM615190v1	./data/refseq/bacteria/GCF_006151905.1/GCF_006151905.1_ASM615190v1_assembly_report.txt
GCF_006151905.1	PRJNA224116	SAMN11896630			na		47715	47715	Lacticaseibacillus rhamnosus	strain=1.0320		latest	Complete Genome	Major	Full	2019/06/09	ASM615190v1	Northeast Agricultural University	GCA_006151905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/151/905/GCF_006151905.1_ASM615190v1	./data/refseq/bacteria/GCF_006151905.1/GCF_006151905.1_ASM615190v1_assembly_stats.txt
GCF_006151905.1	PRJNA224116	SAMN11896630			na		47715	47715	Lacticaseibacillus rhamnosus	strain=1.0320		latest	Complete Genome	Major	Full	2019/06/09	ASM615190v1	Northeast Agricultural University	GCA_006151905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/151/905/GCF_006151905.1_ASM615190v1	./data/refseq/bacteria/GCF_006151905.1/GCF_006151905.1_ASM615190v1_feature_table.txt.gz
GCF_008727835.1	PRJNA224116	SAMN12793868			na		47715	47715	Lacticaseibacillus rhamnosus	strain=hsryfm 1301		latest	Complete Genome	Major	Full	2019/09/29	ASM872783v1	Yangzhou University	GCA_008727835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/835/GCF_008727835.1_ASM872783v1	./data/refseq/bacteria/GCF_008727835.1/GCF_008727835.1_ASM872783v1_genomic.fna.gz
GCF_008727835.1	PRJNA224116	SAMN12793868			na		47715	47715	Lacticaseibacillus rhamnosus	strain=hsryfm 1301		latest	Complete Genome	Major	Full	2019/09/29	ASM872783v1	Yangzhou University	GCA_008727835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/835/GCF_008727835.1_ASM872783v1	./data/refseq/bacteria/GCF_008727835.1/GCF_008727835.1_ASM872783v1_rna_from_genomic.fna.gz
GCF_008727835.1	PRJNA224116	SAMN12793868			na		47715	47715	Lacticaseibacillus rhamnosus	strain=hsryfm 1301		latest	Complete Genome	Major	Full	2019/09/29	ASM872783v1	Yangzhou University	GCA_008727835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/835/GCF_008727835.1_ASM872783v1	./data/refseq/bacteria/GCF_008727835.1/GCF_008727835.1_ASM872783v1_assembly_report.txt
GCF_008727835.1	PRJNA224116	SAMN12793868			na		47715	47715	Lacticaseibacillus rhamnosus	strain=hsryfm 1301		latest	Complete Genome	Major	Full	2019/09/29	ASM872783v1	Yangzhou University	GCA_008727835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/835/GCF_008727835.1_ASM872783v1	./data/refseq/bacteria/GCF_008727835.1/GCF_008727835.1_ASM872783v1_assembly_stats.txt
GCF_008727835.1	PRJNA224116	SAMN12793868			na		47715	47715	Lacticaseibacillus rhamnosus	strain=hsryfm 1301		latest	Complete Genome	Major	Full	2019/09/29	ASM872783v1	Yangzhou University	GCA_008727835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/835/GCF_008727835.1_ASM872783v1	./data/refseq/bacteria/GCF_008727835.1/GCF_008727835.1_ASM872783v1_feature_table.txt.gz
GCF_008831425.1	PRJNA224116	SAMN12856534			na		47715	47715	Lacticaseibacillus rhamnosus	strain=BIO6870		latest	Complete Genome	Major	Full	2019/10/07	ASM883142v1	Bioprox	GCA_008831425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/425/GCF_008831425.1_ASM883142v1	./data/refseq/bacteria/GCF_008831425.1/GCF_008831425.1_ASM883142v1_genomic.fna.gz
GCF_008831425.1	PRJNA224116	SAMN12856534			na		47715	47715	Lacticaseibacillus rhamnosus	strain=BIO6870		latest	Complete Genome	Major	Full	2019/10/07	ASM883142v1	Bioprox	GCA_008831425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/425/GCF_008831425.1_ASM883142v1	./data/refseq/bacteria/GCF_008831425.1/GCF_008831425.1_ASM883142v1_rna_from_genomic.fna.gz
GCF_008831425.1	PRJNA224116	SAMN12856534			na		47715	47715	Lacticaseibacillus rhamnosus	strain=BIO6870		latest	Complete Genome	Major	Full	2019/10/07	ASM883142v1	Bioprox	GCA_008831425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/425/GCF_008831425.1_ASM883142v1	./data/refseq/bacteria/GCF_008831425.1/GCF_008831425.1_ASM883142v1_assembly_report.txt
GCF_008831425.1	PRJNA224116	SAMN12856534			na		47715	47715	Lacticaseibacillus rhamnosus	strain=BIO6870		latest	Complete Genome	Major	Full	2019/10/07	ASM883142v1	Bioprox	GCA_008831425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/425/GCF_008831425.1_ASM883142v1	./data/refseq/bacteria/GCF_008831425.1/GCF_008831425.1_ASM883142v1_assembly_stats.txt
GCF_008831425.1	PRJNA224116	SAMN12856534			na		47715	47715	Lacticaseibacillus rhamnosus	strain=BIO6870		latest	Complete Genome	Major	Full	2019/10/07	ASM883142v1	Bioprox	GCA_008831425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/425/GCF_008831425.1_ASM883142v1	./data/refseq/bacteria/GCF_008831425.1/GCF_008831425.1_ASM883142v1_feature_table.txt.gz
GCF_009429065.1	PRJNA224116	SAMN13091356			na		47715	47715	Lacticaseibacillus rhamnosus	strain=IDCC 3201		latest	Chromosome	Major	Full	2019/10/31	ASM942906v1	Research Laboratories, Ildong Pharmaceutical	GCA_009429065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/429/065/GCF_009429065.1_ASM942906v1	./data/refseq/bacteria/GCF_009429065.1/GCF_009429065.1_ASM942906v1_genomic.fna.gz
