assembly_accession	start	end	orientation
GCF_013344625.1	741049	742616	+
GCF_013344625.1	2238745	2240312	-
GCF_013344645.1	696881	698448	+
GCF_013344645.1	2194577	2196144	-
GCF_013344645.1	2602494	2604061	-
GCF_013344645.1	2860560	2862127	+
GCF_013344665.1	214323	215890	+
GCF_013344665.1	819497	821064	+
GCF_013344665.1	2263532	2265099	-
GCF_013344665.1	2626401	2627968	-
GCF_014844235.1	215730	217289	+
GCF_014844235.1	849296	850856	+
GCF_014844235.1	2279486	2281046	-
GCF_014844235.1	2644120	2645680	-
GCF_014893535.1	108161	109721	+
GCF_014893535.1	1628613	1630173	-
GCF_014893535.1	2055747	2057307	-
GCF_014893535.1	2351815	2353375	+
GCF_015377745.1	234996	236556	+
GCF_015377745.1	863075	864635	+
GCF_015377745.1	2280949	2282509	-
GCF_015377745.1	2681072	2682632	-
GCF_016696825.1	1028130	1029690	-
GCF_016696825.1	1455739	1457299	-
GCF_016696825.1	1859117	1860677	+
GCF_016696825.1	2603192	2604752	+
GCF_016743895.1	236535	238095	+
GCF_016743895.1	468205	469765	+
GCF_016743895.1	2014182	2015742	-
GCF_016743895.1	2989764	2991324	-
GCF_016812095.1	257093	258653	+
GCF_016812095.1	884081	885641	+
GCF_016812095.1	2391465	2393025	-
GCF_016812095.1	2775963	2777523	-
GCF_017279935.1	222428	223988	+
GCF_017279935.1	848726	850286	+
GCF_017279935.1	2255616	2257176	-
GCF_017279935.1	2639460	2641020	-
GCF_017280035.1	32391	33951	+
GCF_017280035.1	416852	418412	+
GCF_017280035.1	1961618	1963178	-
GCF_017280035.1	2587843	2589403	-
GCF_017280215.1	34393	35953	+
GCF_017280215.1	418642	420202	+
GCF_017280215.1	1926989	1928549	-
GCF_017280215.1	2556771	2558331	-
GCF_017280235.1	178510	180070	+
GCF_017280235.1	805083	806643	+
GCF_017280235.1	2312400	2313960	-
GCF_017280235.1	2696889	2698449	-
GCF_017639585.1	249539	251099	+
GCF_017639585.1	958697	960257	+
GCF_017639585.1	2326501	2328061	-
GCF_017639585.1	2688194	2689754	-
GCF_018138005.1	14112	15672	+
GCF_018138005.1	397090	398650	+
GCF_018138005.1	1881247	1882807	-
GCF_018138005.1	2531014	2532574	-
GCF_018138025.1	269350	270910	+
GCF_018138025.1	860327	861887	+
GCF_018138025.1	2382209	2383769	-
GCF_018138025.1	2780751	2782311	-
GCF_018517125.1	211368	212928	+
GCF_018517125.1	923923	925483	+
GCF_018517125.1	2546854	2548414	-
GCF_018517125.1	2942154	2943714	-
GCF_900636775.1	223392	224952	+
GCF_900636775.1	852058	853618	+
GCF_900636775.1	2301016	2302576	-
GCF_900636775.1	2669917	2671477	-
GCF_901553725.1	224579	226139	+
GCF_901553725.1	1013132	1014692	+
GCF_901553725.1	2458735	2460295	-
GCF_901553725.1	2815139	2816698	-
GCF_902379005.2	217497	219057	+
GCF_902379005.2	904852	906412	+
GCF_902379005.2	2344747	2346307	-
GCF_902379005.2	2761352	2762912	-
GCF_906464835.1	218490	220050	+
GCF_906464835.1	903116	904676	+
GCF_906464835.1	2362135	2363695	-
GCF_906464835.1	2757266	2758826	-
GCF_906464865.1	214359	215919	+
GCF_906464865.1	1041714	1043274	+
GCF_906464865.1	2562121	2563681	-
GCF_906464865.1	2919989	2921549	-
GCF_906464875.1	209047	210607	+
GCF_906464875.1	972659	974219	+
GCF_906464875.1	2429735	2431295	-
GCF_906464875.1	2859993	2861553	-
GCF_906464895.1	843892	845452	-
GCF_906464895.1	1219144	1220704	-
GCF_906464895.1	1503359	1504919	+
GCF_906464895.1	2169879	2171439	+
GCF_906464925.1	242435	243995	+
GCF_906464925.1	919660	921220	+
GCF_906464925.1	2374843	2376403	-
GCF_906464925.1	2742855	2744415	-
GCF_000007785.1	248459	250019	+
GCF_000007785.1	1018180	1019740	+
GCF_000007785.1	2771848	2773408	-
GCF_000007785.1	3168484	3170044	-
GCF_000172575.2	213422	214982	+
GCF_000172575.2	818915	820473	+
GCF_000172575.2	2313811	2315371	-
GCF_000172575.2	2690157	2691717	-
GCF_004006275.1	213423	214983	+
GCF_004006275.1	818905	820464	+
GCF_004006275.1	2313779	2315339	-
GCF_004006275.1	2690118	2691678	-
GCF_002814115.1	214125	215684	+
GCF_002814115.1	850705	852264	+
GCF_002814115.1	2316481	2318041	-
GCF_002814115.1	2668537	2670096	-
GCF_009662495.1	217141	218701	+
GCF_009662495.1	946291	947851	+
GCF_009662495.1	2514695	2516255	-
GCF_009662495.1	2893993	2895553	-
GCF_000391485.2	214395	215955	+
GCF_000391485.2	997794	999354	+
GCF_000391485.2	2662966	2664526	-
GCF_000391485.2	3102594	3104154	-
GCF_000742975.1	108160	109720	+
GCF_000742975.1	1628605	1630165	-
GCF_000742975.1	2055705	2057265	-
GCF_000742975.1	2351789	2353349	+
GCF_000281195.1	218476	220036	+
GCF_000281195.1	897806	899366	+
GCF_000281195.1	2544593	2546153	-
GCF_000281195.1	2931367	2932927	-
GCF_000317915.1	217497	219057	+
GCF_000317915.1	904852	906412	+
GCF_000317915.1	2344747	2346307	-
GCF_000317915.1	2761352	2762912	-
GCF_000550745.1	222951	224511	+
GCF_000550745.1	1033474	1035034	+
GCF_000550745.1	2534086	2535647	-
GCF_000550745.1	2912089	2913649	-
