assembly_accession	start	end	orientation
GCF_001596775.2	2388672	2390221	-
GCF_001596775.2	2622567	2624116	-
GCF_001644625.1	502671	504218	+
GCF_001644625.1	508691	510238	+
GCF_001644625.1	2030712	2032259	-
GCF_001644625.1	2193616	2195163	-
GCF_001644625.1	2782164	2783711	-
GCF_001644625.1	3016558	3018105	-
GCF_001889585.2	241207	242756	+
GCF_001889585.2	247245	248794	+
GCF_001889585.2	1738483	1740032	-
GCF_001889585.2	1843180	1844729	-
GCF_001889585.2	2442074	2443621	-
GCF_001889585.2	2684899	2686465	-
GCF_001889645.2	241208	242757	+
GCF_001889645.2	247245	248794	+
GCF_001889645.2	1775807	1777356	-
GCF_001889645.2	1880485	1882034	-
GCF_001889645.2	2479385	2480934	-
GCF_001889645.2	2723762	2725311	-
GCF_001908335.1	1232740	1234297	-
GCF_001908335.1	1335561	1337118	-
GCF_001908335.1	1935138	1936695	-
GCF_001908335.1	2205087	2206644	-
GCF_001908335.1	2714972	2716529	+
GCF_001908335.1	2720991	2722548	+
GCF_001913195.1	240555	242104	+
GCF_001913195.1	246578	248127	+
GCF_001913195.1	480901	482450	+
GCF_001913195.1	1066630	1068179	+
GCF_001913195.1	1220547	1222096	+
GCF_001913195.1	2740113	2741662	-
GCF_001952735.1	240555	242104	+
GCF_001952735.1	246578	248127	+
GCF_001952735.1	480901	482450	+
GCF_001952735.1	1066631	1068180	+
GCF_001952735.1	1220548	1222097	+
GCF_001952735.1	2738756	2740305	-
GCF_001952755.1	240555	242104	+
GCF_001952755.1	246578	248127	+
GCF_001952755.1	480901	482450	+
GCF_001952755.1	1066630	1068179	+
GCF_001952755.1	1220547	1222096	+
GCF_001952755.1	2740089	2741638	-
GCF_001952775.1	240555	242104	+
GCF_001952775.1	246578	248127	+
GCF_001952775.1	480901	482450	+
GCF_001952775.1	1066630	1068179	+
GCF_001952775.1	1220547	1222096	+
GCF_001952775.1	2773408	2774957	-
GCF_001952795.1	240555	242104	+
GCF_001952795.1	246578	248127	+
GCF_001952795.1	480901	482450	+
GCF_001952795.1	1066630	1068179	+
GCF_001952795.1	1220547	1222096	+
GCF_001952795.1	2740109	2741658	-
GCF_001998915.1	237739	239288	+
GCF_001998915.1	243761	245310	+
GCF_001998915.1	1770570	1772119	-
GCF_001998915.1	1876488	1878037	-
GCF_001998915.1	2425235	2426784	-
GCF_001998915.1	2697658	2699207	-
GCF_001998945.1	280451	282000	+
GCF_001998945.1	563128	564677	+
GCF_001998945.1	1168787	1170336	+
GCF_001998945.1	1271628	1273177	+
GCF_001998945.1	2828866	2830415	-
GCF_001999005.1	244276	245825	+
GCF_001999005.1	1735620	1737169	-
GCF_001999005.1	1841545	1843094	-
GCF_001999005.1	2427088	2428637	-
GCF_001999005.1	2711740	2713289	-
GCF_001999025.1	266183	267993	+
GCF_001999025.1	1782243	1783958	-
GCF_001999025.1	1936672	1938348	-
GCF_001999025.1	2520099	2521805	-
GCF_001999025.1	2753064	2754613	+
GCF_001999025.1	2757786	2759335	+
GCF_001999045.1	274060	275662	+
GCF_001999045.1	1760883	1762075	-
GCF_001999045.1	1865646	1867382	-
GCF_001999045.1	2464397	2466096	-
GCF_001999045.1	2704857	2706438	-
GCF_001999085.1	239383	240932	+
GCF_001999085.1	244105	245654	+
GCF_001999085.1	1730896	1732445	-
GCF_001999085.1	1834877	1836426	-
GCF_001999085.1	2463665	2465214	-
GCF_001999085.1	2696305	2697854	-
GCF_001999105.1	229729	231278	+
GCF_001999105.1	234449	235998	+
GCF_001999105.1	1812199	1813748	-
GCF_001999105.1	1972004	1973553	-
GCF_001999105.1	2529744	2531293	-
GCF_001999105.1	2798025	2799574	-
GCF_001999125.1	236897	238445	+
GCF_001999125.1	240939	242488	+
GCF_001999125.1	1788233	1789782	-
GCF_001999125.1	1892212	1893761	-
GCF_001999125.1	2439257	2440806	-
GCF_001999125.1	2673214	2674763	-
GCF_001999165.1	236235	237784	+
GCF_001999165.1	242254	243803	+
GCF_001999165.1	1727468	1729017	-
GCF_001999165.1	1830309	1831858	-
GCF_001999165.1	2429004	2430553	-
GCF_001999165.1	2656353	2657902	-
GCF_002025165.1	379605	381154	+
GCF_002025165.1	622433	623982	+
GCF_002025165.1	1221401	1222950	+
GCF_002025165.1	1326080	1327629	+
GCF_002025165.1	2854941	2856490	-
GCF_002025165.1	2860960	2862509	-
GCF_002043045.1	236905	238454	+
GCF_002043045.1	242924	244474	+
GCF_002043045.1	1751296	1752844	-
GCF_002043045.1	1854136	1855685	-
GCF_002043045.1	2460658	2462207	-
GCF_002043045.1	2704338	2705826	-
GCF_002101275.1	235757	237314	+
GCF_002101275.1	241776	243333	+
GCF_002101275.1	1730015	1731572	-
GCF_002101275.1	1832855	1834412	-
GCF_002101275.1	2390215	2391772	-
GCF_002101275.1	2621159	2622716	-
GCF_002105615.1	241272	242829	+
GCF_002105615.1	247293	248850	+
GCF_002105615.1	1771132	1772689	-
GCF_002105615.1	1877059	1878616	-
GCF_002105615.1	2464860	2466417	-
GCF_002105615.1	2698744	2700301	-
GCF_002105635.1	237157	238706	+
GCF_002105635.1	243179	244728	+
GCF_002105635.1	1796954	1798503	-
GCF_002105635.1	1900931	1902480	-
GCF_002105635.1	2451525	2453074	-
GCF_002105635.1	2685912	2687461	-
GCF_002105655.1	235417	236966	+
GCF_002105655.1	241438	242987	+
GCF_002105655.1	1706180	1707729	-
GCF_002105655.1	1813366	1814915	-
GCF_002105655.1	2401724	2403273	-
GCF_002105655.1	2636736	2638285	-
GCF_002105675.1	246991	248540	+
GCF_002105675.1	253012	254561	+
GCF_002105675.1	1744050	1745599	-
GCF_002105675.1	1848029	1849578	-
GCF_002105675.1	2404771	2406320	-
GCF_002105675.1	2639582	2641131	-
GCF_002105695.1	99181	100730	-
GCF_002105695.1	105202	106751	-
GCF_002105695.1	611101	612650	+
GCF_002105695.1	844825	846374	+
GCF_002105695.1	1394264	1395813	+
GCF_002105695.1	1498248	1499797	+
GCF_002105715.1	233161	234710	+
GCF_002105715.1	239183	240732	+
GCF_002105715.1	1781700	1783249	-
GCF_002105715.1	1885679	1887228	-
GCF_002105715.1	2433438	2434987	-
GCF_002105715.1	2704435	2705984	-
GCF_002116675.1	273630	275187	+
GCF_002116675.1	279652	281209	+
GCF_002116675.1	1752137	1753694	-
GCF_002116675.1	1864759	1866316	-
GCF_002116675.1	2431366	2432923	-
GCF_002116675.1	2721358	2722915	-
GCF_002208215.1	236502	238051	+
GCF_002208215.1	242521	244070	+
GCF_002208215.1	1822568	1824117	-
GCF_002208215.1	1980281	1981830	-
GCF_002208215.1	2581382	2582931	-
GCF_002208215.1	2812813	2814362	-
GCF_002220325.1	242711	244268	+
GCF_002220325.1	248730	250287	+
GCF_002220325.1	1765733	1767290	-
GCF_002220325.1	1868574	1870131	-
GCF_002220325.1	2430399	2431956	-
GCF_002220325.1	2664791	2666348	-
GCF_002285655.1	236509	238058	+
GCF_002285655.1	242528	244077	+
GCF_002285655.1	1822631	1824180	-
GCF_002285655.1	1980347	1981896	-
GCF_002285655.1	2581442	2582991	-
GCF_002285655.1	2812878	2814427	-
GCF_002285835.1	236511	238060	+
GCF_002285835.1	242530	244079	+
GCF_002285835.1	1822642	1824191	-
GCF_002285835.1	1980358	1981907	-
GCF_002285835.1	2581456	2583005	-
GCF_002285835.1	2812893	2814442	-
GCF_002557735.1	237135	238684	+
GCF_002557735.1	243156	244705	+
GCF_002557735.1	1798093	1799642	-
GCF_002557735.1	1958912	1960461	-
GCF_002557735.1	2544091	2545640	-
GCF_002557735.1	2779098	2780647	-
GCF_002557815.1	237136	238685	+
GCF_002557815.1	243158	244707	+
GCF_002557815.1	1766151	1767700	-
GCF_002557815.1	1926970	1928519	-
GCF_002557815.1	2514279	2515828	-
GCF_002557815.1	2749287	2750836	-
GCF_002740915.1	275375	276924	+
GCF_002740915.1	504333	505882	+
GCF_002740915.1	1109513	1111062	+
GCF_002740915.1	1212354	1213903	+
GCF_002740915.1	2747195	2748744	-
GCF_002740915.1	2753214	2754763	-
GCF_002831485.1	237451	239000	+
GCF_002831485.1	243472	245021	+
GCF_002831485.1	1764977	1766526	-
GCF_002831485.1	1870899	1872448	-
GCF_002831485.1	2460713	2462262	-
GCF_002831485.1	2695721	2697270	-
GCF_002843525.1	237451	239000	+
GCF_002843525.1	243469	245018	+
GCF_002843525.1	1766670	1768219	-
GCF_002843525.1	1927489	1929038	-
GCF_002843525.1	2517304	2518853	-
GCF_002843525.1	2752312	2753861	-
GCF_002848425.1	237435	238984	+
GCF_002848425.1	243457	245006	+
GCF_002848425.1	1828977	1830526	-
GCF_002848425.1	1936231	1937780	-
GCF_002848425.1	2498219	2499768	-
GCF_002848425.1	2734559	2736108	-
GCF_002848465.1	237451	239000	+
GCF_002848465.1	243472	245021	+
GCF_002848465.1	1766673	1768222	-
GCF_002848465.1	1927492	1929041	-
GCF_002848465.1	2517023	2518572	-
GCF_002848465.1	2752031	2753580	-
GCF_002848485.1	237452	239001	+
GCF_002848485.1	243473	245022	+
GCF_002848485.1	1766667	1768216	-
GCF_002848485.1	1927486	1929035	-
GCF_002848485.1	2517386	2518935	-
GCF_002848485.1	2752191	2753740	-
GCF_002848505.1	238767	240316	+
GCF_002848505.1	244786	246335	+
GCF_002848505.1	1823263	1824812	-
GCF_002848505.1	1930517	1932066	-
GCF_002848505.1	2493837	2495386	-
GCF_002848505.1	2730177	2731726	-
GCF_002966935.1	64510	66059	+
GCF_002966935.1	1556218	1557767	-
GCF_002966935.1	1662396	1663945	-
GCF_002966935.1	2431468	2433017	-
GCF_002966935.1	3099192	3100741	-
GCF_002969195.1	237222	238771	+
GCF_002969195.1	1794931	1796480	-
GCF_002969195.1	1900852	1902401	-
GCF_002969195.1	2488446	2489994	-
GCF_002969195.1	2723447	2724996	-
GCF_003030165.1	244769	246318	+
GCF_003030165.1	250792	252341	+
GCF_003030165.1	1809484	1811033	-
GCF_003030165.1	1913461	1915010	-
GCF_003030165.1	2498947	2500496	-
GCF_003030165.1	2775275	2776824	-
GCF_003030405.1	104166	105715	-
GCF_003030405.1	110185	111734	-
GCF_003030405.1	656317	657866	+
GCF_003030405.1	899145	900694	+
GCF_003030405.1	1499590	1501139	+
GCF_003030405.1	1604268	1605817	+
GCF_003031895.1	240890	242439	+
GCF_003031895.1	246909	248458	+
GCF_003031895.1	1738164	1739713	-
GCF_003031895.1	1842842	1844391	-
GCF_003031895.1	2441736	2443285	-
GCF_003031895.1	2684563	2686112	-
GCF_003031915.1	281373	282922	+
GCF_003031915.1	287392	288941	+
GCF_003031915.1	1819639	1821188	-
GCF_003031915.1	1924317	1925866	-
GCF_003031915.1	2523217	2524766	-
GCF_003031915.1	2765515	2767064	-
GCF_003031935.1	233803	235352	+
GCF_003031935.1	239824	241373	+
GCF_003031935.1	1825202	1826751	-
GCF_003031935.1	1929180	1930729	-
GCF_003031935.1	2477737	2479286	-
GCF_003031935.1	2714395	2715944	-
GCF_003031955.1	237621	239170	+
GCF_003031955.1	243642	245191	+
GCF_003031955.1	1785261	1786810	-
GCF_003031955.1	1889238	1890787	-
GCF_003031955.1	2487475	2489024	-
GCF_003031955.1	2722431	2723980	-
GCF_003031975.1	232232	233781	+
GCF_003031975.1	238253	239802	+
GCF_003031975.1	1798003	1799552	-
GCF_003031975.1	1955227	1956776	-
GCF_003031975.1	2502351	2503900	-
GCF_003031975.1	2735836	2737385	-
GCF_003032055.1	240890	242439	+
GCF_003032055.1	246909	248458	+
GCF_003032055.1	1741272	1742821	-
GCF_003032055.1	1845950	1847499	-
GCF_003032055.1	2487114	2488663	-
GCF_003032055.1	2729942	2731491	-
GCF_003032075.1	237118	238667	+
GCF_003032075.1	243140	244689	+
GCF_003032075.1	1771390	1772939	-
GCF_003032075.1	1877312	1878861	-
GCF_003032075.1	2464893	2466442	-
GCF_003032075.1	2699901	2701450	-
GCF_003043895.1	277159	278708	+
GCF_003043895.1	1799091	1800640	-
GCF_003043895.1	1959910	1961459	-
GCF_003043895.1	2547107	2548656	-
GCF_003043895.1	2782115	2783664	-
GCF_003043895.1	2788137	2789686	-
GCF_003045185.1	231425	232974	+
GCF_003045185.1	237447	238996	+
GCF_003045185.1	1735739	1737288	-
GCF_003045185.1	1839712	1841261	-
GCF_003045185.1	2388568	2390117	-
GCF_003045185.1	2622463	2624012	-
GCF_003045205.1	231530	233079	+
GCF_003045205.1	237552	239101	+
GCF_003045205.1	1735844	1737393	-
GCF_003045205.1	1839817	1841366	-
GCF_003045205.1	2388673	2390222	-
GCF_003045205.1	2622568	2624117	-
GCF_003045225.1	231530	233079	+
GCF_003045225.1	237552	239101	+
GCF_003045225.1	1735844	1737393	-
GCF_003045225.1	1839817	1841366	-
GCF_003045225.1	2388673	2390222	-
GCF_003045225.1	2622568	2624117	-
GCF_003045255.1	231530	233079	+
GCF_003045255.1	237552	239101	+
GCF_003045255.1	1735844	1737393	-
GCF_003045255.1	1839817	1841366	-
GCF_003045255.1	2388673	2390222	-
GCF_003045255.1	2622568	2624117	-
GCF_003045285.1	231530	233079	+
GCF_003045285.1	237552	239101	+
GCF_003045285.1	1735844	1737393	-
GCF_003045285.1	1839817	1841366	-
GCF_003045285.1	2388673	2390222	-
GCF_003045285.1	2622568	2624117	-
GCF_003045305.1	231530	233079	+
GCF_003045305.1	237552	239101	+
GCF_003045305.1	1735844	1737393	-
GCF_003045305.1	1839817	1841366	-
GCF_003045305.1	2388673	2390222	-
GCF_003045305.1	2622569	2624118	-
GCF_003045325.1	231426	232975	+
GCF_003045325.1	237448	238997	+
GCF_003045325.1	1704334	1705883	-
GCF_003045325.1	1808307	1809856	-
GCF_003045325.1	2357163	2358712	-
GCF_003045325.1	2591058	2592607	-
GCF_003045345.1	231425	232974	+
GCF_003045345.1	237447	238996	+
GCF_003045345.1	1735739	1737288	-
GCF_003045345.1	1839712	1841261	-
GCF_003045345.1	2388568	2390117	-
GCF_003045345.1	2622463	2624012	-
GCF_003045365.1	231530	233079	+
GCF_003045365.1	237552	239101	+
GCF_003045365.1	1735845	1737394	-
GCF_003045365.1	1839818	1841367	-
GCF_003045365.1	2388674	2390223	-
GCF_003045365.1	2622569	2624118	-
GCF_003045385.1	231530	233079	+
GCF_003045385.1	237552	239101	+
GCF_003045385.1	1735844	1737393	-
GCF_003045385.1	1839817	1841366	-
GCF_003045385.1	2388673	2390222	-
GCF_003045385.1	2622568	2624117	-
GCF_003045405.1	231530	233079	+
GCF_003045405.1	237552	239101	+
GCF_003045405.1	1735844	1737393	-
GCF_003045405.1	1839817	1841366	-
GCF_003045405.1	2388673	2390222	-
GCF_003045405.1	2622568	2624117	-
GCF_003045425.1	231530	233079	+
GCF_003045425.1	237552	239101	+
GCF_003045425.1	1735844	1737393	-
GCF_003045425.1	1839817	1841366	-
GCF_003045425.1	2388673	2390222	-
GCF_003045425.1	2622568	2624117	-
GCF_003045445.1	231530	233079	+
GCF_003045445.1	237552	239101	+
GCF_003045445.1	1735844	1737393	-
GCF_003045445.1	1839817	1841366	-
GCF_003045445.1	2388673	2390222	-
GCF_003045445.1	2622568	2624117	-
GCF_003045465.1	231530	233079	+
GCF_003045465.1	237552	239101	+
GCF_003045465.1	1735844	1737393	-
GCF_003045465.1	1839817	1841366	-
GCF_003045465.1	2388673	2390222	-
GCF_003045465.1	2622568	2624117	-
GCF_003045485.1	231530	233079	+
GCF_003045485.1	237552	239101	+
GCF_003045485.1	1735844	1737393	-
GCF_003045485.1	1839817	1841366	-
GCF_003045485.1	2388673	2390222	-
GCF_003045485.1	2622568	2624117	-
GCF_003045505.1	231530	233079	+
GCF_003045505.1	237552	239101	+
GCF_003045505.1	1735844	1737393	-
GCF_003045505.1	1839817	1841366	-
GCF_003045505.1	2388674	2390223	-
GCF_003045505.1	2622569	2624118	-
GCF_003045525.1	231530	233079	+
GCF_003045525.1	237552	239101	+
GCF_003045525.1	1735844	1737393	-
GCF_003045525.1	1839817	1841366	-
GCF_003045525.1	2388673	2390222	-
GCF_003045525.1	2622568	2624117	-
GCF_003045545.1	231529	233078	+
GCF_003045545.1	237551	239100	+
GCF_003045545.1	1735843	1737392	-
GCF_003045545.1	1839816	1841365	-
GCF_003045545.1	2388672	2390221	-
GCF_003045545.1	2622567	2624116	-
GCF_003045565.1	231530	233079	+
GCF_003045565.1	237552	239101	+
GCF_003045565.1	1735844	1737393	-
GCF_003045565.1	1839817	1841366	-
GCF_003045565.1	2388673	2390222	-
GCF_003045565.1	2622568	2624117	-
GCF_003045585.1	231530	233079	+
GCF_003045585.1	237552	239101	+
GCF_003045585.1	1735844	1737393	-
GCF_003045585.1	1839817	1841366	-
GCF_003045585.1	2388673	2390222	-
GCF_003045585.1	2622568	2624117	-
GCF_003045605.1	231530	233079	+
GCF_003045605.1	237552	239101	+
GCF_003045605.1	1735845	1737394	-
GCF_003045605.1	1839818	1841367	-
GCF_003045605.1	2388674	2390223	-
GCF_003045605.1	2622569	2624118	-
GCF_003045625.1	231530	233079	+
GCF_003045625.1	237552	239101	+
GCF_003045625.1	1735844	1737393	-
GCF_003045625.1	1839817	1841366	-
GCF_003045625.1	2388673	2390222	-
GCF_003045625.1	2622568	2624117	-
GCF_003144075.1	231530	233087	+
GCF_003144075.1	237552	239109	+
GCF_003144075.1	1735900	1737457	-
GCF_003144075.1	1839873	1841430	-
GCF_003144075.1	2388729	2390286	-
GCF_003144075.1	2622624	2624181	-
GCF_003390475.1	586156	587705	-
GCF_003390475.1	592175	593724	-
GCF_003390475.1	1099486	1101035	+
GCF_003390475.1	1342313	1343862	+
GCF_003390475.1	1941207	1942756	+
GCF_003390475.1	2045885	2047434	+
GCF_003409075.1	2951780	2953329	-
GCF_003433415.1	243277	244826	+
GCF_003433415.1	249296	250845	+
GCF_003433415.1	1728187	1729736	-
GCF_003433415.1	1832866	1834415	-
GCF_003433415.1	2431571	2433120	-
GCF_003433415.1	2661407	2662956	-
GCF_003722375.1	238178	239727	+
GCF_003722375.1	244197	245746	+
GCF_003722375.1	1721348	1722897	-
GCF_003722375.1	1826026	1827575	-
GCF_003722375.1	2388961	2390510	-
GCF_003722375.1	2619346	2620895	-
GCF_003812545.1	310283	311832	+
GCF_003812545.1	545064	546613	+
GCF_003812545.1	1092843	1094392	+
GCF_003812545.1	1196821	1198370	+
GCF_003812545.1	2660124	2661673	-
GCF_003812545.1	2666145	2667694	-
GCF_003812565.1	1039790	1041339	-
GCF_003812565.1	1045808	1047357	-
GCF_003812565.1	1543461	1545010	+
GCF_003812565.1	1781902	1783451	+
GCF_003812565.1	2334427	2335976	+
GCF_003812565.1	2436616	2438165	+
GCF_003900515.1	231619	233176	+
GCF_003900515.1	237641	239198	+
GCF_003900515.1	1704585	1706142	-
GCF_003900515.1	1808558	1810115	-
GCF_003900515.1	2398240	2399797	-
GCF_003900515.1	2632339	2633896	-
GCF_003999665.1	241272	242821	+
GCF_003999665.1	247293	248842	+
GCF_003999665.1	1769773	1771322	-
GCF_003999665.1	1875700	1877249	-
GCF_003999665.1	2464112	2465661	-
GCF_003999665.1	2697996	2699545	-
GCF_004101665.1	240374	241923	+
GCF_004101665.1	246393	247942	+
GCF_004101665.1	1739639	1741188	-
GCF_004101665.1	1842478	1844027	-
GCF_004101665.1	2403254	2404803	-
GCF_004101665.1	2631797	2633346	-
GCF_004142705.1	236737	238286	+
GCF_004142705.1	242756	244305	+
GCF_004142705.1	1776432	1777981	-
GCF_004142705.1	1879273	1880822	-
GCF_004142705.1	2481093	2482642	-
GCF_004142705.1	2750744	2752293	-
GCF_004768685.1	144451	146000	+
GCF_004768685.1	248428	249977	+
GCF_004768685.1	1778929	1780478	-
GCF_004768685.1	1785203	1786752	-
GCF_004768685.1	2300318	2301867	+
GCF_004768685.1	2533109	2534658	+
GCF_004771175.1	242707	244264	+
GCF_004771175.1	248726	250283	+
GCF_004771175.1	1765721	1767278	-
GCF_004771175.1	1868561	1870118	-
GCF_004771175.1	2430385	2431942	-
