assembly_accession	start	end	orientation
GCF_013739375.1	4906488	4908039	-
GCF_013739375.1	4996526	4998077	-
GCF_013740875.1	398767	400318	+
GCF_013740875.1	1332262	1333813	+
GCF_013740875.1	3900221	3901772	-
GCF_013740875.1	4462311	4463862	-
GCF_013740875.1	4625286	4626837	-
GCF_013740875.1	4667062	4668613	-
GCF_013740875.1	4788537	4790088	-
GCF_013740875.1	4876596	4878147	-
GCF_013741395.1	428563	430114	+
GCF_013741395.1	1270477	1272028	+
GCF_013741395.1	4041221	4042772	-
GCF_013741395.1	4592333	4593884	-
GCF_013741395.1	4765452	4767001	-
GCF_013741395.1	4808388	4809939	-
GCF_013741395.1	4978620	4980169	-
GCF_013741395.1	5073599	5075150	-
GCF_013743055.1	434075	435626	+
GCF_013743055.1	1332754	1334305	+
GCF_013743055.1	4035707	4037258	-
GCF_013743055.1	4587548	4589099	-
GCF_013743055.1	4756341	4757892	-
GCF_013743055.1	4799183	4800734	-
GCF_013743055.1	4959928	4961479	-
GCF_013743055.1	5051471	5053022	-
GCF_013745755.1	395438	396989	+
GCF_013745755.1	1226528	1228079	+
GCF_013745755.1	3903573	3905124	-
GCF_013745755.1	4400580	4402131	-
GCF_013745755.1	4551810	4553361	-
GCF_013745755.1	4593589	4595140	-
GCF_013745755.1	4744500	4746051	-
GCF_013745755.1	4832457	4834008	-
GCF_013748235.1	421186	422737	+
GCF_013748235.1	1289129	1290680	+
GCF_013748235.1	4031051	4032602	-
GCF_013748235.1	4550248	4551799	-
GCF_013748235.1	4719194	4720745	-
GCF_013748235.1	4762030	4763581	-
GCF_013748235.1	4890182	4891733	-
GCF_013748235.1	4980342	4981893	-
GCF_013748855.1	422429	423980	+
GCF_013748855.1	1346692	1348245	+
GCF_013748855.1	4174873	4176426	-
GCF_013748855.1	4726134	4727687	-
GCF_013748855.1	4897124	4898675	-
GCF_013748855.1	4939930	4941479	-
GCF_013748855.1	5068399	5069952	-
GCF_013748855.1	5157526	5159077	-
GCF_013749535.1	454134	455685	+
GCF_013749535.1	1389065	1390618	+
GCF_013749535.1	3924384	3925937	-
GCF_013749535.1	4564796	4566349	-
GCF_013749535.1	4778640	4780191	-
GCF_013749535.1	4821445	4822994	-
GCF_013749535.1	4950801	4952354	-
GCF_013749535.1	5039927	5041478	-
GCF_013751655.1	317963	319514	+
GCF_013751655.1	360933	362484	+
GCF_013751655.1	512101	513652	+
GCF_013751655.1	1055541	1057092	+
GCF_013751655.1	3711599	3713152	-
GCF_013751655.1	4544686	4546237	-
GCF_013751655.1	4846047	4847598	-
GCF_013751655.1	4935165	4936716	-
GCF_013751895.1	463214	464765	+
GCF_013751895.1	1302675	1304228	+
GCF_013751895.1	3920933	3922484	-
GCF_013751895.1	4573648	4575199	-
GCF_013751895.1	4722841	4724392	-
GCF_013751895.1	4765812	4767363	-
GCF_013751895.1	4895318	4896869	-
GCF_013751895.1	4984437	4985988	-
GCF_013781965.1	445101	446652	+
GCF_013781965.1	488049	489600	+
GCF_013781965.1	692684	694235	+
GCF_013781965.1	1236109	1237658	+
GCF_013781965.1	3959181	3960732	-
GCF_013781965.1	4723351	4724902	-
GCF_013781965.1	4846259	4847808	-
GCF_013781965.1	4939108	4940659	-
GCF_013782845.1	465366	466917	+
GCF_013782845.1	1282921	1284472	+
GCF_013782845.1	3865139	3866688	-
GCF_013782845.1	4346086	4347635	-
GCF_013782845.1	4520609	4522160	-
GCF_013782845.1	4563412	4564965	-
GCF_013782845.1	4691535	4693086	-
GCF_013782845.1	4781697	4783248	-
GCF_013784225.1	491024	492575	+
GCF_013784225.1	990468	992019	+
GCF_013784225.1	3505405	3506956	-
GCF_013784225.1	4415378	4416929	-
GCF_013784225.1	4560690	4562241	-
GCF_013784225.1	4602467	4604018	-
GCF_013784225.1	4751688	4753239	-
GCF_013784225.1	4839648	4841199	-
GCF_013784645.1	425894	427445	+
GCF_013784645.1	1270035	1271586	+
GCF_013784645.1	3914844	3916395	-
GCF_013784645.1	4572889	4574442	-
GCF_013784645.1	4615751	4617304	-
GCF_013784645.1	4744098	4745649	-
GCF_013784645.1	4834243	4835794	-
GCF_013785085.1	404713	406264	+
GCF_013785085.1	1211425	1212976	+
GCF_013785085.1	3813047	3814598	-
GCF_013785085.1	4330767	4332318	-
GCF_013785085.1	4484307	4485858	-
GCF_013785085.1	4526250	4527801	-
GCF_013785085.1	4647335	4648886	-
GCF_013785085.1	4735282	4736833	-
GCF_013785525.1	413417	414968	+
GCF_013785525.1	1243159	1244710	+
GCF_013785525.1	3793587	3795138	-
GCF_013785525.1	4319240	4320791	-
GCF_013785525.1	4464884	4466435	-
GCF_013785525.1	4506666	4508217	-
GCF_013785525.1	4634348	4635899	-
GCF_013785525.1	4723480	4725031	-
GCF_013786025.1	391909	393460	+
GCF_013786025.1	1218887	1220438	+
GCF_013786025.1	3817730	3819281	-
GCF_013786025.1	4329535	4331086	-
GCF_013786025.1	4482760	4484311	-
GCF_013786025.1	4524539	4526090	-
GCF_013786025.1	4644871	4646422	-
GCF_013786025.1	4732805	4734356	-
GCF_013786145.1	428563	430114	+
GCF_013786145.1	1218525	1220076	+
GCF_013786145.1	3928469	3930020	-
GCF_013786145.1	4483953	4485504	-
GCF_013786145.1	4702018	4703567	-
GCF_013786145.1	4744954	4746505	-
GCF_013786145.1	4917648	4919197	-
GCF_013786145.1	5012627	5014178	-
GCF_013786205.1	448165	449716	+
GCF_013786205.1	1232695	1234246	+
GCF_013786205.1	3988710	3990261	-
GCF_013786205.1	4484130	4485681	-
GCF_013786205.1	4628143	4629694	-
GCF_013786205.1	4670087	4671638	-
GCF_013786205.1	4792036	4793587	-
GCF_013786205.1	4879988	4881539	-
GCF_013786565.1	443796	445347	+
GCF_013786565.1	1339391	1340942	+
GCF_013786565.1	4073559	4075110	-
GCF_013786565.1	4584139	4585690	-
GCF_013786565.1	4748091	4749642	-
GCF_013786565.1	4791064	4792615	-
GCF_013786565.1	4919359	4920910	-
GCF_013786565.1	5009397	5010948	-
GCF_013790265.1	418728	420279	+
GCF_013790265.1	1324016	1325567	+
GCF_013790265.1	4100760	4102310	-
GCF_013790265.1	4594714	4596265	-
GCF_013790265.1	4757949	4759500	-
GCF_013790265.1	4800790	4802341	-
GCF_013790265.1	4928942	4930493	-
GCF_013790265.1	5019102	5020653	-
GCF_013791065.1	439503	441054	+
GCF_013791065.1	1398261	1399812	+
GCF_013791065.1	4084049	4085602	-
GCF_013791065.1	4644238	4645789	-
GCF_013791065.1	4818384	4819935	-
GCF_013791065.1	4861352	4862905	-
GCF_013791065.1	4989499	4991052	-
GCF_013791065.1	5083750	5085301	-
GCF_013791615.1	412236	413787	+
GCF_013791615.1	987379	988930	+
GCF_013791615.1	3608642	3610193	-
GCF_013791615.1	4382746	4384297	-
GCF_013791615.1	4562726	4564277	-
GCF_013791615.1	4605696	4607249	-
GCF_013791615.1	4768406	4769959	-
GCF_013791615.1	4858569	4860120	-
GCF_013792125.1	501416	502967	+
GCF_013792125.1	1428829	1430380	+
GCF_013792125.1	4119908	4121459	-
GCF_013792125.1	4654049	4655600	-
GCF_013792125.1	4824826	4826377	-
GCF_013792125.1	4866605	4868156	-
GCF_013792125.1	4981048	4982599	-
GCF_013792125.1	5070065	5071616	-
GCF_013792365.1	405645	407196	+
GCF_013792365.1	1361100	1362651	+
GCF_013792365.1	4012100	4013651	-
GCF_013792365.1	4540319	4541871	-
GCF_013792365.1	4695465	4697018	-
GCF_013792365.1	4738438	4739990	-
GCF_013792365.1	4866756	4868308	-
GCF_013792365.1	4957070	4958621	-
GCF_013798115.1	428304	429855	+
GCF_013798115.1	1369373	1370924	+
GCF_013798115.1	4312040	4313589	-
GCF_013798115.1	4892733	4894284	-
GCF_013798115.1	5057705	5059256	-
GCF_013798115.1	5100494	5102043	-
GCF_013798115.1	5240836	5242387	-
GCF_013798115.1	5336338	5337889	-
GCF_013798355.1	463116	464667	+
GCF_013798355.1	1288181	1289732	+
GCF_013798355.1	4155624	4157175	-
GCF_013798355.1	4728755	4730306	-
GCF_013798355.1	4881817	4883368	-
GCF_013798355.1	4923595	4925146	-
GCF_013798355.1	5043915	5045466	-
GCF_013798355.1	5131854	5133405	-
GCF_013801705.1	398543	400094	+
GCF_013801705.1	1252408	1253959	+
GCF_013801705.1	3899007	3900558	-
GCF_013801705.1	4399895	4401446	-
GCF_013801705.1	4568925	4570476	-
GCF_013801705.1	4610702	4612253	-
GCF_013801705.1	4719647	4721198	-
GCF_013801705.1	4808387	4809938	-
GCF_013815045.1	424019	425570	+
GCF_013815045.1	963991	965542	+
GCF_013815045.1	3726972	3728523	-
GCF_013815045.1	4563269	4564820	-
GCF_013815045.1	4722846	4724397	-
GCF_013815045.1	4764625	4766174	-
GCF_013815045.1	4904510	4906059	-
GCF_013815045.1	4992181	4993732	-
