assembly_accession	start	end	orientation
GCF_002945515.1	155919	157421	+
GCF_002945515.1	392106	393608	+
GCF_002945515.1	1098015	1099517	+
GCF_002945515.1	3076434	3077936	-
GCF_002945515.1	3883088	3884590	-
GCF_002945515.1	4038713	4040215	-
GCF_002945665.1	10812	12314	+
GCF_002945665.1	16105	17607	+
GCF_002945665.1	30425	31927	+
GCF_002945665.1	133302	134804	+
GCF_002945665.1	140126	141628	+
GCF_002945665.1	150635	152137	+
GCF_002945665.1	156048	157550	+
GCF_002945665.1	392229	393731	+
GCF_002945665.1	1101386	1102888	+
GCF_002945665.1	2994847	2996349	-
GCF_002945665.1	3801361	3802863	-
GCF_002945665.1	3956986	3958488	-
GCF_002945755.1	10812	12314	+
GCF_002945755.1	16105	17607	+
GCF_002945755.1	30425	31927	+
GCF_002945755.1	133293	134795	+
GCF_002945755.1	140117	141619	+
GCF_002945755.1	150626	152128	+
GCF_002945755.1	156039	157541	+
GCF_002945755.1	392227	393729	+
GCF_002945755.1	1101628	1103130	+
GCF_002945755.1	2995122	2996624	-
GCF_002945755.1	3859714	3861216	-
GCF_002945755.1	4015339	4016841	-
GCF_002945855.1	10812	12314	+
GCF_002945855.1	16105	17607	+
GCF_002945855.1	30425	31927	+
GCF_002945855.1	133293	134795	+
GCF_002945855.1	140117	141619	+
GCF_002945855.1	150626	152128	+
GCF_002945855.1	156039	157541	+
GCF_002945855.1	392228	393730	+
GCF_002945855.1	1101699	1103201	+
GCF_002945855.1	2995155	2996657	-
GCF_002945855.1	3801690	3803192	-
GCF_002945855.1	3957315	3958817	-
GCF_002945945.1	10812	12314	+
GCF_002945945.1	16105	17607	+
GCF_002945945.1	30425	31927	+
GCF_002945945.1	133293	134795	+
GCF_002945945.1	140117	141619	+
GCF_002945945.1	150626	152128	+
GCF_002945945.1	156039	157541	+
GCF_002945945.1	392227	393729	+
GCF_002945945.1	1101556	1103058	+
GCF_002945945.1	2994949	2996451	-
GCF_002945945.1	3801478	3802980	-
GCF_002945945.1	3957103	3958605	-
GCF_002946035.1	10812	12314	+
GCF_002946035.1	16105	17607	+
GCF_002946035.1	30423	31925	+
GCF_002946035.1	133292	134794	+
GCF_002946035.1	140116	141618	+
GCF_002946035.1	150624	152126	+
GCF_002946035.1	156037	157539	+
GCF_002946035.1	392223	393725	+
GCF_002946035.1	1101605	1103107	+
GCF_002946035.1	2995041	2996543	-
GCF_002946035.1	3801505	3803007	-
GCF_002946035.1	3957133	3958635	-
GCF_002946135.1	10812	12314	+
GCF_002946135.1	16205	17708	+
GCF_002946135.1	30526	32028	+
GCF_002946135.1	133394	134896	+
GCF_002946135.1	140218	141720	+
GCF_002946135.1	150727	152229	+
GCF_002946135.1	156140	157642	+
GCF_002946135.1	392328	393830	+
GCF_002946135.1	1101778	1103280	+
GCF_002946135.1	2995248	2996750	-
GCF_002946135.1	3801817	3803319	-
GCF_002946135.1	3957443	3958945	-
GCF_002946195.1	10812	12314	+
GCF_002946195.1	16105	17607	+
GCF_002946195.1	30425	31927	+
GCF_002946195.1	133293	134795	+
GCF_002946195.1	140117	141619	+
GCF_002946195.1	150626	152128	+
GCF_002946195.1	156039	157541	+
GCF_002946195.1	392220	393722	+
GCF_002946195.1	1101568	1103070	+
GCF_002946195.1	2995289	2996791	-
GCF_002946195.1	3801687	3803189	-
GCF_002946195.1	3957312	3958814	-
GCF_002946515.2	10942	12444	+
GCF_002946515.2	16322	17824	+
GCF_002946515.2	30672	32174	+
GCF_002946515.2	133025	134527	+
GCF_002946515.2	139909	141411	+
GCF_002946515.2	150470	151972	+
GCF_002946515.2	155884	157386	+
GCF_002946515.2	357411	358913	+
GCF_002946515.2	1047083	1048585	+
GCF_002946515.2	3066299	3067801	-
GCF_002946515.2	3819417	3820919	-
GCF_002946515.2	3949898	3951400	-
GCF_002946535.2	143439	144941	+
GCF_002946535.2	273920	275422	+
GCF_002946535.2	1027039	1028541	+
GCF_002946535.2	3046252	3047754	-
GCF_002946535.2	3735923	3737425	-
GCF_002946535.2	3937457	3938959	-
GCF_002946535.2	3942871	3944373	-
GCF_002946535.2	3953432	3954934	-
GCF_002946535.2	3960316	3961818	-
GCF_002946535.2	4062669	4064171	-
GCF_002946535.2	4077019	4078521	-
GCF_002946535.2	4082399	4083901	-
GCF_002946555.2	10942	12444	+
GCF_002946555.2	16322	17824	+
GCF_002946555.2	30672	32174	+
GCF_002946555.2	133025	134527	+
GCF_002946555.2	139909	141411	+
GCF_002946555.2	150470	151972	+
GCF_002946555.2	155884	157386	+
GCF_002946555.2	357411	358913	+
GCF_002946555.2	1047090	1048592	+
GCF_002946555.2	3066301	3067803	-
GCF_002946555.2	3819419	3820921	-
GCF_002946555.2	3949900	3951402	-
GCF_002954015.1	2294	3796	+
GCF_002954015.1	300836	302338	+
GCF_002954015.1	1002898	1004400	+
GCF_002954015.1	2863416	2864918	-
GCF_002954015.1	3676875	3678377	-
GCF_002954015.1	3820088	3821590	-
GCF_002954015.1	3970391	3971894	+
GCF_002954015.1	3975624	3977126	+
GCF_002954015.1	3990080	3991582	+
GCF_002954015.1	4089024	4090526	+
GCF_002954015.1	4095970	4097472	+
GCF_002954015.1	4106519	4108021	+
GCF_002954015.1	4111970	4113472	+
GCF_003095675.1	10812	12314	+
GCF_003095675.1	16045	17547	+
GCF_003095675.1	30499	32001	+
GCF_003095675.1	129449	130951	+
GCF_003095675.1	136274	137776	+
GCF_003095675.1	146765	148267	+
GCF_003095675.1	152158	153660	+
GCF_003095675.1	369098	370600	+
GCF_003095675.1	1170026	1171528	+
GCF_003095675.1	3114949	3116451	-
GCF_003095675.1	4007616	4009118	-
GCF_003095675.1	4148170	4149672	-
GCF_003095695.1	10812	12314	+
GCF_003095695.1	16045	17547	+
GCF_003095695.1	30499	32001	+
GCF_003095695.1	129448	130950	+
GCF_003095695.1	136273	137775	+
GCF_003095695.1	146764	148266	+
GCF_003095695.1	152157	153659	+
GCF_003095695.1	369110	370612	+
GCF_003095695.1	1208341	1209843	+
GCF_003095695.1	3128801	3130303	-
GCF_003095695.1	3953360	3954862	-
GCF_003095695.1	4093913	4095415	-
GCF_003313545.1	10812	12314	+
GCF_003313545.1	16105	17607	+
GCF_003313545.1	30425	31927	+
GCF_003313545.1	133293	134795	+
GCF_003313545.1	140117	141619	+
GCF_003313545.1	150626	152128	+
GCF_003313545.1	156039	157541	+
GCF_003313545.1	392231	393733	+
GCF_003313545.1	1098065	1099567	+
GCF_003313545.1	2991527	2993029	-
GCF_003313545.1	3911478	3912980	-
GCF_003313545.1	4067103	4068605	-
GCF_003313565.1	10814	12316	+
GCF_003313565.1	16109	17611	+
GCF_003313565.1	30564	32066	+
GCF_003313565.1	129368	130870	+
GCF_003313565.1	136315	137817	+
GCF_003313565.1	146925	148427	+
GCF_003313565.1	152379	153881	+
GCF_003313565.1	382546	384048	+
GCF_003313565.1	1098458	1099960	+
GCF_003313565.1	3067554	3069056	-
GCF_003313565.1	3952394	3953896	-
GCF_003313565.1	4124143	4125645	-
GCF_003313585.1	10812	12314	+
GCF_003313585.1	16105	17607	+
GCF_003313585.1	30425	31927	+
GCF_003313585.1	133293	134795	+
GCF_003313585.1	140117	141619	+
GCF_003313585.1	150626	152128	+
GCF_003313585.1	156039	157541	+
GCF_003313585.1	392227	393729	+
GCF_003313585.1	1097997	1099499	+
GCF_003313585.1	2991458	2992960	-
GCF_003313585.1	3911409	3912911	-
GCF_003313585.1	4067034	4068536	-
GCF_003456975.1	10811	12313	+
GCF_003456975.1	16042	17544	+
GCF_003456975.1	30329	31831	+
GCF_003456975.1	127074	128576	+
GCF_003456975.1	133964	135466	+
GCF_003456975.1	144514	146016	+
GCF_003456975.1	149969	151471	+
GCF_003456975.1	386350	387852	+
GCF_003456975.1	1173398	1174900	+
GCF_003456975.1	3177806	3179308	-
GCF_003456975.1	3963346	3964848	-
GCF_003456975.1	4099295	4100797	-
GCF_003457015.1	10811	12313	+
GCF_003457015.1	16042	17544	+
GCF_003457015.1	30329	31831	+
GCF_003457015.1	127074	128576	+
GCF_003457015.1	133964	135466	+
GCF_003457015.1	144514	146016	+
GCF_003457015.1	149969	151471	+
GCF_003457015.1	440565	442067	+
GCF_003457015.1	1227701	1229203	+
GCF_003457015.1	3184699	3186201	-
GCF_003457015.1	3970116	3971618	-
GCF_003457015.1	4106065	4107567	-
GCF_003457035.1	10811	12313	+
GCF_003457035.1	16042	17544	+
GCF_003457035.1	30329	31831	+
GCF_003457035.1	127074	128576	+
GCF_003457035.1	133964	135466	+
GCF_003457035.1	144514	146016	+
GCF_003457035.1	149969	151471	+
GCF_003457035.1	440558	442060	+
GCF_003457035.1	1227694	1229196	+
GCF_003457035.1	3184697	3186199	-
GCF_003457035.1	3970114	3971616	-
GCF_003457035.1	4106063	4107565	-
GCF_003481905.1	10811	12313	+
GCF_003481905.1	16001	17503	+
GCF_003481905.1	30395	31897	+
GCF_003481905.1	124236	125738	+
GCF_003481905.1	131187	132689	+
GCF_003481905.1	141733	143235	+
GCF_003481905.1	147143	148645	+
GCF_003481905.1	393805	395307	+
GCF_003481905.1	1093187	1094689	+
GCF_003481905.1	3097201	3098703	-
GCF_003481905.1	3937609	3939111	-
GCF_003481905.1	4077748	4079250	-
GCF_003481965.1	10822	12324	+
GCF_003481965.1	16115	17617	+
GCF_003481965.1	30466	31968	+
GCF_003481965.1	129413	130915	+
GCF_003481965.1	136298	137800	+
GCF_003481965.1	146910	148412	+
GCF_003481965.1	152361	153863	+
GCF_003481965.1	387022	388524	+
GCF_003481965.1	1097869	1099371	+
GCF_003481965.1	3000327	3001829	-
GCF_003481965.1	3886735	3888237	-
GCF_003481965.1	4029376	4030878	-
GCF_003482035.1	10812	12314	+
GCF_003482035.1	16105	17607	+
GCF_003482035.1	30549	32051	+
GCF_003482035.1	133417	134919	+
GCF_003482035.1	140241	141743	+
GCF_003482035.1	150750	152252	+
GCF_003482035.1	156163	157665	+
GCF_003482035.1	392343	393845	+
GCF_003482035.1	1098095	1099597	+
GCF_003482035.1	3001063	3002565	-
GCF_003482035.1	3887123	3888625	-
GCF_003482035.1	4042748	4044250	-
GCF_003482065.1	10812	12314	+
GCF_003482065.1	16011	17513	+
GCF_003482065.1	30405	31907	+
GCF_003482065.1	131227	132729	+
GCF_003482065.1	138111	139613	+
GCF_003482065.1	148659	150161	+
GCF_003482065.1	154112	155614	+
GCF_003482065.1	412235	413737	+
GCF_003482065.1	1160065	1161567	+
GCF_003482065.1	3020581	3022083	-
GCF_003482065.1	3828394	3829896	-
GCF_003482065.1	3969411	3970913	-
GCF_003482125.1	10812	12314	+
GCF_003482125.1	16044	17546	+
GCF_003482125.1	30371	31873	+
GCF_003482125.1	129215	130717	+
GCF_003482125.1	136164	137666	+
GCF_003482125.1	146779	148281	+
GCF_003482125.1	152170	153672	+
GCF_003482125.1	372190	373692	+
GCF_003482125.1	1102497	1103999	+
GCF_003482125.1	3014064	3015566	-
GCF_003482125.1	3844125	3845627	-
GCF_003482125.1	3984640	3986142	-
GCF_003482165.1	10808	12310	+
GCF_003482165.1	16146	17648	+
GCF_003482165.1	30496	31998	+
GCF_003482165.1	132850	134352	+
GCF_003482165.1	139734	141236	+
GCF_003482165.1	150295	151797	+
GCF_003482165.1	155709	157211	+
GCF_003482165.1	357236	358738	+
GCF_003482165.1	1085603	1087105	+
GCF_003482165.1	3112287	3113789	-
GCF_003482165.1	3865558	3867060	-
GCF_003482165.1	3996039	3997541	-
GCF_003482225.1	10814	12316	+
GCF_003482225.1	16170	17672	+
GCF_003482225.1	30500	32002	+
GCF_003482225.1	129470	130972	+
GCF_003482225.1	136296	137798	+
GCF_003482225.1	146788	148290	+
GCF_003482225.1	152180	153682	+
GCF_003482225.1	385071	386573	+
GCF_003482225.1	1144408	1145910	+
GCF_003482225.1	3111693	3113195	-
GCF_003482225.1	3901787	3903289	-
GCF_003482225.1	4042349	4043851	-
GCF_003482255.1	10812	12314	+
GCF_003482255.1	16045	17547	+
GCF_003482255.1	30499	32001	+
GCF_003482255.1	129449	130951	+
GCF_003482255.1	136274	137776	+
GCF_003482255.1	146765	148267	+
GCF_003482255.1	152158	153660	+
GCF_003482255.1	369121	370623	+
GCF_003482255.1	1157275	1158777	+
GCF_003482255.1	3067975	3069477	-
GCF_003482255.1	3921952	3923454	-
GCF_003482255.1	4062507	4064009	-
GCF_003482305.1	10812	12314	+
GCF_003482305.1	16169	17671	+
GCF_003482305.1	30519	32021	+
GCF_003482305.1	129425	130927	+
GCF_003482305.1	136272	137774	+
GCF_003482305.1	146786	148288	+
GCF_003482305.1	152305	153807	+
GCF_003482305.1	385348	386850	+
GCF_003482305.1	1149296	1150798	+
GCF_003482305.1	3028404	3029906	-
GCF_003482305.1	3821658	3823160	-
GCF_003482305.1	3962205	3963707	-
GCF_003482325.1	10812	12314	+
GCF_003482325.1	16013	17515	+
GCF_003482325.1	30362	31864	+
GCF_003482325.1	124108	125610	+
GCF_003482325.1	130993	132495	+
GCF_003482325.1	141540	143042	+
GCF_003482325.1	146995	148497	+
GCF_003482325.1	383235	384737	+
GCF_003482325.1	1067075	1068577	+
GCF_003482325.1	3016803	3018305	-
GCF_003482325.1	3834420	3835922	-
GCF_003482325.1	3974751	3976253	-
GCF_003482345.1	10812	12315	+
GCF_003482345.1	16045	17547	+
GCF_003482345.1	30499	32001	+
GCF_003482345.1	129428	130930	+
GCF_003482345.1	136374	137876	+
GCF_003482345.1	146923	148425	+
GCF_003482345.1	152374	153876	+
GCF_003482345.1	398740	400242	+
GCF_003482345.1	1100764	1102266	+
GCF_003482345.1	3065287	3066789	-
GCF_003482345.1	3958883	3960385	-
GCF_003482345.1	4102096	4103598	-
GCF_003482365.1	10808	12310	+
GCF_003482365.1	16188	17690	+
GCF_003482365.1	30538	32040	+
GCF_003482365.1	132891	134393	+
GCF_003482365.1	139775	141277	+
GCF_003482365.1	150336	151838	+
GCF_003482365.1	155750	157252	+
GCF_003482365.1	357277	358779	+
GCF_003482365.1	1046948	1048450	+
GCF_003482365.1	3044675	3046177	-
GCF_003482365.1	3797736	3799238	-
GCF_003482365.1	3928217	3929719	-
GCF_003490105.1	10812	12314	+
GCF_003490105.1	16149	17651	+
GCF_003490105.1	30543	32045	+
GCF_003490105.1	129448	130950	+
GCF_003490105.1	136394	137896	+
GCF_003490105.1	147008	148510	+
GCF_003490105.1	152525	154027	+
GCF_003490105.1	392107	393609	+
GCF_003490105.1	1110888	1112390	+
GCF_003490105.1	3091989	3093491	-
GCF_003490105.1	3934609	3936111	-
GCF_003490105.1	4074971	4076473	-
GCF_003597795.1	1	1439	-
GCF_003597795.1	5230	6732	-
GCF_003597795.1	178658	180160	+
GCF_003597795.1	334283	335785	+
GCF_003597795.1	1243803	1245305	+
GCF_003597795.1	3137493	3138995	-
GCF_003597795.1	3843219	3844721	-
GCF_003597795.1	4079405	4080907	-
GCF_003597795.1	4084818	4086320	-
GCF_003597795.1	4095327	4096829	-
GCF_003597795.1	4102151	4103653	-
GCF_003597795.1	4205019	4206521	-
GCF_003597795.1	4219339	4220841	-
GCF_003597815.1	10812	12314	+
GCF_003597815.1	16105	17607	+
GCF_003597815.1	30425	31927	+
GCF_003597815.1	133293	134795	+
GCF_003597815.1	140117	141619	+
GCF_003597815.1	150626	152128	+
GCF_003597815.1	156039	157541	+
GCF_003597815.1	392223	393725	+
GCF_003597815.1	1098110	1099612	+
GCF_003597815.1	2991543	2993045	-
GCF_003597815.1	3856032	3857534	-
GCF_003597815.1	4011656	4013158	-
GCF_003597835.1	4426	5928	+
GCF_003597835.1	18746	20248	+
GCF_003597835.1	121613	123115	+
GCF_003597835.1	128437	129939	+
GCF_003597835.1	138946	140448	+
GCF_003597835.1	144359	145861	+
GCF_003597835.1	380539	382041	+
GCF_003597835.1	1089969	1091471	+
GCF_003597835.1	2983681	2985183	-
GCF_003597835.1	3778645	3780147	-
GCF_003597835.1	3934268	3935770	-
GCF_003597835.1	4107695	4109197	+
GCF_003597835.1	4112988	4114487	+
GCF_003597855.1	10813	12315	+
GCF_003597855.1	16109	17611	+
GCF_003597855.1	30503	32004	+
GCF_003597855.1	131216	132718	+
GCF_003597855.1	138166	139668	+
GCF_003597855.1	148674	150176	+
GCF_003597855.1	154044	155546	+
GCF_003597855.1	392390	393892	+
GCF_003597855.1	1110827	1112329	+
GCF_003597855.1	3022081	3023583	-
GCF_003597855.1	3811021	3812523	-
GCF_003597855.1	3951342	3952844	-
GCF_003597875.1	1	1205	+
GCF_003597875.1	10314	11816	+
GCF_003597875.1	15766	17268	+
GCF_003597875.1	300811	302313	+
GCF_003597875.1	988824	990326	+
GCF_003597875.1	2900859	2902361	-
GCF_003597875.1	3723038	3724540	-
GCF_003597875.1	3865659	3867161	-
GCF_003597875.1	4016309	4017811	+
GCF_003597875.1	4021583	4023085	+
GCF_003597875.1	4036036	4037538	+
GCF_003597875.1	4135142	4136644	+
GCF_003597875.1	4142111	4143613	+
GCF_003597895.1	10812	12314	+
GCF_003597895.1	16105	17607	+
GCF_003597895.1	30425	31927	+
GCF_003597895.1	133290	134792	+
GCF_003597895.1	140114	141616	+
GCF_003597895.1	150623	152125	+
GCF_003597895.1	156036	157538	+
GCF_003597895.1	392214	393716	+
GCF_003597895.1	1101639	1103141	+
GCF_003597895.1	2954483	2955985	-
GCF_003597895.1	3864032	3865534	-
GCF_003597895.1	4019655	4021157	-
GCF_003597915.1	10812	12314	+
GCF_003597915.1	16105	17607	+
GCF_003597915.1	30426	31928	+
GCF_003597915.1	133295	134797	+
GCF_003597915.1	140119	141621	+
GCF_003597915.1	376190	377692	+
GCF_003597915.1	1085611	1087113	+
GCF_003597915.1	2979318	2980820	-
GCF_003597915.1	3856065	3857567	-
GCF_003597915.1	4011690	4013192	-
GCF_003697205.1	10810	12312	+
GCF_003697205.1	16086	17588	+
GCF_003697205.1	30436	31938	+
GCF_003697205.1	132788	134290	+
GCF_003697205.1	139630	141132	+
GCF_003697205.1	150149	151650	+
GCF_003697205.1	155562	157064	+
GCF_003697205.1	384188	385690	+
GCF_003697205.1	1121369	1122869	+
GCF_003697205.1	2977271	2978773	-
GCF_003697205.1	3775722	3777224	-
GCF_003697205.1	3906202	3907703	-
GCF_003697225.1	10810	12312	+
GCF_003697225.1	16086	17588	+
GCF_003697225.1	30435	31937	+
GCF_003697225.1	132787	134289	+
GCF_003697225.1	139629	141131	+
GCF_003697225.1	150146	151647	+
GCF_003697225.1	156984	158486	+
GCF_003697225.1	167501	169003	+
GCF_003697225.1	172915	174417	+
GCF_003697225.1	401542	403044	+
GCF_003697225.1	1138764	1140265	+
GCF_003697225.1	2994667	2996169	-
GCF_003697225.1	3793122	3794624	-
GCF_003697225.1	3923603	3925105	-
GCF_003697225.1	3359	4861	-
GCF_003697245.1	10808	12310	+
GCF_003697245.1	16188	17690	+
GCF_003697245.1	30538	32040	+
GCF_003697245.1	132820	134322	+
GCF_003697245.1	139696	141198	+
GCF_003697245.1	150257	151758	+
GCF_003697245.1	155669	157171	+
GCF_003697245.1	357196	358698	+
GCF_003697245.1	1046880	1048381	+
GCF_003697245.1	2909332	2910834	-
GCF_003697245.1	3662545	3664047	-
GCF_003697245.1	3793026	3794528	-
GCF_003697245.1	3406	4889	-
GCF_003697245.1	10225	11727	-
GCF_008245165.1	10812	12314	+
GCF_008245165.1	25206	26708	+
GCF_008245165.1	125974	127476	+
GCF_008245165.1	132922	134424	+
GCF_008245165.1	143532	145034	+
GCF_008245165.1	149047	150549	+
GCF_008245165.1	372491	373993	+
GCF_008245165.1	1073090	1074592	+
GCF_008245165.1	3046759	3048261	-
GCF_008245165.1	3843505	3845007	-
GCF_008245165.1	3983835	3985337	-
GCF_009362915.1	141877	143379	+
GCF_009362915.1	272358	273860	+
GCF_009362915.1	1025613	1027115	+
GCF_009362915.1	2999164	3000666	-
GCF_009362915.1	3727507	3729009	-
GCF_009362915.1	3929034	3930536	-
GCF_009362915.1	3934448	3935950	-
GCF_009362915.1	3945009	3946511	-
GCF_009362915.1	3951893	3953395	-
GCF_009362915.1	4054246	4055748	-
GCF_009362915.1	4068440	4069865	-
GCF_009362915.1	4082692	4084194	-
GCF_009362915.1	4088030	4089532	-
GCF_009730495.1	15140	16642	+
GCF_009730495.1	1908604	1910106	-
GCF_009730495.1	2618042	2619544	-
GCF_009730495.1	2854230	2855732	-
GCF_009730495.1	2859643	2861145	-
GCF_009730495.1	2870152	2871654	-
GCF_009730495.1	2876976	2878478	-
GCF_009730495.1	2979844	2981346	-
GCF_009730495.1	2994164	2995666	-
GCF_009730495.1	2999457	3000959	-
GCF_009730495.1	3172886	3174388	+
GCF_009730495.1	3328511	3330013	+
GCF_009867095.1	277188	278690	+
GCF_009867095.1	2175378	2176880	-
GCF_009867095.1	2963115	2964617	-
GCF_009867095.1	3105820	3107322	-
GCF_009867095.1	3256518	3258020	+
GCF_009867095.1	3261751	3263253	+
GCF_009867095.1	3276102	3277604	+
GCF_009867095.1	3375088	3376590	+
GCF_009867095.1	3382038	3383540	+
GCF_009867095.1	3392649	3394151	+
GCF_009867095.1	3398061	3399563	+
GCF_009867095.1	3624857	3626359	+
GCF_014236775.1	10811	12313	+
GCF_014236775.1	16086	17588	+
GCF_014236775.1	30539	32041	+
GCF_014236775.1	129464	130966	+
GCF_014236775.1	136392	137894	+
GCF_014236775.1	146941	148443	+
GCF_014236775.1	152393	153895	+
GCF_014236775.1	387393	388895	+
GCF_014236775.1	1113558	1115060	+
GCF_014236775.1	3119662	3121164	-
GCF_014236775.1	3918341	3919843	-
GCF_014236775.1	4058761	4060263	-
GCF_015732535.1	10809	12311	+
GCF_015732535.1	16105	17607	+
GCF_015732535.1	30455	31957	+
GCF_015732535.1	132849	134351	+
GCF_015732535.1	139691	141193	+
GCF_015732535.1	150210	151712	+
GCF_015732535.1	155624	157126	+
GCF_015732535.1	387714	389216	+
GCF_015732535.1	1038350	1039852	+
GCF_015732535.1	2932916	2934418	-
GCF_015732535.1	3735541	3737043	-
GCF_015732535.1	3866008	3867510	-
GCF_016766955.1	774493	775995	-
GCF_016766955.1	1527615	1529117	-
GCF_016766955.1	1658094	1659595	-
GCF_016766955.1	1812280	1813782	+
GCF_016766955.1	1817660	1819162	+
GCF_016766955.1	1832010	1833512	+
GCF_016766955.1	1934363	1935865	+
GCF_016766955.1	1941247	1942749	+
GCF_016766955.1	1951808	1953310	+
GCF_016766955.1	1957222	1958723	+
GCF_016766955.1	2158746	2160248	+
GCF_016766955.1	2955128	2956630	+
GCF_016766975.1	472125	473627	+
