assembly_accession	start	end	orientation
GCF_003324875.1	3659820	3661369	-
GCF_003324875.1	4376570	4378121	-
GCF_003324875.1	4419485	4421034	-
GCF_003324875.1	4578826	4580375	-
GCF_003324875.1	4673107	4674660	-
GCF_002234755.2	733610	735151	-
GCF_002234755.2	1530854	1532395	-
GCF_002234755.2	1573876	1575417	-
GCF_002234755.2	1728137	1729678	-
GCF_002234755.2	1825945	1827486	-
GCF_002234755.2	2370018	2371559	+
GCF_002234755.2	3076150	3077691	+
GCF_002946375.1	2254310	2255851	-
GCF_002946375.1	3057821	3059361	-
GCF_002946375.1	3100822	3102363	-
GCF_002946375.1	3261889	3263428	-
GCF_002946375.1	3359701	3361242	-
GCF_002946375.1	3894964	3896505	+
GCF_002946375.1	4631162	4632697	+
GCF_003171775.1	100100	101651	-
GCF_003171775.1	143134	144685	-
GCF_003171775.1	282040	283591	-
GCF_003171775.1	379911	381462	-
GCF_003171775.1	934033	935584	+
GCF_003171775.1	1675917	1677468	+
GCF_003171775.1	4159816	4161367	-
GCF_016454765.1	491728	493269	+
GCF_016454765.1	1197838	1199379	+
GCF_016454765.1	3682757	3684298	-
GCF_016454765.1	4516774	4518315	-
GCF_016454765.1	4559796	4561337	-
GCF_016454765.1	4714845	4716384	-
GCF_016454765.1	4812651	4814192	-
GCF_003710145.1	444555	446094	+
GCF_003710145.1	1157123	1158664	+
GCF_003710145.1	3594672	3596213	-
GCF_003710145.1	4296000	4297541	-
GCF_003710145.1	4339689	4341230	-
GCF_003710145.1	4492681	4494222	-
GCF_003710145.1	4593375	4594916	-
GCF_001969425.1	550655	552196	+
GCF_001969425.1	1307115	1308656	+
GCF_001969425.1	3753058	3754599	-
GCF_001969425.1	4624091	4625632	-
GCF_001969425.1	4667192	4668733	-
GCF_001969425.1	4805141	4806682	-
GCF_001969425.1	4903154	4904695	-
GCF_002953175.1	516511	518052	+
GCF_002953175.1	1354390	1355931	+
GCF_002953175.1	3973550	3975091	-
GCF_002953175.1	4834206	4835747	-
GCF_002953175.1	4877305	4878846	-
GCF_002953175.1	5006461	5008002	-
GCF_002953175.1	5104470	5106011	-
GCF_003073535.1	505398	506939	+
GCF_003073535.1	1232969	1234510	+
GCF_003073535.1	3684397	3685938	-
GCF_003073535.1	4461021	4462562	-
GCF_003073535.1	4504042	4505583	-
GCF_003073535.1	4651926	4653467	-
GCF_003073535.1	4749807	4751348	-
GCF_003073555.1	509097	510638	+
GCF_003073555.1	1236665	1238206	+
GCF_003073555.1	3643481	3645022	-
GCF_003073555.1	4420106	4421647	-
GCF_003073555.1	4463126	4464667	-
GCF_003073555.1	4611012	4612553	-
GCF_003073555.1	4708894	4710435	-
GCF_003571625.1	1885160	1886701	-
GCF_003571625.1	2674364	2675905	-
GCF_003571625.1	3236694	3238235	+
GCF_003571625.1	3334575	3336116	+
GCF_003571625.1	3487672	3489213	+
GCF_003571625.1	3530692	3532233	+
GCF_003571625.1	4285741	4287282	+
GCF_003864035.1	534940	536491	+
GCF_003864035.1	2957915	2959466	-
GCF_003864035.1	3714413	3715964	-
GCF_003864035.1	3757534	3759085	-
GCF_003864035.1	3900420	3901973	-
GCF_003864035.1	3998312	3999865	-
GCF_003864035.1	4523317	4524870	+
GCF_004768565.1	302798	304339	+
GCF_004768565.1	2709606	2711147	-
GCF_004768565.1	3472850	3474391	-
GCF_004768565.1	4036703	4038244	+
GCF_004768565.1	4134584	4136125	+
GCF_004768565.1	4313360	4314901	+
GCF_004768565.1	4356377	4357919	+
GCF_004768585.1	302798	304339	+
GCF_004768585.1	2709645	2711187	-
GCF_004768585.1	3472891	3474432	-
GCF_004768585.1	4036744	4038285	+
GCF_004768585.1	4134625	4136166	+
GCF_004768585.1	4313399	4314940	+
GCF_004768585.1	4356418	4357959	+
GCF_004768605.1	302800	304341	+
GCF_004768605.1	2700754	2702295	-
GCF_004768605.1	3493740	3495281	-
GCF_004768605.1	4056071	4057612	+
GCF_004768605.1	4153954	4155495	+
GCF_004768605.1	4334362	4335903	+
GCF_004768605.1	4377377	4378918	+
GCF_004768625.1	299231	300772	+
GCF_004768625.1	2918550	2920091	-
GCF_004768625.1	3755270	3756811	-
GCF_004768625.1	4289329	4290870	+
GCF_004768625.1	4387342	4388883	+
GCF_004768625.1	4516506	4518047	+
GCF_004768625.1	4559609	4561150	+
GCF_004768665.1	299231	300772	+
GCF_004768665.1	2918550	2920091	-
GCF_004768665.1	3755271	3756812	-
GCF_004768665.1	4288898	4290439	+
GCF_004768665.1	4386911	4388452	+
GCF_004768665.1	4516076	4517617	+
GCF_004768665.1	4559177	4560718	+
GCF_006741505.1	480654	482195	+
GCF_006741505.1	1281047	1282588	+
GCF_006741505.1	3853528	3855069	-
GCF_006741505.1	4649185	4650726	-
GCF_006741505.1	4692287	4693828	-
GCF_006741505.1	4830238	4831779	-
GCF_006741505.1	4928252	4929793	-
GCF_008727575.1	2160954	2162495	-
GCF_008727575.1	2888828	2890369	-
GCF_008727575.1	3427328	3428869	+
GCF_008727575.1	3525205	3526746	+
GCF_008727575.1	3673867	3675408	+
GCF_008727575.1	3716886	3718427	+
GCF_008727575.1	4493501	4495042	+
GCF_016452105.1	618433	619974	+
GCF_016452105.1	1467343	1468884	+
GCF_016452105.1	3919963	3921504	-
GCF_016452105.1	4696613	4698154	-
GCF_016452105.1	4739633	4741174	-
GCF_016452105.1	4918255	4919796	-
GCF_016452105.1	5016136	5017677	-
GCF_016454425.1	474169	475710	+
GCF_016454425.1	1105521	1107062	+
GCF_016454425.1	3590798	3592339	-
GCF_016454425.1	4554031	4555572	-
GCF_016454425.1	4597051	4598592	-
GCF_016454425.1	4744944	4746485	-
GCF_016454425.1	4842825	4844366	-
GCF_016454665.1	618935	620476	+
GCF_016454665.1	1467867	1469408	+
GCF_016454665.1	3920514	3922055	-
GCF_016454665.1	4697165	4698706	-
GCF_016454665.1	4740185	4741726	-
GCF_016454665.1	4888071	4889612	-
GCF_016454665.1	4985952	4987493	-
GCF_900478065.1	473024	474565	+
GCF_900478065.1	1338572	1340113	+
GCF_900478065.1	3842180	3843721	-
GCF_900478065.1	4693422	4694963	-
GCF_900478065.1	4736543	4738084	-
GCF_900478065.1	4879429	4880970	-
GCF_900478065.1	4977321	4978862	-
GCF_000783815.2	262716	264257	+
GCF_000783815.2	2680015	2681556	-
GCF_000783815.2	3393188	3394729	-
GCF_000783815.2	3436644	3438185	-
GCF_000783815.2	3595169	3596710	-
GCF_000783815.2	3689578	3691119	-
GCF_000783815.2	4207975	4209516	+
GCF_001558355.2	509167	510708	-
GCF_001558355.2	1261108	1262649	-
GCF_001558355.2	1304653	1306194	-
GCF_001558355.2	1459724	1461265	-
GCF_001558355.2	1555651	1557192	-
GCF_001558355.2	2085323	2086864	+
GCF_001558355.2	2855674	2857215	+
GCF_001647755.1	460202	461743	+
GCF_001647755.1	1223385	1224926	+
GCF_001647755.1	3728228	3729769	-
GCF_001647755.1	4456501	4458042	-
GCF_001647755.1	4498729	4500270	-
GCF_001647755.1	4643618	4645159	-
GCF_001647755.1	4739447	4740988	-
GCF_001705055.1	465987	467528	+
GCF_001705055.1	1165945	1167486	+
GCF_001705055.1	3624819	3626360	-
GCF_001705055.1	4331942	4333483	-
GCF_001705055.1	4375396	4376937	-
GCF_001705055.1	4533923	4535464	-
GCF_001705055.1	4628337	4629878	-
GCF_002119485.1	463226	464767	+
GCF_002119485.1	1457273	1458814	+
GCF_002119485.1	3854679	3856220	-
GCF_002119485.1	4603190	4604731	-
GCF_002119485.1	4646103	4647644	-
GCF_002119485.1	4790428	4791969	-
GCF_002119485.1	4885307	4886848	-
GCF_002313085.1	465987	467538	+
GCF_002313085.1	1165924	1167477	+
GCF_002313085.1	3623523	3625074	-
GCF_002313085.1	4330682	4332233	-
GCF_002313085.1	4374136	4375687	-
GCF_002313085.1	4532800	4534351	-
GCF_002313085.1	4627211	4628764	-
GCF_002313105.1	466238	467779	+
GCF_002313105.1	1166172	1167713	+
GCF_002313105.1	3624251	3625792	-
GCF_002313105.1	4337504	4339045	-
GCF_002313105.1	4380958	4382499	-
GCF_002313105.1	4539484	4541025	-
GCF_002313105.1	4633897	4635438	-
GCF_002900325.1	470472	472013	+
GCF_002900325.1	1220509	1222050	+
GCF_002900325.1	3632234	3633775	-
GCF_002900325.1	4396983	4398524	-
GCF_002900325.1	4439126	4440667	-
GCF_002900325.1	4595312	4596853	-
GCF_002900325.1	4690263	4691804	-
GCF_002946675.1	466055	467596	+
GCF_002946675.1	1165992	1167533	+
GCF_002946675.1	3623615	3625156	-
GCF_002946675.1	4330773	4332314	-
GCF_002946675.1	4374227	4375768	-
GCF_002946675.1	4532891	4534432	-
GCF_002946675.1	4627304	4628845	-
GCF_003030105.1	773809	775362	-
GCF_003030105.1	1555221	1556774	-
GCF_003030105.1	1598243	1599794	-
GCF_003030105.1	1747849	1749400	-
GCF_003030105.1	1845730	1847283	-
GCF_003030105.1	2410759	2412312	+
GCF_003030105.1	3155271	3156824	+
GCF_003030125.1	384786	386327	+
GCF_003030125.1	2756696	2758237	-
GCF_003030125.1	3471948	3473489	-
GCF_003030125.1	3988705	3990244	+
GCF_003030125.1	4083897	4085438	+
GCF_003030125.1	4239328	4240869	+
GCF_003030125.1	4282419	4283958	+
GCF_003177235.1	1639588	1641141	-
GCF_003177235.1	2472244	2473797	-
GCF_003177235.1	2515786	2517337	-
GCF_003177235.1	2670666	2672217	-
GCF_003177235.1	2766593	2768144	-
GCF_003177235.1	3296281	3297832	+
GCF_003177235.1	4073494	4075047	+
GCF_003177255.1	776972	778525	+
GCF_003177255.1	3290395	3291948	-
GCF_003177255.1	4149935	4151486	-
GCF_003177255.1	4679623	4681174	+
GCF_003177255.1	4775550	4777101	+
GCF_003177255.1	4930430	4931981	+
GCF_003177255.1	4973970	4975523	+
GCF_003181075.1	395485	397036	-
GCF_003181075.1	1130233	1131784	-
GCF_003181075.1	1702889	1704440	+
GCF_003181075.1	1798816	1800367	+
GCF_003181075.1	1954491	1956042	+
GCF_003181075.1	1998032	1999583	+
GCF_003181075.1	2749221	2750774	+
GCF_003181155.1	4893	6444	+
GCF_003181155.1	100818	102369	+
GCF_003181155.1	256493	258044	+
GCF_003181155.1	300034	301587	+
GCF_003181155.1	1051270	1052823	+
GCF_003181155.1	3631004	3632555	-
GCF_003181155.1	4365758	4367309	-
GCF_003312565.1	644890	646441	-
GCF_003312565.1	1163300	1164853	+
GCF_003312565.1	1257714	1259265	+
GCF_003312565.1	1416239	1417790	+
GCF_003312565.1	1459693	1461244	+
GCF_003312565.1	2172853	2174404	+
GCF_003312565.1	4630660	4632213	-
GCF_003324915.1	468384	469925	+
GCF_003324915.1	1189249	1190790	+
GCF_003324915.1	3646945	3648486	-
GCF_003324915.1	4416341	4417882	-
GCF_003324915.1	4459358	4460899	-
GCF_003324915.1	4621414	4622955	-
GCF_003324915.1	4719160	4720701	-
GCF_003324935.1	464683	466224	+
GCF_003324935.1	1215905	1217446	+
GCF_003324935.1	3690830	3692371	-
GCF_003324935.1	4423203	4424744	-
GCF_003324935.1	4465428	4466967	-
GCF_003324935.1	4615354	4616895	-
GCF_003324935.1	4710380	4711921	-
GCF_003324955.1	465338	466879	+
GCF_003324955.1	1197426	1198967	+
GCF_003324955.1	3787095	3788633	-
GCF_003324955.1	4495692	4497233	-
GCF_003324955.1	4538709	4540250	-
GCF_003324955.1	4697856	4699397	-
GCF_003324955.1	4792208	4793749	-
GCF_003324975.1	486135	487674	+
GCF_003324975.1	1218334	1219875	+
GCF_003324975.1	3691623	3693162	-
GCF_003324975.1	4470423	4471962	-
GCF_003324975.1	4513447	4514988	-
GCF_003324975.1	4652718	4654259	-
GCF_003324975.1	4752016	4753557	-
GCF_003325015.1	756637	758178	-
GCF_003325015.1	1455689	1457230	-
GCF_003325015.1	1955681	1957222	+
GCF_003325015.1	2050034	2051575	+
GCF_003325015.1	2204981	2206522	+
GCF_003325015.1	2247897	2249436	+
GCF_003325015.1	2967780	2969319	+
GCF_003325035.1	446323	447864	+
GCF_003325035.1	1177986	1179527	+
GCF_003325035.1	3780696	3782237	-
GCF_003325035.1	4877432	4878973	-
GCF_003325035.1	4918698	4920239	-
GCF_003325035.1	5053861	5055402	-
GCF_003325035.1	5146256	5147797	-
GCF_003325055.1	469688	471241	+
GCF_003325055.1	1191620	1193173	+
GCF_003325055.1	3756272	3757823	-
GCF_003325055.1	4508761	4510312	-
GCF_003325055.1	4551774	4553323	-
GCF_003325055.1	4707001	4708552	-
GCF_003325055.1	4802039	4803590	-
GCF_003325075.1	477512	479053	+
GCF_003325075.1	1237554	1239095	+
GCF_003325075.1	3680142	3681683	-
GCF_003325075.1	4460366	4461905	-
GCF_003325075.1	4503490	4505031	-
GCF_003325075.1	4657260	4658801	-
GCF_003325075.1	4755828	4757369	-
GCF_003325095.1	482457	483998	+
GCF_003325095.1	1235790	1237331	+
GCF_003325095.1	3784857	3786398	-
GCF_003325095.1	4525632	4527173	-
GCF_003325095.1	4567770	4569311	-
GCF_003325095.1	4722262	4723803	-
GCF_003325095.1	4817199	4818740	-
GCF_003325115.1	410196	411722	+
GCF_003325115.1	1137235	1138758	+
GCF_003325115.1	3590834	3592355	-
GCF_003325115.1	4290815	4292356	-
GCF_003325115.1	4333711	4335250	-
GCF_003325115.1	4500405	4501946	-
GCF_003325115.1	4598007	4599547	-
GCF_003325135.1	96581	98122	-
GCF_003325135.1	192371	193889	-
GCF_003325135.1	706486	708027	+
GCF_003325135.1	1559991	1561514	+
GCF_003325135.1	4169049	4170590	-
GCF_003325135.1	4934482	4936016	-
GCF_003325135.1	4976557	4978095	-
GCF_003325155.1	465562	467101	+
