assembly_accession	start	end	orientation
GCF_003812345.1	1420996	1422547	-
GCF_003812345.1	2229218	2230769	-
GCF_003812345.1	2717018	2718571	+
GCF_003812345.1	2809745	2811296	+
GCF_003812345.1	2932065	2933616	+
GCF_003812345.1	2975034	2976587	+
GCF_003812345.1	3147253	3148804	+
GCF_003812345.1	3680629	3682182	+
GCF_900637945.1	448661	450200	+
GCF_900637945.1	1195963	1197502	+
GCF_900637945.1	4175084	4176623	-
GCF_900637945.1	4579471	4581010	-
GCF_900637945.1	4912678	4914217	-
GCF_900637945.1	4957712	4959251	-
GCF_900637945.1	5046442	5047981	-
GCF_900637945.1	5138253	5139792	-
GCF_000770155.1	271400	272949	+
GCF_000770155.1	386237	387786	+
GCF_000770155.1	908608	910157	+
GCF_000770155.1	3642755	3644304	-
GCF_000770155.1	4374860	4376409	-
GCF_000770155.1	4599186	4600735	-
GCF_000770155.1	4685697	4687246	-
GCF_000770155.1	4803855	4805404	-
GCF_013892435.1	2348503	2350054	-
GCF_013892435.1	2717421	2718972	-
GCF_013892435.1	2830887	2832438	-
GCF_013892435.1	3109774	3111325	+
GCF_013892435.1	3150237	3151788	+
GCF_013892435.1	3778969	3780520	+
GCF_013892435.1	4042034	4043585	+
GCF_001022115.1	2479355	2480904	-
GCF_001022115.1	2928222	2929771	-
GCF_001022115.1	3296465	3298014	-
GCF_001022115.1	3341393	3342942	-
GCF_001022115.1	3446691	3448240	-
GCF_001022115.1	3603267	3604816	-
GCF_001022115.1	4132004	4133553	+
GCF_001022115.1	5090882	5092431	+
GCF_000783955.2	847240	848782	-
GCF_000783955.2	882966	884508	-
GCF_000783955.2	1059243	1060785	-
GCF_000783955.2	1385113	1386654	+
GCF_000783955.2	1503078	1504620	+
GCF_000783955.2	1723795	1725336	+
GCF_000783955.2	2132123	2133665	+
GCF_003204135.1	203995	205534	-
GCF_003204135.1	399603	401142	-
GCF_003204135.1	728050	729589	-
GCF_003204135.1	957245	958784	+
GCF_003204135.1	993316	994855	+
GCF_003204135.1	1860736	1862274	+
GCF_003204135.1	4106459	4107998	-
GCF_000754345.1	290993	292532	-
GCF_000754345.1	953364	954903	-
GCF_000754345.1	990479	992018	-
GCF_000754345.1	1248093	1249632	+
GCF_000754345.1	1617190	1618729	+
GCF_000754345.1	1805668	1807207	+
GCF_000754345.1	2300095	2301634	+
GCF_000783915.2	2101274	2102815	-
GCF_000783915.2	2714963	2716504	-
GCF_000783915.2	2757028	2758569	-
GCF_000783915.2	3064046	3065587	+
GCF_000783915.2	3189135	3190676	+
GCF_000783915.2	3457930	3459471	+
GCF_000783915.2	4114229	4115770	+
GCF_000987925.1	356523	358068	+
GCF_000987925.1	1008757	1010302	+
GCF_000987925.1	3624856	3626385	-
GCF_000987925.1	3630698	3632243	-
GCF_000987925.1	4333142	4334687	-
GCF_000987925.1	4372932	4374477	-
GCF_000987925.1	4528861	4530406	-
GCF_000987925.1	4542086	4543631	-
GCF_000987925.1	4676727	4678272	-
GCF_000834235.1	885319	886861	-
GCF_000834235.1	1902822	1904363	-
GCF_000834235.1	1945684	1947226	-
GCF_000834235.1	2114153	2115695	-
GCF_000834235.1	2396590	2398132	+
GCF_000834235.1	3115411	3116953	+
GCF_000750315.1	1654036	1655578	-
GCF_000750315.1	2327353	2328895	-
GCF_000750315.1	2367590	2369133	-
GCF_000750315.1	2529756	2531298	-
GCF_000750315.1	2668147	2669688	-
GCF_000750315.1	3035895	3037437	+
GCF_000750315.1	3962847	3964391	+
GCF_017310215.1	76501	78045	+
GCF_017310215.1	155815	157359	+
GCF_017310215.1	207326	208870	+
GCF_017310215.1	341590	343134	+
GCF_017310215.1	798432	799976	+
GCF_017310215.1	927522	929066	+
GCF_017310215.1	3989194	3990738	-
GCF_017310215.1	4398269	4399813	-
GCF_017310215.1	4480613	4482157	-
GCF_017310215.1	4722772	4724316	-
GCF_012931585.1	2646170	2647714	-
GCF_012931585.1	3105909	3107451	-
GCF_012931585.1	3195515	3197057	-
GCF_012931585.1	3434888	3436429	-
GCF_012931585.1	3513735	3515277	-
GCF_012931585.1	3646875	3648417	+
GCF_012931585.1	3698559	3700100	+
GCF_012931585.1	3829094	3830634	+
GCF_012931585.1	4184998	4186540	+
GCF_012931585.1	4373004	4374548	+
GCF_000783775.2	2106752	2108296	-
GCF_000783775.2	2263868	2265412	-
GCF_000783775.2	2662115	2663658	-
GCF_000783775.2	2791284	2792828	-
GCF_000783775.2	2838346	2839888	-
GCF_000783775.2	2969586	2971130	+
GCF_000783775.2	3046894	3048437	+
GCF_000783775.2	3256394	3257938	+
GCF_000783775.2	3337366	3338910	+
GCF_000783775.2	3753201	3754745	+
GCF_014161425.1	68501	70045	+
GCF_014161425.1	322451	323995	+
GCF_014161425.1	469653	471197	+
GCF_014161425.1	632902	634446	+
GCF_014161425.1	787478	789022	+
GCF_014161425.1	3871343	3872887	-
GCF_014161425.1	4441775	4443319	-
GCF_014161425.1	4586309	4587853	-
GCF_014161425.1	4634434	4635978	-
GCF_014161425.1	4714590	4716134	-
GCF_008693705.1	2347234	2348778	-
GCF_008693705.1	2713663	2715207	-
GCF_008693705.1	2974764	2976308	-
GCF_008693705.1	3142537	3144081	-
GCF_008693705.1	3263317	3264861	+
GCF_008693705.1	3340351	3341895	+
GCF_008693705.1	3391735	3393279	+
GCF_008693705.1	3569284	3570828	+
GCF_008693705.1	3717131	3718675	+
GCF_008693705.1	3946353	3947897	+
GCF_001469735.1	1909766	1911318	-
GCF_001469735.1	2015220	2016770	-
GCF_001469735.1	2189751	2191303	-
GCF_001469735.1	2195023	2196575	-
GCF_001469735.1	2238666	2240218	-
GCF_001469735.1	2243943	2245495	-
GCF_001469735.1	2303374	2304925	-
GCF_001469735.1	2347271	2348823	-
GCF_001469735.1	2431258	2432809	+
GCF_001469735.1	2960529	2962081	+
GCF_001469735.1	1321179	1322730	-
GCF_004006515.1	25952	27504	+
GCF_004006515.1	67295	68847	+
GCF_004006515.1	127281	128833	+
GCF_004006515.1	132527	134079	+
GCF_004006515.1	192855	194407	+
GCF_004006515.1	198101	199653	+
GCF_004006515.1	379000	380552	+
GCF_004006515.1	384397	385948	+
GCF_004006515.1	490302	491854	+
GCF_004006515.1	2685097	2686649	-
GCF_004006515.1	3233085	3234637	-
GCF_004006515.1	1705537	1707089	+
GCF_000746665.1	25294	26836	+
GCF_000746665.1	173904	175446	+
GCF_000746665.1	700096	701638	+
GCF_000746665.1	2865939	2867481	-
GCF_000746665.1	2975993	2977535	-
GCF_000746665.1	3196109	3197651	-
GCF_000746665.1	3239227	3240769	-
GCF_000746665.1	297527	299069	+
GCF_001558415.2	28413	29965	+
GCF_001558415.2	278541	280093	+
GCF_001558415.2	2436385	2437937	-
GCF_001558415.2	2441882	2443434	-
GCF_001558415.2	2520311	2521863	-
GCF_001558415.2	2525733	2527285	-
GCF_001558415.2	2677237	2678789	-
GCF_001558415.2	2756051	2757603	+
GCF_001558415.2	2898387	2899939	+
GCF_001558415.2	2903809	2905361	+
GCF_003312585.1	22876	24428	+
GCF_003312585.1	549797	551349	+
GCF_003312585.1	2759238	2760790	-
GCF_003312585.1	2863376	2864928	-
GCF_003312585.1	2868682	2870234	-
GCF_003312585.1	3044493	3046045	-
GCF_003312585.1	3049798	3051350	-
GCF_003312585.1	3095123	3096675	-
GCF_003312585.1	3100573	3102125	-
GCF_003312585.1	3160708	3162260	-
GCF_003312585.1	3202660	3204212	-
GCF_003312585.1	866581	868133	+
GCF_000767075.1	274007	275552	-
GCF_000767075.1	307573	309118	-
GCF_000767075.1	421484	423029	-
GCF_000767075.1	844436	845981	+
GCF_000767075.1	961058	962603	+
GCF_000767075.1	1107367	1108912	+
GCF_003390455.1	129626	131165	-
GCF_003390455.1	743683	745222	-
GCF_003390455.1	862289	863828	-
GCF_003390455.1	1075190	1076729	+
GCF_003390455.1	1585988	1587527	+
GCF_003390455.1	2121993	2123532	-
GCF_002162195.1	10885	12425	+
GCF_002162195.1	1578933	1580473	-
GCF_002162195.1	1849218	1850758	-
GCF_002162195.1	1986319	1987859	-
GCF_002162195.1	2028942	2030482	-
GCF_003061265.1	692229	693770	-
GCF_003061265.1	918008	919549	-
GCF_003061265.1	985748	987289	-
GCF_003061265.1	1723943	1725484	+
GCF_003061265.1	2271898	2273439	-
GCF_001572745.1	92836	94376	-
GCF_013460375.1	322123	323630	+
GCF_001286525.1	3128190	3129718	-
GCF_001286525.1	3780804	3782332	-
GCF_001286525.1	4432971	4434499	-
GCF_001286525.1	4580979	4582507	-
GCF_001286525.1	4640232	4641760	-
GCF_001286525.1	5107013	5108541	-
GCF_014844295.1	3734	5249	-
GCF_014844295.1	9328	10843	-
GCF_014844295.1	14923	16438	-
GCF_014844295.1	685701	687216	-
GCF_014844295.1	691293	692808	-
GCF_014844295.1	696886	698401	-
GCF_014844295.1	2276220	2277735	+
GCF_014844295.1	2281782	2283296	+
GCF_014844295.1	2287375	2288890	+
GCF_014844295.1	3213730	3215245	-
GCF_014844295.1	3219324	3220839	-
GCF_001746795.1	1189993	1191537	-
GCF_001746795.1	1774322	1775866	-
GCF_001746795.1	1957108	1958652	-
GCF_001746795.1	2450253	2451797	-
GCF_001746795.1	2723028	2724572	+
GCF_001746795.1	2870956	2872500	+
GCF_002370415.1	256336	257886	+
GCF_002370415.1	378703	380253	+
GCF_002370415.1	1969151	1970702	-
GCF_013127755.1	94980	96565	+
GCF_013127755.1	205711	207296	+
GCF_013127755.1	615278	616863	+
GCF_013127755.1	1318883	1320468	-
GCF_013127755.1	1681356	1682941	-
GCF_000597965.1	613797	615348	-
GCF_000597965.1	619009	620560	-
GCF_000597965.1	663328	664879	-
GCF_000597965.1	1687046	1688597	+
GCF_000597965.1	1802133	1803684	+
GCF_000597965.1	1975263	1976814	+
GCF_003856455.1	473801	475350	-
GCF_003856455.1	478951	480500	-
GCF_003856455.1	523588	525138	-
GCF_003856455.1	1444086	1445636	+
GCF_003856455.1	1533397	1534946	+
GCF_003856455.1	1675095	1676644	+
GCF_000448685.2	14954	16501	+
GCF_000448685.2	63964	65511	+
GCF_000448685.2	122108	123655	+
GCF_000448685.2	331781	333328	+
GCF_000448685.2	1906196	1907743	-
GCF_000448685.2	1911999	1913546	-
GCF_001610935.1	461269	462824	-
GCF_001610935.1	720554	722109	-
GCF_001610935.1	968546	970101	-
GCF_001610935.1	1041686	1043241	-
GCF_001558215.1	1419180	1420736	-
GCF_001558215.1	1572537	1574093	-
GCF_001558215.1	1765140	1766696	+
GCF_001558215.1	1939907	1941463	+
GCF_001558215.1	1958481	1960037	+
GCF_900638415.1	16299	17847	+
GCF_900638415.1	22133	23681	+
GCF_900638415.1	90927	92475	+
GCF_900638415.1	164957	166505	+
GCF_900638415.1	248609	250157	+
GCF_900638415.1	345950	347498	+
GCF_900638415.1	415093	416641	+
GCF_000817005.1	25936	27481	+
GCF_000817005.1	1946510	1948055	-
GCF_000817005.1	2038201	2039746	-
GCF_000817005.1	2109469	2111014	-
GCF_001267845.1	17068	18616	+
GCF_001267845.1	23069	24617	+
GCF_001267845.1	79684	81232	+
GCF_001267845.1	256270	257818	+
GCF_001267845.1	1230892	1232440	-
GCF_001267845.1	1518639	1520187	-
GCF_901543725.1	19750	21298	+
GCF_901543725.1	25622	27170	+
GCF_901543725.1	86331	87879	+
GCF_901543725.1	322505	324053	+
GCF_901543725.1	375737	377285	+
GCF_901543725.1	1628358	1629906	-
GCF_001598635.1	11869	13429	+
GCF_001598635.1	1475521	1477081	-
GCF_001598635.1	1845692	1847252	-
GCF_001598635.1	2112705	2114265	+
GCF_001298485.1	637239	638798	-
GCF_001298485.1	909788	911347	-
GCF_001298485.1	1186772	1188331	-
GCF_001298485.1	1281289	1282848	-
GCF_001298485.1	1445446	1447005	-
GCF_001298485.1	1892491	1894050	+
GCF_002278015.2	301433	302992	-
GCF_002278015.2	687023	688582	+
GCF_002278015.2	862820	864379	+
GCF_002278015.2	1048447	1050006	+
GCF_002278015.2	1270020	1271579	+
GCF_002278015.2	2541984	2543543	-
GCF_016406265.1	489513	491059	+
GCF_016406265.1	2069384	2070930	-
GCF_016406265.1	2284189	2285735	-
GCF_016406265.1	2327852	2329398	-
GCF_016406265.1	2402626	2404172	-
GCF_016406265.1	2421798	2423344	-
GCF_002078895.1	369913	371459	+
GCF_002078895.1	441672	443218	+
GCF_002078895.1	2234308	2235854	-
GCF_002078895.1	2280277	2281823	-
GCF_002078895.1	2359290	2360836	-
GCF_002078895.1	2394688	2396235	-
GCF_013122255.1	9762	11314	+
GCF_013122255.1	31498	33050	+
GCF_013122255.1	91525	93077	+
GCF_013122255.1	97352	98904	+
GCF_013122255.1	161943	163495	+
GCF_013122255.1	167835	169387	+
GCF_013122255.1	609645	611197	+
GCF_013122255.1	870853	872405	+
GCF_013122255.1	2980457	2982009	-
GCF_000876545.1	269088	270640	+
GCF_000876545.1	355313	356865	+
GCF_000876545.1	595985	597014	-
GCF_000876545.1	899477	901029	+
GCF_000876545.1	1180553	1182105	+
GCF_000876545.1	1944596	1945671	-
GCF_000876545.1	3558648	3560202	-
GCF_002009195.1	9177	10728	+
GCF_002009195.1	29893	31444	+
GCF_002009195.1	35826	37377	+
GCF_002009195.1	90107	91656	+
GCF_002009195.1	153990	155541	+
GCF_002009195.1	210631	212182	+
GCF_002009195.1	234454	236005	+
GCF_002009195.1	239508	241059	+
GCF_002009195.1	244562	246112	+
GCF_002009195.1	401504	403055	+
GCF_002009195.1	443466	445017	+
GCF_002009195.1	585009	586560	+
GCF_002009195.1	4701016	4702567	-
GCF_002009195.1	60010	655	-
GCF_000785455.1	1549214	1550767	-
GCF_000785455.1	1927551	1929104	-
GCF_000785455.1	2257160	2258713	-
GCF_000785455.1	2324501	2326054	-
GCF_000785455.1	3012916	3014469	+
GCF_000785455.1	3113929	3115483	+
GCF_000785455.1	3179356	3180909	+
GCF_000785455.1	3401930	3403483	+
GCF_000785455.1	3413206	3414759	+
GCF_000785455.1	3515785	3517338	+
GCF_000785455.1	3704281	3705834	+
GCF_000785455.1	3896738	3898291	+
GCF_000785455.1	5421092	5422645	+
GCF_000785455.1	5644525	5646078	+
GCF_000590455.1	9510	11058	+
GCF_000590455.1	32843	34391	+
GCF_000590455.1	93122	94670	+
GCF_000590455.1	99714	101262	+
GCF_000590455.1	165678	167226	+
GCF_000590455.1	591001	592549	+
GCF_000590455.1	877112	878660	+
GCF_000590455.1	2780108	2781656	-
GCF_002982115.1	23967	25518	-
GCF_002982115.1	60137	61688	-
GCF_002982115.1	66993	68544	-
GCF_002982115.1	275684	277235	+
GCF_002982115.1	529563	531114	+
GCF_002982115.1	620089	621640	+
GCF_002982115.1	763017	764568	+
GCF_002982115.1	1124348	1125899	+
GCF_002982115.1	4454020	4455571	-
GCF_002982115.1	4558233	4559784	-
GCF_002982115.1	4564116	4565667	-
GCF_002982115.1	4666195	4667746	-
GCF_000832485.1	600870	602421	-
GCF_000832485.1	1181679	1183230	+
GCF_000832485.1	1201250	1202801	+
GCF_000832485.1	1254577	1256128	+
GCF_000832485.1	1260291	1261842	+
GCF_000832485.1	1323360	1324910	+
GCF_000832485.1	1432429	1433979	+
GCF_000832485.1	1452946	1454496	+
GCF_000832485.1	1460136	1461687	+
GCF_000832485.1	1473376	1474927	+
GCF_000832485.1	1483376	1484927	+
GCF_000832485.1	1490552	1492103	+
GCF_000832485.1	1698658	1700209	+
GCF_000832485.1	1907604	1909154	+
GCF_003058345.1	9290	10801	+
GCF_003058345.1	48476	49987	+
GCF_003058345.1	55104	56615	+
GCF_003058345.1	63048	64559	+
GCF_003058345.1	70107	71618	+
GCF_003058345.1	76388	77899	+
GCF_003058345.1	490425	491936	+
GCF_003058345.1	3720571	3722082	-
GCF_003058345.1	3725795	3727306	-
GCF_003315755.1	131232	132744	+
GCF_003315755.1	146337	147851	+
GCF_003315755.1	155880	157392	+
GCF_003315755.1	160949	162461	+
GCF_003315755.1	2855283	2856797	-
GCF_003315755.1	3319636	3321148	-
GCF_003315755.1	3585884	3587398	-
GCF_003315755.1	3738411	3739923	-
GCF_003315755.1	3805680	3807192	+
GCF_002007885.1	82834	84336	+
GCF_002007885.1	221553	223055	+
GCF_002007885.1	1007887	1009389	+
GCF_002007885.1	2916487	2917989	-
GCF_002007885.1	3664639	3666141	-
GCF_002007885.1	3909294	3910796	-
GCF_002007885.1	3914706	3916208	-
GCF_002007885.1	3925317	3926819	-
GCF_002007885.1	3932267	3933769	-
GCF_002007885.1	4031172	4032674	-
GCF_002007885.1	4045563	4047065	-
GCF_002007885.1	4050814	4052316	-
GCF_900475625.1	103793	105358	+
GCF_900475625.1	503195	504760	+
GCF_900475625.1	626333	627898	+
GCF_900475625.1	964462	966027	+
GCF_900475625.1	1628833	1630398	-
GCF_003269405.1	142265	143840	+
GCF_003269405.1	764313	765888	+
GCF_003269405.1	1659611	1661186	-
GCF_003269405.1	2091467	2093042	-
GCF_003269405.1	2537121	2538696	-
GCF_000019245.4	276421	277990	+
GCF_000019245.4	775349	776918	+
GCF_000019245.4	794716	796285	+
GCF_000019245.4	1785704	1787273	-
GCF_000019245.4	2438006	2439575	-
GCF_015377805.1	177340	178915	+
GCF_015377805.1	311954	313529	+
GCF_015377805.1	632451	634026	+
GCF_015377805.1	649078	650653	+
GCF_015377805.1	1001680	1003255	+
GCF_015377805.1	1412329	1413904	-
GCF_009676365.1	446352	447925	-
GCF_009676365.1	633667	635240	-
GCF_009676365.1	742589	744162	-
GCF_009676365.1	748004	749577	-
GCF_009676365.1	1104912	1106485	+
GCF_009676365.1	1244109	1245682	+
GCF_009676365.1	1277668	1279241	+
GCF_001742205.1	405005	406580	-
GCF_001742205.1	1081707	1083286	+
GCF_001742205.1	1109312	1110891	+
GCF_001742205.1	1178817	1180396	+
GCF_001742205.1	1495593	1497172	+
GCF_001457455.1	679141	680659	+
GCF_001457455.1	1151632	1153150	+
GCF_001457455.1	1898459	1899977	-
GCF_001457455.1	2177030	2178548	-
GCF_001457455.1	2346951	2348469	-
GCF_000742715.1	112205	113728	+
GCF_000742715.1	945383	946909	+
GCF_000742715.1	1570490	1572013	+
GCF_000742715.1	2576552	2578075	-
GCF_000742715.1	2585203	2586726	-
GCF_000742715.1	3035030	3036555	-
GCF_000695895.1	1858533	1860070	-
GCF_000695895.1	1867240	1868777	-
GCF_002763715.1	164908	166446	-
GCF_002763715.1	595816	597354	+
GCF_002763715.1	856057	857595	+
GCF_002763715.1	269724	271262	+
GCF_000756125.1	435728	437258	-
GCF_000756125.1	1993841	1995371	+
GCF_000756125.1	2249449	2250982	+
GCF_000756125.1	2147676	2149206	-
GCF_001043135.1	716606	718119	-
GCF_001043135.1	723258	724771	-
GCF_003263915.2	339116	340661	+
GCF_003263915.2	447265	448809	+
GCF_003263915.2	793478	795021	+
GCF_003263915.2	1757504	1759048	-
GCF_003323815.1	16317	17854	+
GCF_003323815.1	510338	511875	+
GCF_003323815.1	2801610	2803147	-
GCF_003323815.1	2945189	2946726	-
GCF_003323815.1	3253508	3255045	-
GCF_003323815.1	3404893	3406430	-
GCF_001715465.1	1609046	1610530	-
GCF_001715465.1	1812444	1813928	-
GCF_001715465.1	1087263	1088747	-
GCF_002176835.1	105444	107016	-
GCF_002176835.1	112112	113684	-
GCF_002176835.1	126565	128137	-
GCF_002176835.1	319174	320746	-
GCF_002176835.1	324689	326261	-
GCF_002176835.1	330204	331776	-
GCF_002176835.1	1002760	1004332	+
GCF_001704215.1	685996	687527	+
GCF_001704215.1	2378638	2380169	-
GCF_001704215.1	3119922	3121453	-
GCF_001606295.1	1445580	1447095	+
GCF_009730655.1	41790	43334	+
GCF_009730655.1	2057994	2059538	+
GCF_009730655.1	3788727	3790271	-
GCF_009730655.1	4474851	4476395	-
GCF_009730655.1	4482204	4483748	-
GCF_009730655.1	4655562	4657106	-
GCF_009730655.1	4742843	4744387	-
GCF_009730655.1	4957747	4959291	-
GCF_015689455.1	18033	19581	+
GCF_015689455.1	88437	89985	+
GCF_015689455.1	232141	233689	+
GCF_015689455.1	238413	239961	+
GCF_015689455.1	287136	288684	+
GCF_015689455.1	432263	433811	+
GCF_003335165.1	334376	335913	-
GCF_003335165.1	799989	801526	-
GCF_003335165.1	1008314	1009851	-
GCF_003335165.1	1059484	1061008	+
GCF_003335165.1	1510263	1511800	+
GCF_003335165.1	1644524	1646057	+
GCF_003335165.1	2793062	2794599	-
GCF_002073495.2	3520465	3521973	+
GCF_002073495.2	4152361	4153869	+
GCF_002741785.1	462252	463788	+
GCF_001590655.1	611888	613457	+
GCF_013457875.1	483763	485309	+
GCF_013457875.1	1240637	1242186	+
GCF_013457875.1	4491174	4492723	-
GCF_013457875.1	4872013	4873561	-
GCF_013457875.1	5292043	5293592	-
GCF_013457875.1	5333872	5335421	-
GCF_013457875.1	5422150	5423699	-
GCF_013457875.1	5525441	5526990	-
GCF_006113225.1	705673	707226	-
GCF_006113225.1	1420590	1422141	-
GCF_006113225.1	1905542	1907093	+
GCF_006113225.1	1997962	1999515	+
GCF_006113225.1	2119966	2121517	+
GCF_006113225.1	2161141	2162692	+
GCF_006113225.1	2876421	2877972	+
GCF_000786425.1	74066	75610	+
GCF_000786425.1	154713	156271	+
GCF_000786425.1	160171	161715	+
GCF_000786425.1	233623	235167	+
GCF_000786425.1	313221	314765	+
GCF_000786425.1	752051	753595	+
GCF_000786425.1	2617940	2619484	-
GCF_000786425.1	3095989	3097533	-
GCF_000808035.2	528844	530376	-
GCF_000808035.2	767992	769524	-
GCF_000808035.2	2263712	2265244	+
GCF_000808035.2	2180829	2182361	-
GCF_001610775.1	850618	852114	-
GCF_001521715.1	2686092	2687660	-
GCF_001521715.1	3148275	3149814	-
GCF_001521715.1	3313480	3315019	-
GCF_001521715.1	3583942	3585471	+
GCF_001521715.1	3684745	3686284	+
GCF_001521715.1	3771751	3773290	+
GCF_001521715.1	3968538	3970077	+
GCF_001521715.1	4647650	4649189	+
GCF_900187135.1	135991	137510	+
GCF_900187135.1	970194	971713	-
GCF_900187135.1	1357975	1359494	-
GCF_900187135.1	2157551	2159070	+
GCF_001457555.1	102373	103878	+
GCF_001457555.1	204550	206055	+
GCF_001457555.1	1934670	1936175	-
GCF_001457555.1	2036509	2038014	-
GCF_001457555.1	2308119	2309624	-
GCF_000195955.2	1471846	1473382	+
GCF_900149625.2	902118	903665	+
GCF_900149625.2	935833	937380	+
GCF_006740305.1	38518	40081	+
GCF_006740305.1	710661	712224	+
GCF_006740305.1	836460	838023	+
GCF_006740305.1	1360372	1361935	-
GCF_006740305.1	1478820	1480383	-
GCF_006740305.1	1559307	1560870	-
GCF_006740305.1	1591415	1592978	-
GCF_006740305.1	1831472	1833035	-
GCF_001457475.1	838358	839888	+
GCF_001457475.1	2093554	2095084	+
GCF_001457475.1	5176015	5177545	-
GCF_001718895.1	15676	17208	-
GCF_001718895.1	300064	301596	+
GCF_001718895.1	522188	523720	+
GCF_001718895.1	2553084	2554616	-
GCF_001718895.1	2680740	2682272	-
GCF_001718895.1	952375	953907	+
GCF_000006945.2	289190	290733	+
GCF_000006945.2	2800121	2801663	-
GCF_000006945.2	3570470	3572013	-
GCF_000006945.2	4100145	4101688	+
GCF_000006945.2	4196072	4197613	+
GCF_000006945.2	4351143	4352686	+
GCF_000006945.2	4394688	4396232	+
GCF_006770325.1	2319594	2321129	+
GCF_006770325.1	2831473	2833007	+
GCF_006770325.1	3343541	3345076	+
GCF_001308145.2	343039	344615	-
GCF_001308145.2	427276	428852	-
GCF_001308145.2	1148419	1149995	+
GCF_001308145.2	1474344	1475920	+
GCF_001308145.2	1556584	1558160	+
GCF_001308145.2	2171759	2173335	-
GCF_001308145.2	2431254	2432830	-
GCF_001308145.2	2440079	2441655	-
GCF_001022015.1	1392991	1394532	-
GCF_001022015.1	1926522	1928063	-
GCF_001022015.1	2088918	2090459	-
GCF_001022015.1	2492885	2494426	+
GCF_001022015.1	2573162	2574703	+
GCF_001022015.1	2832301	2833842	+
GCF_001022015.1	2953891	2955432	+
GCF_001022015.1	3739954	3741495	+
GCF_000196035.1	237466	239020	+
GCF_000196035.1	243556	245041	+
GCF_000196035.1	1746266	1747811	-
GCF_000196035.1	1852187	1853732	-
GCF_000196035.1	2441458	2443003	-
GCF_000196035.1	2676467	2678012	-
GCF_009873295.1	1322978	1324514	-
GCF_009873295.1	1551564	1553105	-
GCF_009873295.1	1847042	1848586	+
GCF_009873295.1	1888948	1890492	+
GCF_009873295.1	2158737	2160277	+
GCF_009873295.1	2675831	2677374	+
GCF_009873295.1	2820433	2821979	+
GCF_000007205.1	997883	999436	+
GCF_000007245.1	66041	67585	+
GCF_000007245.1	171124	172668	+
GCF_000009085.1	39249	40761	+
GCF_000009085.1	394130	395642	+
GCF_000009085.1	696424	697936	+
GCF_000013285.1	10168	11680	+
GCF_000013285.1	72551	74063	+
GCF_000013285.1	82382	83894	+
