assembly_accession	seq_id	origin	terminus	repl_1_mean	repl_2_mean	c_skew_min	c_skew_max	length
GCF_003003815.1	NZ_CP021269.1	2620	1649930	0.0725387946567437	-0.0652391207806999	0.0646766169154229	11974.954684482462	3403366
GCF_003004135.1	NZ_CP021266.1	2590	1649060	0.0728400295276473	-0.0658700533684479	0.0761421319796953	12019.126560455004	3426115
GCF_003004155.1	NZ_CP021267.1	50	1652760	0.072727613540393	-0.0639147796506223	-0.008830993877723	12019.774046154513	3404198
GCF_003004175.1	NZ_CP021268.1	2610	1646850	0.0714601475804008	-0.0623974160140994	0.0612244897959183	11773.915235936203	3436658
GCF_003004295.1	NZ_CP021283.1	3439370	1590670	0.0695080980963924	-0.0617176688839232	-353.401748367342	11056.88694396057	3439446
GCF_001886795.1	NZ_CP017457.1	3508210	1639580	0.0717436287154877	-0.0638564856717009	-119.77371756781164	11862.31004705779	3515377
GCF_001886835.1	NZ_CP017458.1	2600	1660930	0.0749830020737767	-0.0632329603407116	0.1063829787234042	12454.692067521975	3500943
GCF_003003595.1	NZ_CP021263.1	2600	1650680	0.0730485422878304	-0.0635416094504576	0.1063829787234041	12066.349543133423	3474810
GCF_003003675.1	NZ_CP021264.1	2600	1639860	0.0735335344058382	-0.0636909527296957	0.1063829787234042	12066.67041649684	3471959
GCF_003003755.1	NZ_CP021265.1	2600	1666330	0.0724588393345438	-0.0601400915726458	0.1182795698924732	12090.187374102888	3555279
GCF_003003865.1	NZ_CP021257.1	3603830	1720770	0.0522413014799777	-0.0752098502902234	-5137.185078564534	9067.858017616118	3611000
GCF_003003955.1	NZ_CP021258.1	2600	1660960	0.0750431793657363	-0.0636895202235743	0.1063829787234042	12472.202568830004	3487066
GCF_003004255.1	NZ_CP021279.1	2600	1637910	0.0736854312912174	-0.0637104309149485	0.1063829787234043	12077.194140017731	3461540
GCF_000008485.1	NC_002942.5	10	1689180	0.0707378813948637	-0.0659785601146097	-0.0088309938777226	11948.923467206958	3397754
GCF_000048665.1	NC_006369.1	2570	1670810	0.0734463654890995	-0.0641064307389511	0.1111111111111109	12277.84736839051	3345687
GCF_000048645.1	NC_006368.1	3498920	1655330	0.0709381903905054	-0.0650786464438503	-222.41109909302952	11811.84740704129	3503610
GCF_000092545.1	NC_009494.2	140	1754680	0.069655970796963	-0.0629987248229279	-0.3665671264912749	12221.078569866346	3576470
GCF_000092625.1	NC_014125.1	3160	1750860	0.0716406922537163	-0.0641689686516951	0.0975609756097561	12542.533687649253	3516334
GCF_000239175.1	NC_016811.1	3358530	1605660	0.0714332557805545	-0.0661456266725561	-122.73027038320696	11471.77766588841	3359001
GCF_000404245.1	NC_021350.1	3448680	1694630	0.0676554156578826	-0.0664375910436356	-144.48758861537453	11547.224955553802	3455167
GCF_000347615.1	NC_020521.1	3430710	1782660	0.0653031731958682	-0.0715979228176939	-135.37348007042883	11690.647856342724	3434224
