assembly_accession	start	end	orientation
GCF_001752965.1	3061810	3063353	-
GCF_001753065.1	359861	361404	+
GCF_001753065.1	608220	609763	+
GCF_001753065.1	3122374	3123916	-
GCF_001753085.1	359861	361404	+
GCF_001753085.1	608221	609763	+
GCF_001753085.1	3114208	3115751	-
GCF_001753105.1	365716	367259	+
GCF_001753105.1	614076	615619	+
GCF_001753105.1	3070693	3072236	-
GCF_001753125.1	359861	361404	+
GCF_001753125.1	608220	609763	+
GCF_001753125.1	3119241	3120784	-
GCF_001753145.1	359861	361404	+
GCF_001753145.1	608221	609764	+
GCF_001753145.1	3113715	3115258	-
GCF_001753265.1	359861	361404	+
GCF_001753265.1	608220	609763	+
GCF_001753265.1	3039323	3040865	-
GCF_001753285.1	359861	361404	+
GCF_001753285.1	608221	609764	+
GCF_001753285.1	3167726	3169269	-
GCF_001753305.1	359861	361404	+
GCF_001753305.1	608221	609764	+
GCF_001753305.1	3120757	3122300	-
GCF_001753325.1	361863	363406	+
GCF_001753325.1	610223	611766	+
GCF_001753325.1	3122191	3123734	-
GCF_001753345.1	359861	361404	+
GCF_001753345.1	608221	609764	+
GCF_001753345.1	3120630	3122173	-
GCF_001753365.1	359859	361402	+
GCF_001753365.1	608219	609762	+
GCF_001753365.1	3128366	3129909	-
GCF_001753385.1	395342	396885	+
GCF_001753385.1	643702	645245	+
GCF_001753385.1	3156356	3157899	-
GCF_001753405.1	359411	360954	+
GCF_001753405.1	607771	609314	+
GCF_001753405.1	3069115	3070658	-
GCF_001941585.1	359861	361406	+
GCF_001941585.1	608220	609765	+
GCF_001941585.1	3111515	3113060	-
GCF_001969405.1	366754	368297	+
GCF_001969405.1	613812	615355	+
GCF_001969405.1	3152309	3153852	-
GCF_001989475.1	366755	368297	+
GCF_001989475.1	613811	615354	+
GCF_001989475.1	3152307	3153850	-
GCF_002813715.1	416333	417876	+
GCF_002813715.1	658731	660274	+
GCF_002813715.1	3167348	3168891	-
GCF_002813735.1	416334	417877	+
GCF_002813735.1	658732	660275	+
GCF_002813735.1	3168996	3170539	-
GCF_003003515.1	436137	437680	+
GCF_003003515.1	722821	724364	+
GCF_003003515.1	3345006	3346549	-
GCF_003003535.1	445057	446600	+
GCF_003003535.1	694562	696105	+
GCF_003003535.1	3267559	3269102	-
GCF_003003555.1	409833	411376	+
GCF_003003555.1	659338	660881	+
GCF_003003555.1	3232337	3233880	-
GCF_003004065.1	420258	421801	+
GCF_003004065.1	660383	661926	+
GCF_003004065.1	3118201	3119744	-
GCF_003004195.1	383474	385017	+
GCF_003004195.1	625409	626952	+
GCF_003004195.1	3196308	3197851	-
GCF_003004235.1	383477	385020	+
GCF_003004235.1	625415	626958	+
GCF_003004235.1	3201552	3203095	-
GCF_003004335.1	360357	361900	+
GCF_003004335.1	604343	605886	+
GCF_003004335.1	3061021	3062564	-
GCF_006364635.1	2041244	2042787	-
GCF_006364635.1	2698731	2700274	+
GCF_006364635.1	2947091	2948633	+
GCF_009664815.1	364151	365694	+
GCF_009664815.1	612464	614007	+
GCF_009664815.1	3150697	3152240	-
GCF_010669065.1	400500	402043	+
GCF_010669065.1	643221	644764	+
GCF_010669065.1	3106867	3108410	-
GCF_900119755.1	381967	383510	+
GCF_900119755.1	626081	627624	+
GCF_900119755.1	3199578	3201121	-
GCF_900119765.1	418919	420462	+
GCF_900119765.1	664106	665649	+
GCF_900119765.1	3227804	3229347	-
GCF_900119775.1	359220	360763	+
GCF_900119775.1	607580	609123	+
GCF_900119775.1	3176364	3177907	-
GCF_900119785.1	239572	241115	+
GCF_900119785.1	487290	488833	+
GCF_900119785.1	2956734	2958277	-
GCF_900186855.1	364860	366403	+
GCF_900186855.1	615017	616560	+
GCF_900186855.1	3121296	3122839	-
GCF_900475735.1	367237	368780	+
GCF_900475735.1	614608	616151	+
GCF_900475735.1	3093144	3094687	-
GCF_900635115.1	364015	365558	+
GCF_900635115.1	612375	613918	+
GCF_900635115.1	3071389	3072932	-
GCF_900636955.1	397098	398641	+
GCF_900636955.1	645458	647001	+
GCF_900636955.1	3147196	3148739	-
GCF_001590615.2	384033	385577	+
GCF_001590615.2	628659	630202	+
GCF_001590615.2	3094352	3095895	-
GCF_001590645.1	384033	385576	+
GCF_001590645.1	628658	630201	+
GCF_001590645.1	3163259	3164802	-
GCF_001590695.1	384033	385577	+
GCF_001590695.1	628660	630203	+
GCF_001590695.1	3080978	3082521	-
GCF_003004115.1	384033	385576	+
GCF_003004115.1	628658	630201	+
GCF_003004115.1	3163259	3164802	-
GCF_900475745.1	384032	385575	+
GCF_900475745.1	628657	630200	+
GCF_900475745.1	3163255	3164798	-
GCF_900637585.1	384033	385576	+
GCF_900637585.1	628659	630202	+
GCF_900637585.1	3163258	3164801	-
GCF_000306845.1	414068	415612	+
GCF_000306845.1	658321	659864	+
GCF_000306845.1	3188579	3190122	-
GCF_001766275.1	2245896	2247439	-
GCF_001766275.1	2496782	2498325	-
GCF_001766275.1	3168205	3169748	+
GCF_001766295.1	2172761	2174304	-
GCF_001766295.1	2844174	2845717	+
GCF_001766295.1	3095057	3096599	+
GCF_001766315.1	1585439	1586982	-
GCF_001766315.1	1836329	1837872	-
GCF_001766315.1	2534494	2536037	+
GCF_001766335.1	1649992	1651535	-
GCF_001766335.1	2348155	2349698	+
GCF_001766335.1	2599045	2600588	+
GCF_001766355.1	1215699	1217242	-
GCF_001766355.1	1466586	1468129	-
GCF_001766355.1	2138009	2139552	+
GCF_001766375.1	1147045	1148588	-
GCF_001766375.1	1845206	1846749	+
GCF_001766375.1	2096095	2097638	+
GCF_003003815.1	367236	368779	+
GCF_003003815.1	614606	616149	+
GCF_003003815.1	3100073	3101616	-
GCF_003004135.1	364861	366404	+
GCF_003004135.1	615018	616561	+
GCF_003004135.1	3121296	3122839	-
GCF_003004155.1	359861	361404	+
GCF_003004155.1	608222	609765	+
GCF_003004155.1	3119657	3121200	-
GCF_003004175.1	411443	412986	+
GCF_003004175.1	656621	658164	+
GCF_003004175.1	3150137	3151680	-
GCF_003004295.1	421757	423300	+
GCF_003004295.1	665689	667232	+
GCF_003004295.1	3139118	3140661	-
GCF_001886795.1	416558	418101	+
GCF_001886795.1	658956	660499	+
GCF_001886795.1	3223770	3225313	-
GCF_001886835.1	416333	417876	+
GCF_001886835.1	658731	660274	+
GCF_001886835.1	3200209	3201752	-
GCF_003003595.1	416333	417876	+
GCF_003003595.1	658731	660274	+
GCF_003003595.1	3187105	3188648	-
GCF_003003675.1	416333	417876	+
GCF_003003675.1	658731	660274	+
GCF_003003675.1	3180175	3181718	-
GCF_003003755.1	416231	417774	+
GCF_003003755.1	661148	662691	+
GCF_003003755.1	3259771	3261314	-
GCF_003003865.1	2731655	2733198	-
GCF_003003865.1	2974103	2975646	-
GCF_003003865.1	3317890	3319433	-
GCF_003003955.1	416261	417804	+
GCF_003003955.1	658659	660201	+
GCF_003003955.1	3195448	3196991	-
GCF_003004255.1	416333	417876	+
GCF_003004255.1	658731	660274	+
GCF_003004255.1	3169921	3171464	-
GCF_000008485.1	359861	361404	+
GCF_000008485.1	608221	609764	+
GCF_000008485.1	3101160	3102703	-
GCF_000048665.1	408817	410360	+
GCF_000048665.1	659704	661247	+
GCF_000048665.1	3046624	3048167	-
GCF_000048645.1	432902	434445	+
GCF_000048645.1	675450	676993	+
GCF_000048645.1	3188280	3189823	-
GCF_000092545.1	413756	415299	+
GCF_000092545.1	699630	701173	+
GCF_000092545.1	3279128	3280671	-
GCF_000092625.1	408943	410486	+
GCF_000092625.1	690526	692069	+
GCF_000092625.1	3214606	3216149	-
GCF_000239175.1	364014	365557	+
GCF_000239175.1	612374	613917	+
GCF_000239175.1	3061810	3063353	-
GCF_000404245.1	3156106	3157575	-
GCF_000347615.1	295238	296781	+
GCF_000347615.1	2821381	2822924	-
GCF_000347615.1	3069742	3071285	-
