assembly_accession	start	end	orientation
GCF_001682175.1	2766527	2768079	-
GCF_001682175.1	3318825	3320377	-
GCF_001682175.1	132914	134465	+
GCF_001700835.1	25940	27492	+
GCF_001700835.1	591325	592877	+
GCF_001700835.1	2926583	2928135	-
GCF_001700835.1	3032762	3034314	-
GCF_001700835.1	3212825	3214377	-
GCF_001700835.1	3257457	3259009	-
GCF_001700835.1	3317448	3319000	-
GCF_001700835.1	3358428	3359980	-
GCF_001700835.1	132937	134489	+
GCF_001758605.1	78980	80532	+
GCF_001758605.1	132543	134095	+
GCF_001758605.1	192547	194099	+
GCF_001758605.1	197792	199344	+
GCF_001758605.1	242397	243949	+
GCF_001758605.1	247642	249194	+
GCF_001758605.1	428216	429768	+
GCF_001758605.1	433614	435166	+
GCF_001758605.1	539355	540907	+
GCF_001758605.1	2693225	2694777	-
GCF_001758605.1	3227368	3228920	-
GCF_001758605.1	132914	134466	+
GCF_001879585.1	25921	27473	+
GCF_001879585.1	574049	575601	+
GCF_001879585.1	2883556	2885108	-
GCF_001879585.1	2989715	2991267	-
GCF_001879585.1	2995142	2996694	-
GCF_001879585.1	3175705	3177257	-
GCF_001879585.1	3180950	3182502	-
GCF_001879585.1	3225640	3227192	-
GCF_001879585.1	3230884	3232436	-
GCF_001879585.1	3290857	3292409	-
GCF_001879585.1	3332191	3333743	-
GCF_001879585.1	132899	134451	+
GCF_001887055.1	25950	27502	+
GCF_001887055.1	66515	68067	+
GCF_001887055.1	126468	128020	+
GCF_001887055.1	131711	133263	+
GCF_001887055.1	176358	177910	+
GCF_001887055.1	181603	183155	+
GCF_001887055.1	361995	363547	+
GCF_001887055.1	367407	368959	+
GCF_001887055.1	473152	474704	+
GCF_001887055.1	2704616	2706168	-
GCF_001887055.1	3215440	3216992	-
GCF_001887055.1	132951	134503	+
GCF_001951115.1	33633	35185	+
GCF_001951115.1	514174	515726	+
GCF_001951115.1	2526985	2528537	-
GCF_001951115.1	2627077	2628629	-
GCF_001951115.1	2807440	2808992	-
GCF_001951115.1	2812684	2814236	-
GCF_001951115.1	2857055	2858607	-
GCF_001951115.1	2862299	2863851	-
GCF_001951115.1	2922156	2923708	-
GCF_001951115.1	2963125	2964677	-
GCF_001951115.1	132895	134447	+
GCF_001996365.2	3752	5313	-
GCF_001996365.2	95914	97475	+
GCF_001996365.2	137184	138748	+
GCF_001996365.2	197084	198645	+
GCF_001996365.2	242803	244364	+
GCF_001996365.2	248055	249619	+
GCF_001996365.2	253560	255124	+
GCF_001996365.2	461983	463544	+
GCF_001996365.2	467416	468979	+
GCF_001996365.2	573096	574658	+
GCF_001996365.2	2907463	2909024	-
GCF_001996365.2	644731	646297	-
GCF_002073775.2	1287102	1288663	-
GCF_002073775.2	1835089	1836650	-
GCF_002073775.2	1919086	1920647	+
GCF_002073775.2	1960422	1961983	+
GCF_002073775.2	2020394	2021955	+
GCF_002073775.2	2025640	2027198	+
GCF_002073775.2	2086060	2087621	+
GCF_002073775.2	2091305	2092866	+
GCF_002073775.2	2271976	2273537	+
GCF_002073775.2	2277375	2278935	+
GCF_002073775.2	2383280	2384841	+
GCF_002073775.2	556055	557616	-
GCF_002209725.2	33628	35180	+
GCF_002209725.2	74107	75659	+
GCF_002209725.2	134006	135558	+
GCF_002209725.2	139251	140803	+
GCF_002209725.2	183878	185430	+
GCF_002209725.2	189122	190674	+
GCF_002209725.2	369316	370868	+
GCF_002209725.2	374742	376294	+
GCF_002209725.2	387015	388566	+
GCF_002209725.2	496828	498380	+
GCF_002209725.2	2766530	2768082	-
GCF_002209725.2	3318828	3320380	-
GCF_002209725.2	132914	134466	+
GCF_002220985.3	1216	2768	-
GCF_002220985.3	181573	183126	-
GCF_002220985.3	222570	224122	-
GCF_002220985.3	282506	284058	-
GCF_002220985.3	322992	324602	-
GCF_002220985.3	434186	435738	+
GCF_002220985.3	967011	968563	+
GCF_002220985.3	3359139	3360691	-
GCF_002220985.3	1778527	1780079	+
GCF_002504185.1	478248	479809	-
GCF_002504185.1	1015523	1017084	-
GCF_002504185.1	1106102	1107663	+
GCF_002504185.1	1156880	1158441	+
GCF_002504185.1	1216821	1218382	+
GCF_002504185.1	1222065	1223626	+
GCF_002504185.1	1266663	1268224	+
GCF_002504185.1	1271908	1273469	+
GCF_002504185.1	1452473	1454034	+
GCF_002504185.1	1457915	1459476	+
GCF_002504185.1	1568518	1570079	+
GCF_002504185.1	1305985	1307546	+
GCF_003047085.1	25952	27504	+
GCF_003047085.1	579827	581378	+
GCF_003047085.1	2923565	2925116	-
GCF_003047085.1	3029107	3030659	-
GCF_003047085.1	3034504	3036056	-
GCF_003047085.1	3215121	3216673	-
GCF_003047085.1	3220365	3221916	-
GCF_003047085.1	3264938	3266490	-
GCF_003047085.1	3270182	3271734	-
GCF_003047085.1	3330172	3331724	-
GCF_003047085.1	3371494	3373045	-
GCF_003047085.1	1336914	1338466	+
GCF_003076895.1	37158	38719	+
GCF_003076895.1	42404	43965	+
GCF_003076895.1	239218	240779	+
GCF_003076895.1	244617	246178	+
GCF_003076895.1	374021	375582	+
GCF_003076895.1	2652369	2653930	-
GCF_003076895.1	3251797	3253358	-
GCF_003076895.1	3335795	3337356	+
GCF_003076895.1	3377133	3378694	+
GCF_003076895.1	3450301	3451862	+
GCF_003076895.1	3455547	3457108	+
GCF_003076895.1	1044105	1045666	-
GCF_003085735.1	33632	35193	+
GCF_003085735.1	74641	76202	+
GCF_003085735.1	134426	135987	+
GCF_003085735.1	139670	141231	+
GCF_003085735.1	184453	186014	+
GCF_003085735.1	189698	191259	+
GCF_003085735.1	370037	371598	+
GCF_003085735.1	375479	377040	+
GCF_003085735.1	485219	486780	+
GCF_003085735.1	2806595	2808156	-
GCF_003085735.1	3343726	3345287	-
GCF_003085735.1	124211	125772	+
GCF_003119375.1	3476171	726	+
GCF_003119375.1	57777	59338	+
GCF_003119375.1	63023	64584	+
GCF_003119375.1	259837	261398	+
GCF_003119375.1	265236	266797	+
GCF_003119375.1	394640	396201	+
GCF_003119375.1	2672984	2674545	-
GCF_003119375.1	3272420	3273981	-
GCF_003119375.1	3356418	3357979	+
GCF_003119375.1	3397756	3399317	+
GCF_003119375.1	3470925	3472486	+
GCF_003119375.1	769361	770922	+
GCF_003351885.1	25959	27509	+
GCF_003351885.1	591073	592624	+
GCF_003351885.1	3083164	3084714	-
GCF_003351885.1	3197757	3199309	-
GCF_003351885.1	3203183	3204734	-
GCF_003351885.1	3208607	3210157	-
GCF_003351885.1	3389278	3390829	-
GCF_003351885.1	3394521	3396071	-
GCF_003351885.1	3454485	3456036	-
GCF_003351885.1	3495841	3497391	-
GCF_003351885.1	153210	154762	+
GCF_003612695.1	25917	27469	+
GCF_003612695.1	67225	68776	+
GCF_003612695.1	127147	128699	+
GCF_003612695.1	171469	173021	+
GCF_003612695.1	176713	178265	+
GCF_003612695.1	182387	183939	+
GCF_003612695.1	362749	364301	+
GCF_003612695.1	368191	369743	+
GCF_003612695.1	478758	480310	+
GCF_003612695.1	2788579	2790131	-
GCF_003612695.1	3344601	3346153	-
GCF_003612695.1	132780	134331	+
GCF_003612715.1	25934	27486	+
GCF_003612715.1	556565	558116	+
GCF_003612715.1	2799345	2800897	-
GCF_003612715.1	2909222	2910774	-
GCF_003612715.1	2914632	2916184	-
GCF_003612715.1	3094904	3096456	-
GCF_003612715.1	3100148	3101700	-
GCF_003612715.1	3144987	3146539	-
GCF_003612715.1	3150302	3151854	-
GCF_003612715.1	3210226	3211778	-
GCF_003612715.1	3250716	3252268	-
GCF_003612715.1	131741	133293	+
GCF_003691525.1	26039	27591	+
GCF_003691525.1	128904	130456	+
GCF_003691525.1	188834	190386	+
GCF_003691525.1	194078	195630	+
GCF_003691525.1	238649	240201	+
GCF_003691525.1	243892	245444	+
GCF_003691525.1	424340	425892	+
GCF_003691525.1	429830	431382	+
GCF_003691525.1	536339	537891	+
GCF_003691525.1	2888820	2890372	-
GCF_003691525.1	3438639	3440191	-
GCF_003691525.1	935455	937007	+
GCF_004006515.1	25952	27504	+
GCF_004006515.1	67295	68847	+
GCF_004006515.1	127281	128833	+
GCF_004006515.1	132527	134079	+
GCF_004006515.1	192855	194407	+
GCF_004006515.1	198101	199653	+
GCF_004006515.1	379000	380552	+
GCF_004006515.1	384397	385948	+
GCF_004006515.1	490302	491854	+
GCF_004006515.1	2685097	2686649	-
GCF_004006515.1	3233085	3234637	-
GCF_004006515.1	1705537	1707089	+
GCF_004194515.1	26057	27609	+
GCF_004194515.1	66519	68071	+
GCF_004194515.1	126456	128008	+
GCF_004194515.1	131699	133251	+
GCF_004194515.1	176301	177853	+
GCF_004194515.1	181545	183097	+
GCF_004194515.1	361945	363497	+
GCF_004194515.1	367338	368890	+
GCF_004194515.1	473241	474793	+
GCF_004194515.1	2626089	2627641	-
GCF_004194515.1	3155195	3156747	-
GCF_004194515.1	775717	777269	+
GCF_006517795.1	25913	27474	+
GCF_006517795.1	596688	598249	+
GCF_006517795.1	2958320	2959881	-
GCF_006517795.1	3116662	3118223	-
GCF_006517795.1	3122089	3123650	-
GCF_006517795.1	3317232	3318793	-
GCF_006517795.1	3322477	3324038	-
GCF_006517795.1	3367262	3368823	-
GCF_006517795.1	3372507	3374068	-
GCF_006517795.1	3432466	3434027	-
GCF_006517795.1	3472927	3474488	-
GCF_006517795.1	1697423	1698984	-
GCF_008693625.1	1937489	1939041	-
GCF_008693625.1	2459452	2461003	-
GCF_008693625.1	2543441	2544992	+
GCF_008693625.1	2586147	2587699	+
GCF_008693625.1	2645906	2647458	+
GCF_008693625.1	2651151	2652694	+
GCF_008693625.1	2695886	2697438	+
GCF_008693625.1	2701144	2702688	+
GCF_008693625.1	2881389	2882941	+
GCF_008693625.1	2886816	2888360	+
GCF_008693625.1	3007303	3008854	+
GCF_008693625.1	1087392	1088944	+
GCF_008693745.1	1263809	1265361	-
GCF_008693745.1	2040961	2042513	-
GCF_008693745.1	2594390	2595942	-
GCF_008693745.1	2697526	2699078	+
GCF_008693745.1	2703162	2704713	+
GCF_008693745.1	2743872	2745423	+
GCF_008693745.1	2803819	2805371	+
GCF_008693745.1	2848212	2849764	+
GCF_008693745.1	2853454	2855006	+
GCF_008693745.1	3033881	3035433	+
GCF_008693745.1	3039324	3040875	+
GCF_008693745.1	3145237	3146789	+
GCF_009665495.1	594735	596287	+
GCF_009665495.1	2955351	2956903	-
GCF_009665495.1	3078980	3080532	-
GCF_009665495.1	3084378	3085930	-
GCF_009665495.1	3264985	3266537	-
GCF_009665495.1	3270229	3271781	-
GCF_009665495.1	3314811	3316363	-
GCF_009665495.1	3320055	3321606	-
GCF_009665495.1	3380040	3381592	-
GCF_009665495.1	3421343	3422895	-
GCF_009665495.1	3532498	3534050	+
GCF_009665495.1	1089948	1091500	+
GCF_009734325.1	1602164	1603716	-
GCF_009734325.1	2180207	2181759	-
GCF_009734325.1	2264198	2265749	+
GCF_009734325.1	2344951	2346503	+
GCF_009734325.1	2404751	2406303	+
GCF_009734325.1	2409996	2411547	+
GCF_009734325.1	2454602	2456154	+
GCF_009734325.1	2459847	2461399	+
GCF_009734325.1	2645814	2647366	+
GCF_009734325.1	2651256	2652808	+
GCF_009734325.1	2788188	2789740	+
GCF_009734325.1	938849	940401	+
GCF_009763025.1	1	1467	-
GCF_009763025.1	83898	85450	+
GCF_009763025.1	629197	630748	+
GCF_009763025.1	2836536	2838088	-
GCF_009763025.1	2941906	2943458	-
GCF_009763025.1	2947333	2948884	-
GCF_009763025.1	3141794	3143346	-
GCF_009763025.1	3147037	3148589	-
GCF_009763025.1	3191649	3193201	-
GCF_009763025.1	3196892	3198444	-
GCF_009763025.1	3256802	3258354	-
GCF_009763025.1	1151294	1152846	+
GCF_009763165.1	24114	25665	+
GCF_009763165.1	68536	70086	+
GCF_009763165.1	73776	75328	+
GCF_009763165.1	254203	255754	+
GCF_009763165.1	259645	261197	+
GCF_009763165.1	365558	367109	+
GCF_009763165.1	2588152	2589703	-
GCF_009763165.1	3141578	3143130	-
GCF_009763165.1	3244714	3246265	+
GCF_009763165.1	3250349	3251901	+
GCF_009763165.1	3291054	3292605	+
GCF_009763165.1	222679	224231	-
GCF_009763405.1	3675	5226	+
GCF_009763405.1	198153	199704	+
GCF_009763405.1	203394	204946	+
GCF_009763405.1	309390	310942	+
GCF_009763405.1	2520125	2521676	-
GCF_009763405.1	3047218	3048769	-
GCF_009763405.1	3141793	3143345	+
GCF_009763405.1	3182416	3183968	+
GCF_009763405.1	3242336	3243888	+
GCF_009763405.1	3247760	3249311	+
GCF_009763405.1	3292399	3293951	+
GCF_009763405.1	718376	719928	-
GCF_009763425.1	313	1865	+
GCF_009763425.1	180514	182066	+
GCF_009763425.1	185956	187507	+
GCF_009763425.1	291725	293276	+
GCF_009763425.1	2520786	2522338	-
GCF_009763425.1	3044988	3046539	-
GCF_009763425.1	3128990	3130542	+
GCF_009763425.1	3169462	3171013	+
GCF_009763425.1	3229409	3230961	+
GCF_009763425.1	3234653	3236204	+
GCF_009763425.1	3279572	3281124	+
GCF_009763425.1	1389149	1390700	+
GCF_009763445.1	799623	801175	-
GCF_009763445.1	905308	906860	-
GCF_009763445.1	910706	912258	-
GCF_009763445.1	1091280	1092832	-
GCF_009763445.1	1096523	1098075	-
GCF_009763445.1	1141111	1142663	-
GCF_009763445.1	1146356	1147907	-
GCF_009763445.1	1206357	1207909	-
GCF_009763445.1	1247659	1249211	-
GCF_009763445.1	1331664	1333216	+
GCF_009763445.1	1872519	1874071	+
GCF_009763445.1	569806	571358	+
GCF_009763505.1	1090783	1092335	-
GCF_009763505.1	1644210	1645762	-
GCF_009763505.1	1747346	1748898	+
GCF_009763505.1	1752982	1754534	+
GCF_009763505.1	1793693	1795245	+
GCF_009763505.1	1853646	1855198	+
GCF_009763505.1	1898069	1899620	+
GCF_009763505.1	1903310	1904862	+
GCF_009763505.1	2083737	2085289	+
GCF_009763505.1	2089180	2090732	+
GCF_009763505.1	2195094	2196646	+
GCF_009763505.1	862115	863667	-
GCF_009763525.1	39329	40881	-
GCF_009763525.1	145243	146795	-
GCF_009763525.1	150686	152237	-
GCF_009763525.1	331112	332664	-
GCF_009763525.1	336354	337906	-
GCF_009763525.1	380777	382328	-
GCF_009763525.1	440730	442282	-
GCF_009763525.1	481441	482993	-
GCF_009763525.1	487077	488629	-
GCF_009763525.1	590213	591765	+
GCF_009763525.1	1143642	1145194	+
GCF_009763525.1	1639580	1641132	+
GCF_009763545.1	15938	17490	-
GCF_009763545.1	56585	58136	-
GCF_009763545.1	140557	142107	+
GCF_009763545.1	661573	663124	+
GCF_009763545.1	2870966	2872518	-
GCF_009763545.1	2977217	2978769	-
GCF_009763545.1	2982643	2984194	-
GCF_009763545.1	3177122	3178672	-
GCF_009763545.1	3182362	3183912	-
GCF_009763545.1	3226994	3228544	-
GCF_009763545.1	3232234	3233784	-
GCF_009763545.1	858317	859868	+
GCF_009763565.1	2324221	2325773	-
GCF_009763565.1	2434035	2435587	-
GCF_009763565.1	2439461	2441013	-
GCF_009763565.1	2619654	2621206	-
GCF_009763565.1	2624898	2626450	-
GCF_009763565.1	2669537	2671089	-
GCF_009763565.1	2674782	2676334	-
GCF_009763565.1	2734681	2736233	-
GCF_009763565.1	2775160	2776712	-
GCF_009763565.1	2859135	2860687	+
GCF_009763565.1	3411435	3412987	+
GCF_009763565.1	1154809	1156361	+
GCF_009763605.1	446152	447704	-
GCF_009763605.1	959539	961090	-
GCF_009763605.1	1043525	1045077	+
GCF_009763605.1	1084834	1086384	+
GCF_009763605.1	1144785	1146335	+
GCF_009763605.1	1189147	1190698	+
GCF_009763605.1	1194391	1195942	+
GCF_009763605.1	1374977	1376526	+
GCF_009763605.1	1380417	1381969	+
GCF_009763605.1	1493960	1495511	+
GCF_009763605.1	1339537	1341088	-
GCF_009763625.1	134384	135935	-
GCF_009763625.1	139627	141179	-
GCF_009763625.1	184232	185784	-
GCF_009763625.1	189476	191028	-
GCF_009763625.1	249407	250959	-
GCF_009763625.1	290704	292256	-
GCF_009763625.1	374717	376269	+
GCF_009763625.1	936162	937714	+
GCF_009763625.1	3214668	3216220	-
GCF_009763625.1	3323645	3325197	-
GCF_009763625.1	526823	528375	+
GCF_009763645.1	861475	863027	-
GCF_009763645.1	1431630	1433182	-
GCF_009763645.1	1534766	1536318	+
GCF_009763645.1	1540402	1541954	+
GCF_009763645.1	1581112	1582664	+
GCF_009763645.1	1641072	1642624	+
GCF_009763645.1	1685429	1686981	+
GCF_009763645.1	1690671	1692223	+
GCF_009763645.1	1870892	1872444	+
GCF_009763645.1	1876335	1877887	+
GCF_009763645.1	1982249	1983801	+
GCF_009763645.1	18029	19581	-
GCF_009764055.1	152199	153749	+
GCF_009764055.1	157622	159174	+
GCF_009764055.1	263407	264959	+
GCF_009764055.1	2586195	2587747	-
GCF_009764055.1	3207516	3209067	-
GCF_009764055.1	3291461	3293013	+
GCF_009764055.1	3332778	3334330	+
GCF_009764055.1	3439343	3440894	+
GCF_009764055.1	3483648	3485200	+
GCF_009764055.1	3488893	3490445	+
GCF_009764055.1	3494566	3496118	+
GCF_009764055.1	519108	520660	+
GCF_009764075.1	159745	161297	-
GCF_009764075.1	262882	264434	+
GCF_009764075.1	268518	270070	+
GCF_009764075.1	309217	310769	+
GCF_009764075.1	369171	370723	+
GCF_009764075.1	413510	415062	+
GCF_009764075.1	418752	420304	+
GCF_009764075.1	599179	600731	+
GCF_009764075.1	604622	606174	+
GCF_009764075.1	710536	712087	+
GCF_009764075.1	2917585	2919137	-
GCF_009764075.1	1019624	1021176	+
GCF_009883815.1	25967	27519	+
GCF_009883815.1	67305	68856	+
GCF_009883815.1	153543	155095	+
GCF_009883815.1	158788	160340	+
GCF_009883815.1	203628	205179	+
GCF_009883815.1	208888	210440	+
GCF_009883815.1	390345	391897	+
GCF_009883815.1	395787	397339	+
GCF_009883815.1	501332	502884	+
GCF_009883815.1	2688186	2689736	-
GCF_009883815.1	3263545	3265097	-
GCF_009883815.1	400366	401917	+
GCF_009883835.1	25967	27519	+
GCF_009883835.1	67307	68859	+
GCF_009883835.1	145811	147363	+
GCF_009883835.1	151058	152610	+
GCF_009883835.1	195898	197450	+
GCF_009883835.1	201159	202711	+
GCF_009883835.1	382622	384174	+
GCF_009883835.1	388064	389616	+
GCF_009883835.1	510924	512476	+
GCF_009883835.1	2787729	2789281	-
GCF_009883835.1	3346644	3348196	-
GCF_009883835.1	461150	462702	+
GCF_009883855.1	25967	27519	+
GCF_009883855.1	67307	68859	+
GCF_009883855.1	145841	147393	+
GCF_009883855.1	151088	152640	+
GCF_009883855.1	195928	197480	+
GCF_009883855.1	201189	202741	+
GCF_009883855.1	382652	384204	+
GCF_009883855.1	488152	489704	+
GCF_009883855.1	2721698	2723250	-
GCF_009883855.1	3256840	3258392	-
GCF_009883855.1	462949	464501	+
GCF_009883875.1	25904	27456	+
GCF_009883875.1	609117	610669	+
GCF_009883875.1	2959842	2961394	-
GCF_009883875.1	3074444	3075996	-
GCF_009883875.1	3079873	3081425	-
GCF_009883875.1	3260555	3262107	-
GCF_009883875.1	3265800	3267352	-
GCF_009883875.1	3310090	3311642	-
GCF_009883875.1	3370075	3371627	-
GCF_009883875.1	3411432	3412984	-
GCF_009883875.1	500390	501942	-
GCF_009883895.1	25953	27505	+
GCF_009883895.1	66984	68536	+
GCF_009883895.1	146143	147694	+
GCF_009883895.1	151385	152936	+
GCF_009883895.1	196129	197680	+
GCF_009883895.1	201373	202924	+
GCF_009883895.1	381710	383262	+
GCF_009883895.1	387152	388704	+
GCF_009883895.1	496888	498439	+
GCF_009883895.1	2877928	2879479	-
GCF_009883895.1	3411189	3412739	-
GCF_009883895.1	671204	672756	-
GCF_012274865.1	1376859	1378411	-
GCF_012274865.1	1903054	1904606	-
GCF_012274865.1	2002789	2004341	+
GCF_012274865.1	2043248	2044800	+
GCF_012274865.1	2103132	2104683	+
GCF_012274865.1	2108375	2109927	+
GCF_012274865.1	2153008	2154560	+
GCF_012274865.1	2158324	2159876	+
GCF_012274865.1	2352905	2354457	+
GCF_012274865.1	2458677	2460229	+
GCF_012274865.1	99208	100759	-
GCF_012274985.1	3311	4843	+
GCF_012274985.1	8717	10269	+
GCF_012274985.1	114770	116322	+
GCF_012274985.1	2424312	2425864	-
GCF_012274985.1	2935174	2936726	-
GCF_012274985.1	3048050	3049601	+
GCF_012274985.1	3089477	3091029	+
GCF_012274985.1	3149219	3150771	+
GCF_012274985.1	3154498	3156050	+
GCF_012274985.1	3200372	3201924	+
GCF_012274985.1	3205651	3207203	+
GCF_012274985.1	3386357	3387908	+
GCF_012274985.1	3391784	3393334	+
GCF_012274985.1	3399598	3401146	-
GCF_012274985.1	3404837	3406387	-
GCF_012274985.1	274618	276170	+
GCF_012275005.1	1163280	1164832	-
GCF_012275005.1	1272257	1273809	-
GCF_012275005.1	1277653	1279205	-
GCF_012275005.1	1458077	1459629	-
GCF_012275005.1	1463321	1464873	-
GCF_012275005.1	1507950	1509502	-
GCF_012275005.1	1513194	1514746	-
GCF_012275005.1	1573131	1574683	-
GCF_012275005.1	1614427	1615979	-
GCF_012275005.1	1698439	1699991	+
GCF_012275005.1	2259891	2261443	+
GCF_012275005.1	602475	604027	-
GCF_013393845.1	43382	44943	+
GCF_013393845.1	87672	89233	+
GCF_013393845.1	92915	94476	+
GCF_013393845.1	98586	100147	+
GCF_013393845.1	297141	298702	+
GCF_013393845.1	302573	304134	+
GCF_013393845.1	412305	413866	+
GCF_013393845.1	2759456	2761017	-
GCF_013393845.1	3336774	3338335	-
GCF_013393845.1	3420753	3422314	+
GCF_013393845.1	3462106	3463668	+
GCF_013393845.1	1377559	1379120	-
GCF_013393865.1	98600	100161	-
GCF_013393865.1	182629	184190	+
GCF_013393865.1	223935	225496	+
GCF_013393865.1	283928	285489	+
GCF_013393865.1	328310	329871	+
GCF_013393865.1	333555	335116	+
GCF_013393865.1	339257	340818	+
GCF_013393865.1	525224	526785	+
GCF_013393865.1	530650	532211	+
GCF_013393865.1	638086	639647	+
GCF_013393865.1	3136134	3137695	-
GCF_013393865.1	605398	606959	-
GCF_013393885.1	35415	36976	-
GCF_013393885.1	41118	42679	-
GCF_013393885.1	46363	47924	-
GCF_013393885.1	90678	92239	-
GCF_013393885.1	150646	152207	-
GCF_013393885.1	191865	193426	-
GCF_013393885.1	296699	298260	+
GCF_013393885.1	816247	817808	+
GCF_013393885.1	3069418	3070979	-
GCF_013393885.1	3175673	3177234	-
GCF_013393885.1	3181071	3182632	-
GCF_013393885.1	1755048	1756609	-
GCF_014217295.1	243092	244643	+
GCF_014217295.1	25952	27504	+
GCF_014217295.1	590073	591625	+
GCF_014217295.1	2971253	2972805	-
GCF_014217295.1	3077410	3078962	-
GCF_014217295.1	3082901	3084453	-
GCF_014217295.1	3088328	3089880	-
GCF_014217295.1	3282269	3283821	-
GCF_014217295.1	3287514	3289066	-
GCF_014217295.1	3333209	3334761	-
GCF_014217295.1	3393037	3394589	-
GCF_014217295.1	3434271	3435823	-
GCF_015779285.1	2271260	2272812	-
GCF_015779285.1	2849303	2850855	-
GCF_015779285.1	2933294	2934846	+
GCF_015779285.1	3014420	3015972	+
GCF_015779285.1	3074256	3075808	+
GCF_015779285.1	3079501	3081053	+
GCF_015779285.1	3124114	3125666	+
GCF_015779285.1	3129359	3130911	+
GCF_015779285.1	3315326	3316878	+
GCF_015779285.1	3320768	3322320	+
GCF_015779285.1	3490072	3491624	+
GCF_015779285.1	832115	833667	-
GCF_016132485.1	1	1451	+
GCF_016403045.1	119	1653	+
GCF_018135645.1	25971	27523	+
GCF_018135645.1	67289	68841	+
GCF_018135645.1	127246	128798	+
GCF_018135645.1	132492	134044	+
GCF_018135645.1	177128	178680	+
GCF_018135645.1	182374	183926	+
GCF_018135645.1	373876	375428	+
GCF_018135645.1	379304	380856	+
GCF_018135645.1	485206	486758	+
GCF_018135645.1	2726052	2727604	-
GCF_018135645.1	3270234	3271786	-
GCF_018135645.1	928954	930506	-
GCF_000196095.1	33631	35183	+
GCF_000196095.1	581624	583176	+
GCF_000196095.1	2779737	2781289	-
GCF_000196095.1	2885550	2887102	-
GCF_000196095.1	3066222	3067774	-
GCF_000196095.1	3071468	3073020	-
GCF_000196095.1	3131641	3133193	-
GCF_000196095.1	3136887	3138439	-
GCF_000196095.1	3196864	3198416	-
GCF_000196095.1	3238201	3239753	-
GCF_000196095.1	132913	134465	+
GCF_009649015.1	551886	553438	-
GCF_009649015.1	655023	656575	+
GCF_009649015.1	695728	697280	+
GCF_009649015.1	755676	757228	+
GCF_009649015.1	800039	801591	+
GCF_009649015.1	980468	982020	+
GCF_009649015.1	985911	987463	+
GCF_009649015.1	1091825	1093377	+
GCF_009649015.1	461975	463527	+
GCF_000328405.1	33614	35166	+
GCF_000328405.1	577971	579523	+
GCF_000328405.1	2745342	2746894	-
GCF_000328405.1	2851426	2852978	-
GCF_000328405.1	3064979	3066531	-
GCF_000328405.1	3070226	3071778	-
GCF_000328405.1	3114555	3116107	-
GCF_000328405.1	3119800	3121352	-
GCF_000328405.1	3179728	3181280	-
GCF_000328405.1	3221060	3222612	-
GCF_000328405.1	132908	134460	+
GCF_000430425.1	107895	109446	+
