assembly_accession	start	end	orientation
GCF_014899205.1	1475965	1477496	+
GCF_014899245.1	1481348	1482879	+
GCF_014899265.1	1474588	1476119	+
GCF_014899285.1	1481355	1482886	+
GCF_014899305.1	1478449	1479980	+
GCF_014899325.1	1473618	1475149	+
GCF_014899345.1	1478144	1479675	+
GCF_014899365.1	1477306	1478837	+
GCF_014899405.1	1474210	1475741	+
GCF_014899445.1	1479472	1481003	+
GCF_014899465.1	1480956	1482487	+
GCF_014899485.1	1477585	1479116	+
GCF_014899505.1	1476834	1478365	+
GCF_014899525.1	1471644	1473175	+
GCF_014899545.1	1474289	1475820	+
GCF_014899585.1	1474939	1476470	+
GCF_014899605.1	1478700	1480231	+
GCF_014899625.1	1475127	1476658	+
GCF_014899645.1	1475640	1477171	+
GCF_014899665.1	1471336	1472867	+
GCF_014899685.1	1476600	1478131	+
GCF_014899705.1	1479164	1480695	+
GCF_014899725.1	1476949	1478480	+
GCF_014899765.1	1476916	1478447	+
GCF_014899805.1	1477646	1479177	+
GCF_014899845.1	1475386	1476917	+
GCF_014899925.1	1475960	1477491	+
GCF_014899965.1	1479610	1481141	+
GCF_014899985.1	1478911	1480442	+
GCF_014900005.1	1479559	1481090	+
GCF_014900055.1	1476535	1478066	+
GCF_014900135.1	1477334	1478865	+
GCF_014900155.1	1477251	1478782	+
GCF_014900215.1	1477336	1478867	+
GCF_014900235.1	1477334	1478865	+
GCF_014900255.1	1477337	1478868	+
GCF_014900275.1	1477331	1478862	+
GCF_014900295.1	1477256	1478787	+
GCF_014900335.1	1472315	1473846	+
GCF_014900355.1	1477404	1478935	+
GCF_014900375.1	1476004	1477535	+
GCF_014900555.1	1478487	1480018	+
GCF_014900695.1	1478370	1479901	+
GCF_014900755.1	1477771	1479302	+
GCF_014900795.1	1470372	1471903	+
GCF_014900835.1	1472176	1473707	+
GCF_014900895.1	1486586	1488117	+
GCF_014901055.1	1474680	1476211	+
GCF_014901095.1	1479017	1480548	+
GCF_014901135.1	1478830	1480361	+
GCF_017164035.1	1471846	1473377	+
GCF_017164055.1	1471846	1473377	+
GCF_017901035.1	1471855	1473386	+
GCF_017901055.1	1471855	1473386	+
GCF_017901075.1	1471855	1473386	+
GCF_017901115.1	1471855	1473386	+
GCF_900520315.1	1485915	1487446	+
GCF_904810335.1	1479287	1480818	+
GCF_904810345.1	1479907	1481438	+
GCF_904810355.1	1480865	1482396	+
GCF_904810365.1	1479971	1481502	+
GCF_001274555.1	1471256	1472787	+
GCF_003703995.1	1544721	1546261	+
GCF_015482805.1	1471548	1473079	+
GCF_905183025.1	1474260	1475791	+
GCF_905183075.1	1473610	1475141	+
GCF_000008585.1	1471390	1472921	+
GCF_000195955.2	1471846	1473382	+
GCF_000277735.2	1471855	1473386	+
GCF_001941665.1	1491879	1493410	+
GCF_000016925.1	1475616	1477147	+
GCF_000153685.2	1476909	1478440	+
GCF_000009445.1	1498363	1499894	+
GCF_000967285.1	1471320	1472851	+
GCF_000016145.1	1473159	1474690	+
GCF_001938725.1	1473213	1474744	+
GCF_000162975.1	1472588	1474119	+
GCF_000010685.1	1471259	1472790	+
GCF_001580385.1	1471257	1472796	+
GCF_000253355.1	1474815	1476346	+
GCF_000350205.1	1470423	1471954	+
GCF_000163015.1	1472587	1474118	+
GCF_000162995.1	1472587	1474118	+
GCF_000224435.1	1472156	1473687	+
GCF_000234725.1	1468642	1470173	+
GCF_000184005.1	1468298	1469829	+
GCF_000184025.1	1469554	1471085	+
GCF_000184045.1	1469737	1471268	+
GCF_000746805.1	1471869	1473400	+
GCF_000751615.1	1471855	1473386	+
GCF_000263135.1	1471855	1473386	+
GCF_000751475.1	1471858	1473389	+
GCF_000220415.1	1442057	1443588	+
GCF_000220435.1	1453423	1454954	+
GCF_000220455.1	1443126	1444657	+
GCF_000572155.1	1473293	1474824	+
GCF_000304555.1	1474514	1476045	+
GCF_000331445.1	1476445	1477976	+
GCF_000442945.1	1471946	1473477	+
GCF_000442965.1	1473788	1475319	+
GCF_000443005.1	1473773	1475304	+
GCF_000442795.1	1471827	1473358	+
GCF_000422125.1	1470505	1472036	+
GCF_001997695.1	1471849	1473380	+
GCF_001998365.1	1471849	1473380	+
GCF_001998455.1	1471849	1473380	+
GCF_001998075.1	1471849	1473380	+
GCF_001998425.1	1471849	1473380	+
GCF_001998025.1	1471849	1473380	+
GCF_001998545.1	1471849	1473380	+
GCF_001997425.1	1471849	1473380	+
GCF_002000925.1	1471849	1473380	+
GCF_001998585.1	1471849	1473380	+
GCF_001998175.1	1471849	1473380	+
GCF_001997885.1	1471849	1473380	+
GCF_001998145.1	1471849	1473380	+
GCF_001998225.1	1471849	1473380	+
GCF_001997725.1	1471849	1473380	+
GCF_001997775.1	1471849	1473380	+
GCF_001998265.1	1471849	1473380	+
GCF_001997975.1	1471849	1473380	+
GCF_001997805.1	1471849	1473380	+
GCF_001997935.1	1471849	1473380	+
GCF_002000965.1	1471849	1473380	+
GCF_001998105.1	1471849	1473380	+
GCF_001998705.1	1471849	1473380	+
GCF_002000905.1	1471849	1473380	+
GCF_001998735.1	1471849	1473380	+
GCF_001998645.1	1471849	1473380	+
GCF_001998485.1	1471849	1473380	+
GCF_002000945.1	1471849	1473380	+
GCF_001997465.1	1471849	1473380	+
GCF_001997495.1	1471849	1473380	+
GCF_001997525.1	1471849	1473380	+
GCF_001997545.1	1471849	1473380	+
GCF_001997565.1	1471849	1473380	+
GCF_001997585.1	1471849	1473380	+
GCF_001997605.1	1471849	1473380	+
GCF_001997625.1	1471849	1473380	+
GCF_001997665.1	1471849	1473380	+
GCF_000417925.1	1471954	1473485	+
GCF_000443305.1	1471928	1473459	+
GCF_000443325.1	1475078	1476609	+
GCF_000443345.1	1473308	1474839	+
GCF_000443425.1	1470473	1472004	+
GCF_000443365.1	1472224	1473755	+
GCF_000443405.1	1471390	1472921	+
GCF_000443445.1	1475088	1476619	+
GCF_000443485.1	1473721	1475252	+
GCF_000443465.1	1473765	1475296	+
GCF_000443505.1	1471937	1473468	+
GCF_000443525.1	1473854	1475385	+
GCF_000443545.1	1473439	1474970	+
GCF_000443575.1	1471894	1473425	+
GCF_000443595.1	1471903	1473434	+
GCF_000443615.1	1474644	1476175	+
GCF_000443635.1	1473765	1475296	+
GCF_000443655.1	1473428	1474959	+
GCF_000443675.1	1471905	1473436	+
GCF_000443695.1	1473244	1474775	+
GCF_000443715.1	1467153	1468684	+
GCF_000443795.1	1471940	1473471	+
GCF_000443935.1	1473444	1474975	+
GCF_000443755.1	1471671	1473202	+
GCF_000443815.1	1471392	1472923	+
GCF_000443835.1	1474260	1475791	+
GCF_000443855.1	1474756	1476287	+
GCF_000443915.1	1472359	1473890	+
GCF_000443875.1	1471135	1472666	+
GCF_000443895.1	1471915	1473446	+
GCF_000445245.1	1473747	1475278	+
GCF_000445265.1	1471284	1472815	+
GCF_000445285.1	1473764	1475295	+
GCF_000445305.1	1466046	1467577	+
GCF_000445325.1	1474564	1476095	+
GCF_000445345.1	1473775	1475306	+
GCF_000445365.1	1473964	1475495	+
GCF_000445515.1	1473231	1474762	+
GCF_000445535.1	1473231	1474762	+
GCF_000445555.1	1473780	1475311	+
GCF_000445575.1	1473673	1475204	+
GCF_000445595.1	1471913	1473444	+
GCF_000445615.1	1471834	1473365	+
GCF_000445635.1	1473791	1475322	+
GCF_000445655.1	1471961	1473492	+
GCF_000445675.1	1473562	1475093	+
GCF_000445695.1	1473272	1474803	+
GCF_000445715.1	1473265	1474796	+
GCF_000445735.1	1473747	1475278	+
GCF_000445755.1	1473498	1475029	+
GCF_000445775.1	1470440	1471971	+
GCF_000445795.1	1466685	1468216	+
GCF_000445815.1	1471894	1473425	+
GCF_000445835.1	1473741	1475272	+
GCF_000445855.1	1474240	1475771	+
GCF_000445875.1	1472968	1474499	+
GCF_000445895.1	1470230	1471761	+
GCF_000445915.1	1474925	1476456	+
GCF_000445975.1	1473763	1475294	+
GCF_000445935.1	1471867	1473398	+
GCF_000445955.1	1468044	1469575	+
GCF_904810325.1	1478507	1480038	+
GCF_000827085.1	1471854	1473385	+
GCF_000828995.1	1475223	1476754	+
