assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002796465.1	PRJNA224116	SAMN08027680			na		492670	492670	Bacillus velezensis	strain=CN026		latest	Complete Genome	Major	Full	2017/11/27	ASM279646v1	Universite catholique de Louvain	GCA_002796465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/796/465/GCF_002796465.1_ASM279646v1	./data/refseq/bacteria/GCF_002796465.1/GCF_002796465.1_ASM279646v1_assembly_stats.txt
GCF_002844125.1	PRJNA224116	SAMN08158236			na		492670	492670	Bacillus velezensis	strain=Lzh-a42		latest	Complete Genome	Major	Full	2017/12/18	ASM284412v1	Dezhou University	GCA_002844125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/125/GCF_002844125.1_ASM284412v1	./data/refseq/bacteria/GCF_002844125.1/GCF_002844125.1_ASM284412v1_assembly_stats.txt
GCF_002845365.1	PRJNA224116	SAMN08166440			na		492670	492670	Bacillus velezensis	strain=CMT-6		latest	Complete Genome	Major	Full	2017/12/20	ASM284536v1	Guangdong Ocean University	GCA_002845365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/845/365/GCF_002845365.1_ASM284536v1	./data/refseq/bacteria/GCF_002845365.1/GCF_002845365.1_ASM284536v1_assembly_stats.txt
GCF_002850475.1	PRJNA224116	SAMN06670433			na		492670	492670	Bacillus velezensis	strain=GFP-2		latest	Complete Genome	Major	Full	2018/01/03	ASM285047v1	Zhejiang University	GCA_002850475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/475/GCF_002850475.1_ASM285047v1	./data/refseq/bacteria/GCF_002850475.1/GCF_002850475.1_ASM285047v1_assembly_stats.txt
GCF_002893845.1	PRJNA224116	SAMN08275094			na		492670	492670	Bacillus velezensis	strain=10075		latest	Complete Genome	Major	Full	2018/01/21	ASM289384v1	GuiZhou University	GCA_002893845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/893/845/GCF_002893845.1_ASM289384v1	./data/refseq/bacteria/GCF_002893845.1/GCF_002893845.1_ASM289384v1_assembly_stats.txt
GCF_002944585.1	PRJNA224116	SAMN08427082			na		492670	492670	Bacillus velezensis	strain=DKU_NT_04		latest	Complete Genome	Major	Full	2018/02/12	ASM294458v1	Dankook University	GCA_002944585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/944/585/GCF_002944585.1_ASM294458v1	./data/refseq/bacteria/GCF_002944585.1/GCF_002944585.1_ASM294458v1_assembly_stats.txt
GCF_002993245.1	PRJNA224116	SAMN08629898			na		492670	492670	Bacillus velezensis	strain=VCC-2003		latest	Chromosome	Major	Full	2018/03/11	ASM299324v1	Faculty of Veterinary Medicine, Adnan Menderes University	GCA_002993245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/993/245/GCF_002993245.1_ASM299324v1	./data/refseq/bacteria/GCF_002993245.1/GCF_002993245.1_ASM299324v1_assembly_stats.txt
GCF_003045165.1	PRJNA224116	SAMN08826799			na		492670	492670	Bacillus velezensis	strain=DR-08		latest	Complete Genome	Major	Full	2018/04/09	ASM304516v1	Chonnam National University	GCA_003045165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/045/165/GCF_003045165.1_ASM304516v1	./data/refseq/bacteria/GCF_003045165.1/GCF_003045165.1_ASM304516v1_assembly_stats.txt
GCF_003047005.1	PRJNA224116	SAMN08826801			na		492670	492670	Bacillus velezensis	strain=J7-1		latest	Complete Genome	Major	Full	2018/04/10	ASM304700v1	Chonnam National University	GCA_003047005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/005/GCF_003047005.1_ASM304700v1	./data/refseq/bacteria/GCF_003047005.1/GCF_003047005.1_ASM304700v1_assembly_stats.txt
GCF_003047025.1	PRJNA224116	SAMN08826800			na		492670	492670	Bacillus velezensis	strain=8-2		latest	Complete Genome	Major	Full	2018/04/10	ASM304702v1	Chonnam National University	GCA_003047025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/025/GCF_003047025.1_ASM304702v1	./data/refseq/bacteria/GCF_003047025.1/GCF_003047025.1_ASM304702v1_assembly_stats.txt
GCF_003047045.1	PRJNA224116	SAMN08826802			na		492670	492670	Bacillus velezensis	strain=131-4		latest	Complete Genome	Major	Full	2018/04/10	ASM304704v1	Chonnam National University	GCA_003047045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/045/GCF_003047045.1_ASM304704v1	./data/refseq/bacteria/GCF_003047045.1/GCF_003047045.1_ASM304704v1_assembly_stats.txt
GCF_003071465.1	PRJNA224116	SAMN06759344			na		492670	492670	Bacillus velezensis	strain=GYL4		latest	Complete Genome	Major	Full	2018/04/25	ASM307146v1	Korea University	GCA_003071465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/465/GCF_003071465.1_ASM307146v1	./data/refseq/bacteria/GCF_003071465.1/GCF_003071465.1_ASM307146v1_assembly_stats.txt
GCF_003073455.1	PRJNA224116	SAMN08971201			na		492670	492670	Bacillus velezensis	strain=LDO2		latest	Complete Genome	Major	Full	2018/04/30	ASM307345v1	HeNan University of Technology	GCA_003073455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/455/GCF_003073455.1_ASM307345v1	./data/refseq/bacteria/GCF_003073455.1/GCF_003073455.1_ASM307345v1_assembly_stats.txt
GCF_003076535.1	PRJNA224116	SAMN07622372			na		492670	492670	Bacillus velezensis	strain=BS-37		latest	Complete Genome	Major	Full	2018/05/01	ASM307653v1	Nanjing Tech University	GCA_003076535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/076/535/GCF_003076535.1_ASM307653v1	./data/refseq/bacteria/GCF_003076535.1/GCF_003076535.1_ASM307653v1_assembly_stats.txt
GCF_003150855.1	PRJNA224116	SAMN09212893			na		492670	492670	Bacillus velezensis	strain=Hx05		latest	Complete Genome	Major	Full	2018/09/19	ASM315085v2	Chinese academy of tropical agricultral sciences	GCA_003150855.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/150/855/GCF_003150855.1_ASM315085v2	./data/refseq/bacteria/GCF_003150855.1/GCF_003150855.1_ASM315085v2_assembly_stats.txt
GCF_003184945.1	PRJNA224116	SAMN08222737			na		492670	492670	Bacillus velezensis	strain=SGAir0473		latest	Chromosome	Major	Full	2018/06/04	ASM318494v1	Nanyang Technological University	GCA_003184945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/945/GCF_003184945.1_ASM318494v1	./data/refseq/bacteria/GCF_003184945.1/GCF_003184945.1_ASM318494v1_assembly_stats.txt
GCF_003265265.1	PRJNA224116	SAMN08803959			na		492670	492670	Bacillus velezensis	strain=W1		latest	Complete Genome	Major	Full	2018/06/26	ASM326526v1	Yunnan Agricultural University	GCA_003265265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/265/GCF_003265265.1_ASM326526v1	./data/refseq/bacteria/GCF_003265265.1/GCF_003265265.1_ASM326526v1_assembly_stats.txt
GCF_003285085.1	PRJNA224116	SAMN09354865			na		492670	492670	Bacillus velezensis	strain=DSYZ		latest	Complete Genome	Major	Full	2018/07/01	ASM328508v1	Shandong Agricultural University	GCA_003285085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/085/GCF_003285085.1_ASM328508v1	./data/refseq/bacteria/GCF_003285085.1/GCF_003285085.1_ASM328508v1_assembly_stats.txt
GCF_003390415.1	PRJNA224116	SAMN09759669			na		492670	492670	Bacillus velezensis	strain=B-4		latest	Complete Genome	Major	Full	2018/08/15	ASM339041v1	Hunan Agricultural Biotechnology Research Institute	GCA_003390415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/390/415/GCF_003390415.1_ASM339041v1	./data/refseq/bacteria/GCF_003390415.1/GCF_003390415.1_ASM339041v1_assembly_stats.txt
GCF_003431885.1	PRJNA224116	SAMN04419262			na	assembly from synonym type material	492670	492670	Bacillus velezensis	strain=CBMB205		latest	Complete Genome	Major	Full	2016/05/19	ASM343188v1	Chungbuk National University	GCA_003431885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/885/GCF_003431885.1_ASM343188v1	./data/refseq/bacteria/GCF_003431885.1/GCF_003431885.1_ASM343188v1_assembly_stats.txt
GCF_003432425.1	PRJNA224116	SAMN07572603			na		492670	492670	Bacillus velezensis	strain=K26		latest	Complete Genome	Major	Full	2018/08/30	ASM343242v1	Korea Food Research Institute	GCA_003432425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/432/425/GCF_003432425.1_ASM343242v1	./data/refseq/bacteria/GCF_003432425.1/GCF_003432425.1_ASM343242v1_assembly_stats.txt
GCF_003441635.1	PRJNA224116	SAMN09856379			na		492670	492670	Bacillus velezensis	strain=OSY-GA1		latest	Chromosome	Major	Full	2018/09/02	ASM344163v1	The Ohio State University	GCA_003441635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/441/635/GCF_003441635.1_ASM344163v1	./data/refseq/bacteria/GCF_003441635.1/GCF_003441635.1_ASM344163v1_assembly_stats.txt
GCF_003546955.1	PRJNA224116	SAMN09951221			na		492670	492670	Bacillus velezensis	strain=BIM B-439D		latest	Complete Genome	Major	Full	2018/09/12	ASM354695v1	Institute of Microbiology, Belarus National Academy of Sciences	GCA_003546955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/955/GCF_003546955.1_ASM354695v1	./data/refseq/bacteria/GCF_003546955.1/GCF_003546955.1_ASM354695v1_assembly_stats.txt
GCF_003555525.1	PRJNA224116	SAMN09988106			na		492670	492670	Bacillus velezensis	strain=ZF2		latest	Complete Genome	Major	Full	2018/09/13	ASM355552v1	Chinese Academy of Agricultural Sciences	GCA_003555525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/555/525/GCF_003555525.1_ASM355552v1	./data/refseq/bacteria/GCF_003555525.1/GCF_003555525.1_ASM355552v1_assembly_stats.txt
GCF_003573875.1	PRJNA224116	SAMD00094859			na		492670	492670	Bacillus velezensis	strain=S141		latest	Complete Genome	Major	Full	2017/10/26	ASM357387v1	School of Biotechnology, Institute of Agricultural Technology, Suranaree University of Technology	GCA_003573875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/573/875/GCF_003573875.1_ASM357387v1	./data/refseq/bacteria/GCF_003573875.1/GCF_003573875.1_ASM357387v1_assembly_stats.txt
GCF_003612755.1	PRJNA224116	SAMN10080444			na		492670	492670	Bacillus velezensis	strain=JT3-1		latest	Complete Genome	Major	Full	2018/10/04	ASM361275v1	Lanzhou Veterinary Research Institute	GCA_003612755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/755/GCF_003612755.1_ASM361275v1	./data/refseq/bacteria/GCF_003612755.1/GCF_003612755.1_ASM361275v1_assembly_stats.txt
GCF_003667745.1	PRJNA224116	SAMN10146799			na		492670	492670	Bacillus velezensis	strain=Bac57		latest	Complete Genome	Major	Full	2018/10/21	ASM366774v1	King Abdullah University of Science and Technology	GCA_003667745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/745/GCF_003667745.1_ASM366774v1	./data/refseq/bacteria/GCF_003667745.1/GCF_003667745.1_ASM366774v1_assembly_stats.txt
GCF_003721475.1	PRJNA224116	SAMN10358642			na		492670	492670	Bacillus velezensis	strain=NY12-2		latest	Complete Genome	Major	Full	2018/11/12	ASM372147v1	Rural Development Administration	GCA_003721475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/721/475/GCF_003721475.1_ASM372147v1	./data/refseq/bacteria/GCF_003721475.1/GCF_003721475.1_ASM372147v1_assembly_stats.txt
GCF_003855275.1	PRJNA224116	SAMN10426402			na		492670	492670	Bacillus velezensis	strain=BCSo1		latest	Complete Genome	Major	Full	2018/12/02	ASM385527v1	Ankara University Faculty of Veterinary Medicine	GCA_003855275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/275/GCF_003855275.1_ASM385527v1	./data/refseq/bacteria/GCF_003855275.1/GCF_003855275.1_ASM385527v1_assembly_stats.txt
GCF_003860445.1	PRJNA224116	SAMN09475269			na		492670	492670	Bacillus velezensis	strain=MH25		latest	Complete Genome	Major	Full	2018/12/04	ASM386044v1	Shandong Agricultural University	GCA_003860445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/445/GCF_003860445.1_ASM386044v1	./data/refseq/bacteria/GCF_003860445.1/GCF_003860445.1_ASM386044v1_assembly_stats.txt
GCF_004101805.1	PRJNA224116	SAMN10268423			na		492670	492670	Bacillus velezensis	strain=83		latest	Complete Genome	Major	Full	2019/01/22	ASM410180v1	Instituto de Biotecnologia UNAM	GCA_004101805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/805/GCF_004101805.1_ASM410180v1	./data/refseq/bacteria/GCF_004101805.1/GCF_004101805.1_ASM410180v1_assembly_stats.txt
