assembly_accession	start	end	orientation
GCF_013819325.1	231932	233483	+
GCF_013819325.1	272283	273834	+
GCF_013819325.1	938807	940360	+
GCF_013819325.1	1219400	1220951	+
GCF_013819325.1	4194628	4196181	-
GCF_013819325.1	4565633	4567184	-
GCF_013819325.1	4670352	4671905	-
GCF_013819565.1	226070	227623	+
GCF_013819565.1	266365	267918	+
GCF_013819565.1	912971	914524	+
GCF_013819565.1	1145489	1147042	+
GCF_013819565.1	4056768	4058321	-
GCF_013819565.1	4419609	4421162	-
GCF_013819565.1	4523995	4525548	-
GCF_013820225.1	2273747	2275300	-
GCF_013820225.1	2636589	2638142	-
GCF_013820225.1	2740975	2742528	-
GCF_013820225.1	3015058	3016611	+
GCF_013820225.1	3055353	3056906	+
GCF_013820225.1	3701935	3703488	+
GCF_013820225.1	3934358	3935911	+
GCF_013820465.1	2273747	2275300	-
GCF_013820465.1	2636589	2638142	-
GCF_013820465.1	2740975	2742528	-
GCF_013820465.1	3015058	3016611	+
GCF_013820465.1	3055353	3056906	+
GCF_013820465.1	3701935	3703488	+
GCF_013820465.1	3934358	3935911	+
GCF_013820845.1	233550	235101	+
GCF_013820845.1	273895	275446	+
GCF_013820845.1	945246	946797	+
GCF_013820845.1	1226566	1228117	+
GCF_013820845.1	4161990	4163541	-
GCF_013820845.1	4533771	4535322	-
GCF_013820845.1	4638485	4640036	-
GCF_013821535.1	2243232	2244783	-
GCF_013821535.1	2611956	2613507	-
GCF_013821535.1	2714892	2716443	-
GCF_013821535.1	2989681	2991232	+
GCF_013821535.1	3030054	3031605	+
GCF_013821535.1	3686388	3687939	+
GCF_013821535.1	3919166	3920717	+
GCF_013822105.1	2319172	2320723	-
GCF_013822105.1	2688057	2689608	-
GCF_013822105.1	2801523	2803074	-
GCF_013822105.1	3069164	3070715	+
GCF_013822105.1	3109627	3111178	+
GCF_013822105.1	3738355	3739906	+
GCF_013822105.1	4040607	4042158	+
GCF_013825725.1	2319136	2320687	-
GCF_013825725.1	2684212	2685763	-
GCF_013825725.1	2807915	2809468	-
GCF_013825725.1	3093240	3094793	+
GCF_013825725.1	3133415	3134968	+
GCF_013825725.1	3757415	3758966	+
GCF_013825725.1	3980624	3982177	+
GCF_013829265.1	2385725	2387276	-
GCF_013829265.1	2764086	2765637	-
GCF_013829265.1	2888138	2889689	-
GCF_013829265.1	3166592	3168143	+
GCF_013829265.1	3207090	3208641	+
GCF_013829265.1	3832278	3833829	+
GCF_013829265.1	4083542	4085093	+
GCF_013834165.1	92776	94327	+
GCF_013834165.1	133148	134699	+
GCF_013834165.1	789341	790892	+
GCF_013834165.1	1021511	1023062	+
GCF_013834165.1	3854305	3855856	-
GCF_013834165.1	4223029	4224580	-
GCF_013834165.1	4325960	4327511	-
GCF_013834525.1	2330785	2332336	-
GCF_013834525.1	2714304	2715857	-
GCF_013834525.1	2817127	2818678	-
GCF_013834525.1	3114021	3115574	+
GCF_013834525.1	3154320	3155871	+
GCF_013834525.1	3796994	3798547	+
GCF_013834525.1	4030593	4032146	+
GCF_013836325.1	253911	255462	+
GCF_013836325.1	294089	295640	+
GCF_013836325.1	960006	961559	+
GCF_013836325.1	1186475	1188026	+
GCF_013836325.1	4020977	4022530	-
GCF_013836325.1	4390231	4391784	-
GCF_013836325.1	4512955	4514506	-
GCF_013838265.1	223470	225021	+
GCF_013838265.1	263644	265195	+
GCF_013838265.1	899298	900849	+
GCF_013838265.1	1136242	1137795	+
GCF_013838265.1	3930283	3931836	-
GCF_013838265.1	4295590	4297143	-
GCF_013838265.1	4398281	4399834	-
GCF_013838465.1	223470	225021	+
GCF_013838465.1	263644	265195	+
GCF_013838465.1	899298	900849	+
GCF_013838465.1	1136242	1137795	+
GCF_013838465.1	3930283	3931836	-
GCF_013838465.1	4295590	4297143	-
GCF_013838465.1	4398281	4399834	-
GCF_013886195.1	215265	216816	+
GCF_013886195.1	255564	257115	+
GCF_013886195.1	911981	913532	+
GCF_013886195.1	1139748	1141299	+
GCF_013886195.1	3997073	3998624	-
GCF_013886195.1	4374218	4375769	-
GCF_013886195.1	4485828	4487379	-
GCF_013886335.1	215265	216816	+
GCF_013886335.1	255564	257115	+
GCF_013886335.1	911981	913532	+
GCF_013886335.1	1139748	1141299	+
GCF_013886335.1	3997072	3998623	-
GCF_013886335.1	4374217	4375768	-
GCF_013886335.1	4485827	4487378	-
GCF_013892435.1	2348503	2350054	-
GCF_013892435.1	2717421	2718972	-
GCF_013892435.1	2830887	2832438	-
GCF_013892435.1	3109774	3111325	+
GCF_013892435.1	3150237	3151788	+
GCF_013892435.1	3778969	3780520	+
GCF_013892435.1	4042034	4043585	+
GCF_013893835.1	2254501	2256052	-
GCF_013893835.1	2638103	2639656	-
GCF_013893835.1	2740926	2742477	-
GCF_013893835.1	3022700	3024253	+
GCF_013893835.1	3062995	3064546	+
GCF_013893835.1	3705909	3707462	+
GCF_013893835.1	3981209	3982760	+
GCF_013894595.1	2311864	2313417	-
GCF_013894595.1	2687514	2689067	-
GCF_013894595.1	2791855	2793406	-
GCF_013894595.1	3065875	3067426	+
GCF_013894595.1	3106174	3107727	+
GCF_013894595.1	3779116	3780669	+
GCF_013894595.1	4013676	4015229	+
GCF_013899685.1	102527	104078	+
GCF_013899685.1	142873	144424	+
GCF_013899685.1	804853	806404	+
GCF_013899685.1	1053135	1054686	+
GCF_013899685.1	3892464	3894015	-
GCF_013899685.1	4266962	4268513	-
GCF_013899685.1	4387690	4389241	-
GCF_013899845.1	102527	104078	+
GCF_013899845.1	142873	144424	+
GCF_013899845.1	804853	806404	+
GCF_013899845.1	1053135	1054686	+
GCF_013899845.1	3892650	3894201	-
GCF_013899845.1	4267148	4268699	-
GCF_013899845.1	4387876	4389427	-
GCF_013923185.1	92439	93990	+
GCF_013923185.1	132603	134156	+
GCF_013923185.1	800045	801596	+
GCF_013923185.1	1049691	1051242	+
GCF_013923185.1	4011328	4012879	-
GCF_013923185.1	4376406	4377957	-
GCF_013923185.1	4515638	4517189	-
GCF_013928365.1	381819	383372	-
GCF_013928365.1	484642	486193	-
GCF_013928365.1	766416	767969	+
GCF_013928365.1	806711	808262	+
GCF_013928365.1	1449625	1451178	+
GCF_013928365.1	1724925	1726476	+
GCF_016128235.1	601817	603358	-
GCF_016128235.1	974320	975861	-
GCF_016128235.1	1102984	1104525	-
GCF_016128235.1	1384493	1386034	+
GCF_016128235.1	1424798	1426339	+
GCF_016128235.1	2097358	2098899	+
GCF_016128235.1	2334002	2335543	+
