assembly_accession	start	end	orientation
GCF_014068615.1	9311	10822	+
GCF_014068615.1	47985	49496	+
GCF_014068615.1	54543	56054	+
GCF_014068615.1	62407	63918	+
GCF_014068615.1	69412	70923	+
GCF_014068615.1	75693	77204	+
GCF_014068615.1	490740	492251	+
GCF_014068615.1	3774435	3775946	-
GCF_014068615.1	3779658	3781169	-
GCF_016071375.1	9218	10730	+
GCF_016071375.1	33545	35057	+
GCF_016071375.1	44586	46098	+
GCF_016071375.1	56841	58353	+
GCF_016071375.1	63826	65338	+
GCF_016071375.1	413485	414997	+
GCF_016071375.1	476895	478407	+
GCF_016071375.1	493144	494656	+
GCF_016071375.1	595281	596793	+
GCF_016071375.1	2137375	2138887	-
GCF_016071375.1	2143023	2144535	-
GCF_016798345.1	9275	10786	+
GCF_016798345.1	48461	49972	+
GCF_016798345.1	56406	57917	+
GCF_016798345.1	62688	64199	+
GCF_016798345.1	447341	448852	+
GCF_016798345.1	3677713	3679224	-
GCF_016798345.1	3682936	3684447	-
GCF_016838665.1	9262	10773	+
GCF_016838665.1	41484	42995	+
GCF_016838665.1	48083	49594	+
GCF_016838665.1	56768	58279	+
GCF_016838665.1	63825	65336	+
GCF_016838665.1	70160	71671	+
GCF_016838665.1	487945	489456	+
GCF_016838665.1	3955748	3957259	-
GCF_016838665.1	3960964	3962475	-
GCF_000063585.1	9260	10771	+
GCF_000063585.1	48446	49957	+
GCF_000063585.1	55074	56585	+
GCF_000063585.1	63172	64683	+
GCF_000063585.1	70231	71742	+
GCF_000063585.1	76512	78023	+
GCF_000063585.1	489031	490542	+
GCF_000063585.1	3749521	3751032	-
GCF_000063585.1	3754745	3756256	-
GCF_000017025.1	9275	10786	+
GCF_000017025.1	48461	49972	+
GCF_000017025.1	55089	56600	+
GCF_000017025.1	63033	64544	+
GCF_000017025.1	69315	70826	+
GCF_000017025.1	453968	455479	+
GCF_000017025.1	3725510	3727021	-
GCF_000017025.1	3730734	3732245	-
GCF_000017045.1	9275	10786	+
GCF_000017045.1	48461	49972	+
GCF_000017045.1	55089	56600	+
GCF_000017045.1	63034	64545	+
GCF_000017045.1	69316	70827	+
GCF_000017045.1	474356	475867	+
GCF_000017045.1	3622619	3624130	-
GCF_000017045.1	3627844	3629355	-
GCF_000017065.1	9246	10757	+
GCF_000017065.1	43803	45314	+
GCF_000017065.1	50321	51832	+
GCF_000017065.1	58121	59632	+
GCF_000017065.1	65126	66637	+
GCF_000017065.1	71340	72851	+
GCF_000017065.1	500137	501648	+
GCF_000017065.1	3852313	3853824	-
GCF_000017065.1	3857534	3859045	-
GCF_000019305.1	9364	10875	+
GCF_000019305.1	48537	50048	+
GCF_000019305.1	55144	56655	+
GCF_000019305.1	63065	64576	+
GCF_000019305.1	70007	71518	+
GCF_000019305.1	76289	77800	+
GCF_000019305.1	520524	522035	+
GCF_000019305.1	3820518	3822029	-
GCF_000019305.1	3825742	3827253	-
GCF_000019545.1	9251	10762	+
GCF_000019545.1	42652	44163	+
GCF_000019545.1	49191	50702	+
GCF_000019545.1	57068	58579	+
GCF_000019545.1	64072	65583	+
GCF_000019545.1	70352	71863	+
GCF_000019545.1	503180	504691	+
GCF_000019545.1	3850114	3851625	-
GCF_000019545.1	3855328	3856839	-
GCF_000020285.1	9563	11076	+
GCF_000020285.1	202401	203914	+
GCF_000020285.1	429371	430884	+
GCF_000020285.1	3406390	3407903	-
GCF_000020285.1	3423258	3424771	-
GCF_000020285.1	3541643	3543156	-
GCF_000020285.1	3547536	3549049	-
GCF_000020285.1	3554258	3555771	-
GCF_000020285.1	3560151	3561664	-
GCF_000020285.1	3566103	3567616	-
GCF_000020285.1	3579828	3581341	-
GCF_000020345.1	9395	10906	+
GCF_000020345.1	42436	43947	+
GCF_000020345.1	49028	50539	+
GCF_000020345.1	57020	58531	+
GCF_000020345.1	64078	65589	+
GCF_000020345.1	70414	71925	+
GCF_000020345.1	491326	492837	+
GCF_000020345.1	3840200	3841711	-
GCF_000020345.1	3845423	3846934	-
GCF_000022765.1	9447	10958	+
GCF_000022765.1	42860	44371	+
GCF_000022765.1	49416	50927	+
GCF_000022765.1	57280	58791	+
GCF_000022765.1	64290	65801	+
GCF_000022765.1	70570	72081	+
GCF_000022765.1	528148	529659	+
GCF_000022765.1	4017445	4018956	-
GCF_000022765.1	4022669	4024180	-
GCF_000204565.1	180180	181692	+
GCF_000204565.1	2034223	2035731	-
GCF_000204565.1	2153797	2155305	-
GCF_000204565.1	2172816	2174328	-
GCF_000204565.1	2287123	2288635	-
GCF_000204565.1	2701084	2702596	-
GCF_000204565.1	2708303	2709811	-
GCF_000204565.1	2724689	2726200	-
GCF_000204565.1	2735920	2737432	-
GCF_000204565.1	2762179	2763691	-
GCF_000020165.1	9612	11125	+
GCF_000020165.1	200564	202077	+
GCF_000020165.1	434319	435832	+
GCF_000020165.1	3592024	3593537	-
GCF_000020165.1	3609072	3610585	-
GCF_000020165.1	3684458	3685971	-
GCF_000020165.1	3690158	3691671	-
GCF_000020165.1	3696924	3698437	-
GCF_000020165.1	3703068	3704581	-
GCF_000020165.1	3709078	3710591	-
GCF_000020165.1	3722438	3723951	-
GCF_000307125.1	9438	10951	+
GCF_000307125.1	200390	201903	+
GCF_000307125.1	434627	436140	+
GCF_000307125.1	3591727	3593240	-
GCF_000307125.1	3608775	3610288	-
GCF_000307125.1	3684161	3685674	-
GCF_000307125.1	3690171	3691684	-
GCF_000307125.1	3703531	3705044	-
GCF_000253195.1	9239	10750	+
GCF_000253195.1	42638	44149	+
GCF_000253195.1	49176	50687	+
GCF_000253195.1	57037	58548	+
GCF_000253195.1	64043	65554	+
GCF_000253195.1	70325	71836	+
GCF_000253195.1	517351	518862	+
GCF_000253195.1	3781457	3782968	-
GCF_000253195.1	3786683	3788194	-
GCF_000816965.1	2608706	2610217	-
GCF_000816965.1	2617963	2619474	-
GCF_000816965.1	2763223	2764734	+
GCF_000816965.1	2796660	2798171	+
GCF_000816965.1	3217318	3218830	+
GCF_000789355.1	2390731	2392244	-
GCF_000789355.1	2407615	2409128	-
GCF_000789355.1	2480923	2482435	-
GCF_000789355.1	2486919	2488432	-
GCF_000789355.1	2493744	2495257	-
GCF_000789355.1	2499957	2501470	-
GCF_000789355.1	2513522	2515035	-
GCF_000789355.1	2605265	2606778	+
GCF_000789355.1	2781616	2783130	+
GCF_000789355.1	3019034	3020547	+
