assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_009740185.1	PRJNA224116	SAMN13482974			na		316	316	Pseudomonas stutzeri	strain=XL272		latest	Complete Genome	Major	Full	2019/12/11	ASM974018v1	Nanjing Agricultural University	GCA_009740185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/185/GCF_009740185.1_ASM974018v1	./data/refseq/bacteria/GCF_009740185.1/GCF_009740185.1_ASM974018v1_assembly_stats.txt
GCF_009789555.1	PRJNA224116	SAMN13555502			na		316	316	Pseudomonas stutzeri	strain=PM101005		latest	Complete Genome	Major	Full	2019/12/22	ASM978955v1	Korea Research Institute of Bioscience and Biotechnology	GCA_009789555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/789/555/GCF_009789555.1_ASM978955v1	./data/refseq/bacteria/GCF_009789555.1/GCF_009789555.1_ASM978955v1_assembly_stats.txt
GCF_015291885.1	PRJNA224116	SAMN10961665			na	assembly from synonym type material	316	316	Pseudomonas stutzeri	strain=ATCC 14405		latest	Complete Genome	Major	Full	2020/11/09	ASM1529188v1	Max Planck Institute for Biophysik	GCA_015291885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/885/GCF_015291885.1_ASM1529188v1	./data/refseq/bacteria/GCF_015291885.1/GCF_015291885.1_ASM1529188v1_assembly_stats.txt
GCF_015680045.1	PRJNA224116	SAMN16439930			na		316	316	Pseudomonas stutzeri	strain=ZDHY95		latest	Complete Genome	Major	Full	2020/11/24	ASM1568004v1	The First Affiliated Hospital of Zhengzhou University	GCA_015680045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/680/045/GCF_015680045.1_ASM1568004v1	./data/refseq/bacteria/GCF_015680045.1/GCF_015680045.1_ASM1568004v1_assembly_stats.txt
GCF_016028515.1	PRJNA224116	SAMN13450407			na		316	316	Pseudomonas stutzeri	strain=FDAARGOS_877		latest	Complete Genome	Major	Full	2020/12/14	ASM1602851v1	US Food and Drug Administration	GCA_016028515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/515/GCF_016028515.1_ASM1602851v1	./data/refseq/bacteria/GCF_016028515.1/GCF_016028515.1_ASM1602851v1_assembly_stats.txt
GCF_016028635.1	PRJNA224116	SAMN13450406			na		316	316	Pseudomonas stutzeri	strain=FDAARGOS_876		latest	Complete Genome	Major	Full	2020/12/14	ASM1602863v1	US Food and Drug Administration	GCA_016028635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/635/GCF_016028635.1_ASM1602863v1	./data/refseq/bacteria/GCF_016028635.1/GCF_016028635.1_ASM1602863v1_assembly_stats.txt
GCF_016028655.1	PRJNA224116	SAMN13450405			na	assembly from type material	316	316	Pseudomonas stutzeri	strain=FDAARGOS_875		latest	Complete Genome	Major	Full	2020/12/14	ASM1602865v1	US Food and Drug Administration	GCA_016028655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/655/GCF_016028655.1_ASM1602865v1	./data/refseq/bacteria/GCF_016028655.1/GCF_016028655.1_ASM1602865v1_assembly_stats.txt
GCF_016127795.1	PRJNA224116	SAMN16357234			na		316	316	Pseudomonas stutzeri	strain=FDAARGOS_1065		latest	Complete Genome	Major	Full	2020/12/20	ASM1612779v1	US Food and Drug Administration	GCA_016127795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/795/GCF_016127795.1_ASM1612779v1	./data/refseq/bacteria/GCF_016127795.1/GCF_016127795.1_ASM1612779v1_assembly_stats.txt
GCF_017577085.1	PRJNA224116	SAMN18317231			na		316	316	Pseudomonas stutzeri		TPA3	latest	Complete Genome	Major	Full	2021/03/24	ASM1757708v1	Shandong University	GCA_017577085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/577/085/GCF_017577085.1_ASM1757708v1	./data/refseq/bacteria/GCF_017577085.1/GCF_017577085.1_ASM1757708v1_assembly_stats.txt
GCF_018138085.1	PRJNA224116	SAMN18721506			na		316	316	Pseudomonas stutzeri	strain=F2		latest	Chromosome	Major	Full	2021/04/24	ASM1813808v1	Jiangnan University	GCA_018138085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/138/085/GCF_018138085.1_ASM1813808v1	./data/refseq/bacteria/GCF_018138085.1/GCF_018138085.1_ASM1813808v1_assembly_stats.txt
GCF_900636845.1	PRJNA224116	SAMEA3881056			na		316	316	Pseudomonas stutzeri	strain=NCTC10450		latest	Complete Genome	Major	Full	2018/12/20	44858_G01	SC	GCA_900636845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/845/GCF_900636845.1_44858_G01	./data/refseq/bacteria/GCF_900636845.1/GCF_900636845.1_44858_G01_assembly_stats.txt
GCF_900638035.1	PRJNA224116	SAMEA104016179			na		316	316	Pseudomonas stutzeri	strain=NCTC10475		latest	Complete Genome	Major	Full	2018/12/20	55147_C01	SC	GCA_900638035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/035/GCF_900638035.1_55147_C01	./data/refseq/bacteria/GCF_900638035.1/GCF_900638035.1_55147_C01_assembly_stats.txt
GCF_000013785.1	PRJNA224116	SAMN02603910			na		379731	316	Pseudomonas stutzeri A1501	strain=A1501		latest	Complete Genome	Major	Full	2007/04/20	ASM1378v1	The Biotechnology Research Institute,The Chinese Academy of Agricultural Sciences	GCA_000013785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/785/GCF_000013785.1_ASM1378v1	./data/refseq/bacteria/GCF_000013785.1/GCF_000013785.1_ASM1378v1_assembly_stats.txt
GCF_000327065.1	PRJNA224116	SAMN02232046			na		644801	316	Pseudomonas stutzeri RCH2	strain=RCH2		latest	Complete Genome	Major	Full	2012/12/20	ASM32706v1	DOE Joint Genome Institute	GCA_000327065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/065/GCF_000327065.1_ASM32706v1	./data/refseq/bacteria/GCF_000327065.1/GCF_000327065.1_ASM32706v1_assembly_stats.txt
GCF_000195105.1	PRJNA224116	SAMN02603042			na		996285	316	Pseudomonas stutzeri DSM 4166	strain=DSM 4166		latest	Complete Genome	Major	Full	2011/04/05	ASM19510v1	Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Key Laboratory of Crop Biotechnology.	GCA_000195105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/105/GCF_000195105.1_ASM19510v1	./data/refseq/bacteria/GCF_000195105.1/GCF_000195105.1_ASM19510v1_assembly_stats.txt
GCF_000279165.1	PRJNA224116	SAMN02604107			na		1123519	316	Pseudomonas stutzeri DSM 10701	strain=DSM 10701		latest	Complete Genome	Major	Full	2012/07/18	ASM27916v1	Universitat de les Illes Balears	GCA_000279165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/279/165/GCF_000279165.1_ASM27916v1	./data/refseq/bacteria/GCF_000279165.1/GCF_000279165.1_ASM27916v1_assembly_stats.txt
GCF_000267545.1	PRJNA224116	SAMN02603608			na		1196835	316	Pseudomonas stutzeri CCUG 29243	strain=CCUG 29243		latest	Complete Genome	Major	Full	2012/06/13	ASM26754v1	MICROGEN: Microbial Comparative Genomics	GCA_000267545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/545/GCF_000267545.1_ASM26754v1	./data/refseq/bacteria/GCF_000267545.1/GCF_000267545.1_ASM26754v1_assembly_stats.txt
