assembly_accession	species	subsp	strain
GCF_017356845.1	Campylobacter jejuni		R31
GCF_017356865.1	Campylobacter jejuni		GB28
GCF_017356885.1	Campylobacter jejuni		GB60
GCF_017356905.1	Campylobacter jejuni		R73
GCF_017356945.1	Campylobacter jejuni		GB18
GCF_017356965.1	Campylobacter jejuni		R72
GCF_017357025.1	Campylobacter jejuni		RM1477
GCF_018176755.1	Campylobacter jejuni		CC19PF065
GCF_900638165.1	Campylobacter jejuni		NCTC13268
GCF_900638175.1	Campylobacter jejuni		NCTC13266
GCF_900638185.1	Campylobacter jejuni		NCTC13265
GCF_900638195.1	Campylobacter jejuni		NCTC13261
GCF_900638205.1	Campylobacter jejuni		NCTC13255
GCF_900638225.1	Campylobacter jejuni		NCTC13257
GCF_900638285.1	Campylobacter jejuni		NCTC12851
GCF_902385735.1	Campylobacter hyointestinalis		MGYG-HGUT-02307
GCF_001298465.1	Campylobacter concisus		ATCC 33237
GCF_003048375.1	Campylobacter concisus		P2CDO4
GCF_003048595.2	Campylobacter concisus		P26UCO-S2
GCF_003048615.2	Campylobacter concisus		H16O-S1
GCF_003048675.2	Campylobacter concisus		P1CDO2
GCF_003048685.2	Campylobacter concisus		P1CDO3
GCF_003048695.2	Campylobacter concisus		P10CDO-S2
GCF_003048775.2	Campylobacter concisus		P27CDO-S2
GCF_003048835.2	Campylobacter concisus		P13UCO-S1
GCF_003048875.2	Campylobacter concisus		P11CDO-S1
GCF_015679945.1	Campylobacter concisus		P15UCO-S2
GCF_015679965.1	Campylobacter concisus		H1O1
GCF_015679985.1	Campylobacter concisus		P3UCO1
GCF_015680005.1	Campylobacter concisus		P3UCB1
GCF_015680025.1	Campylobacter concisus		H9O-S2
GCF_013372125.1	Campylobacter curvus		ATCC 35224
GCF_902381815.1	Campylobacter curvus		MGYG-HGUT-01706
GCF_001017575.1	Campylobacter lari		Slaughter Beach
GCF_010469945.1	Campylobacter lari		SCHS02
GCF_016726265.1	Campylobacter lari		FDAARGOS_1101
GCF_900638335.1	Campylobacter lari		NCTC11937
GCF_013372205.1	Campylobacter mucosalis		ATCC 43264
GCF_004803795.1	Campylobacter rectus		ATCC 33238
GCF_004803815.1	Campylobacter showae		ATCC 51146
GCF_900699785.1	Campylobacter showae		B91_SC
GCF_002220775.1	Campylobacter sputorum		RM8705
GCF_000685665.1	Helicobacter pylori		BM013A
GCF_000685705.1	Helicobacter pylori		BM012B
GCF_000685745.1	Helicobacter pylori		BM013B
GCF_000817025.1	Helicobacter pylori		Hp238
GCF_000827025.1	Helicobacter pylori		26695-1MET
GCF_001433515.1	Helicobacter pylori		7C
GCF_001653375.1	Helicobacter pylori		L7
GCF_001653395.1	Helicobacter pylori		DU15
GCF_001653415.1	Helicobacter pylori		CC33C
GCF_001653435.1	Helicobacter pylori		ausabrJ05
GCF_001653455.1	Helicobacter pylori		K26A1
GCF_001653475.1	Helicobacter pylori		PNG84A
GCF_002222575.1	Helicobacter pylori		G272
GCF_002357315.1	Helicobacter pylori		MKM5
GCF_002357355.1	Helicobacter pylori		F38
GCF_002357375.1	Helicobacter pylori		F63
GCF_002357395.1	Helicobacter pylori		F51
GCF_002357435.1	Helicobacter pylori		F13
GCF_002357455.1	Helicobacter pylori		F17
GCF_002357495.1	Helicobacter pylori		F209
GCF_002357515.1	Helicobacter pylori		F20
GCF_002357535.1	Helicobacter pylori		F210
GCF_002357555.1	Helicobacter pylori		F211
GCF_002357595.1	Helicobacter pylori		F23
GCF_002357615.1	Helicobacter pylori		F24
GCF_002357655.1	Helicobacter pylori		F67
GCF_002357675.1	Helicobacter pylori		F70
GCF_002357695.1	Helicobacter pylori		F72
GCF_002357715.1	Helicobacter pylori		F75
GCF_002357735.1	Helicobacter pylori		F90
GCF_002357775.1	Helicobacter pylori		MKF10
GCF_002357795.1	Helicobacter pylori		MKF3
GCF_002357815.1	Helicobacter pylori		MKF8
GCF_002357835.1	Helicobacter pylori		MKM1
GCF_002357855.1	Helicobacter pylori		MKM6
GCF_002906495.1	Helicobacter pylori		dRdM1
GCF_002906535.1	Helicobacter pylori		26695-dR
GCF_002906555.1	Helicobacter pylori		26695-dRdM2
GCF_002951975.1	Helicobacter pylori		B128_1
GCF_002952175.1	Helicobacter pylori		B128_2
GCF_002952195.1	Helicobacter pylori		B128_3
GCF_002952275.1	Helicobacter pylori		7.13_1
GCF_002952395.1	Helicobacter pylori		7.13_D2a
GCF_002952415.1	Helicobacter pylori		7.13_D2b
GCF_002952435.1	Helicobacter pylori		7.13_D2c
GCF_002952455.1	Helicobacter pylori		7.13_D3a
GCF_002952475.1	Helicobacter pylori		7.13_D3b
GCF_002952495.1	Helicobacter pylori		7.13_D3c
GCF_002952515.1	Helicobacter pylori		7.13_R3c
GCF_002952535.1	Helicobacter pylori		7.13_R3b
GCF_002952555.1	Helicobacter pylori		7.13_R2c
GCF_002952575.1	Helicobacter pylori		7.13_R2a
GCF_002952595.1	Helicobacter pylori		7.13_R1c
GCF_002952615.1	Helicobacter pylori		7.13_R3a
GCF_002952635.1	Helicobacter pylori		7.13_R2b
GCF_002952655.1	Helicobacter pylori		7.13_R1b
GCF_002952675.1	Helicobacter pylori		7.13_R1a
GCF_002953555.1	Helicobacter pylori		dRdM2addM2
GCF_002983705.1	Helicobacter pylori		FDAARGOS_300
GCF_003050665.1	Helicobacter pylori		FDAARGOS_298
GCF_003636855.2	Helicobacter pylori		HP14039
GCF_003855475.1	Helicobacter pylori		Hpbs1
GCF_003939085.1	Helicobacter pylori		HP42K
GCF_003957395.1	Helicobacter pylori		H-137
GCF_004088075.1	Helicobacter pylori		Hpbs3
GCF_004088155.1	Helicobacter pylori		Hpbs2
GCF_004295525.1	Helicobacter pylori		ATCC 43504
GCF_004295545.1	Helicobacter pylori		PMSS1
GCF_006337265.1	Helicobacter pylori		479-A2-EK4
GCF_006337285.1	Helicobacter pylori		476-A2-EK2
GCF_006337305.1	Helicobacter pylori		381-F-EK9
GCF_006337325.1	Helicobacter pylori		381-C-EK1
GCF_006337345.1	Helicobacter pylori		169-C-EK8
GCF_006337365.1	Helicobacter pylori		25-A-EK9
GCF_006337385.1	Helicobacter pylori		21-F-EK1
GCF_006337405.1	Helicobacter pylori		19-C-EK1
GCF_006337425.1	Helicobacter pylori		476-A-EK5
GCF_006337445.1	Helicobacter pylori		381-A-EK4
GCF_006337465.1	Helicobacter pylori		280-A-EK1
GCF_006337485.1	Helicobacter pylori		173-A-EK1
GCF_006337625.1	Helicobacter pylori		169-A-EK5
GCF_006337745.1	Helicobacter pylori		26-A-EK1
GCF_006337875.1	Helicobacter pylori		24-A-EK1
GCF_006338045.1	Helicobacter pylori		23-A-EK1
GCF_006338145.1	Helicobacter pylori		21-A-EK1
GCF_006338285.1	Helicobacter pylori		20-A-EK1
GCF_006338415.1	Helicobacter pylori		19-A-EK3
GCF_006338545.1	Helicobacter pylori		13-A-EK8
GCF_006338685.1	Helicobacter pylori		479-C2-EK2
GCF_006338815.1	Helicobacter pylori		476-C-EK5
GCF_006338945.1	Helicobacter pylori		479-C-EK2
GCF_006339065.1	Helicobacter pylori		478-A-EK1
GCF_006339235.1	Helicobacter pylori		25-A-EK1
GCF_006339365.1	Helicobacter pylori		5-A-EK1
GCF_006874685.1	Helicobacter pylori		USU101
GCF_007794935.1	Helicobacter pylori		B128 7.13
GCF_007836735.1	Helicobacter pylori		B125A
GCF_007836855.1	Helicobacter pylori		7.13
GCF_007843535.1	Helicobacter pylori		B147
GCF_007843715.1	Helicobacter pylori		J182
GCF_007843915.1	Helicobacter pylori		B140
GCF_007844035.1	Helicobacter pylori		B136A
GCF_007844055.1	Helicobacter pylori		B130A
