assembly_accession	start	end	orientation
GCF_002953515.1	2015343	2016895	-
GCF_002953515.1	2020618	2022170	-
GCF_002953515.1	2025893	2027444	-
GCF_002953515.1	2069649	2071201	-
GCF_002953515.1	2074934	2076486	-
GCF_002953515.1	2134389	2135941	-
GCF_002953515.1	2192143	2193695	-
GCF_002953515.1	2276130	2277681	+
GCF_002953515.1	2846886	2848437	+
GCF_002953515.1	922926	924478	-
GCF_002953535.1	326024	327576	+
GCF_002953535.1	2667742	2669294	-
GCF_002953535.1	2792230	2793782	-
GCF_002953535.1	2797659	2799211	-
GCF_002953535.1	2972217	2973769	-
GCF_002953535.1	2977490	2979042	-
GCF_002953535.1	3021254	3022806	-
GCF_002953535.1	3026500	3028052	-
GCF_002953535.1	3085956	3087508	-
GCF_002953535.1	3129958	3131510	-
GCF_002953535.1	3213991	3215543	+
GCF_002953535.1	588608	590159	+
GCF_002953975.1	20855	22407	+
GCF_002953975.1	64820	66371	+
GCF_002953975.1	144688	146240	+
GCF_002953975.1	149974	151526	+
GCF_002953975.1	193533	195085	+
GCF_002953975.1	198809	200361	+
GCF_002953975.1	374141	375693	+
GCF_002953975.1	379598	381150	+
GCF_002953975.1	485158	486710	+
GCF_002953975.1	2765715	2767267	-
GCF_002953975.1	3308379	3309931	-
GCF_002953975.1	40396	41948	-
GCF_003613035.1	26049	27610	+
GCF_003613035.1	592252	593813	+
GCF_003613035.1	2970786	2972347	-
GCF_003613035.1	3077572	3079133	-
GCF_003613035.1	3082999	3084560	-
GCF_003613035.1	3257542	3259103	-
GCF_003613035.1	3262791	3264352	-
GCF_003613035.1	3306520	3308081	-
GCF_003613035.1	3311790	3313351	-
GCF_003613035.1	3371246	3372807	-
GCF_003613035.1	3415188	3416749	-
GCF_003613035.1	1762925	1764486	-
GCF_003613065.1	26049	27610	+
GCF_003613065.1	586419	587980	+
GCF_003613065.1	2971238	2972799	-
GCF_003613065.1	3078024	3079585	-
GCF_003613065.1	3083451	3085012	-
GCF_003613065.1	3257994	3259555	-
GCF_003613065.1	3263243	3264804	-
GCF_003613065.1	3306972	3308533	-
GCF_003613065.1	3312242	3313803	-
GCF_003613065.1	3371698	3373259	-
GCF_003613065.1	3415640	3417201	-
GCF_003613065.1	1767705	1769266	-
GCF_009665435.1	1479055	1480607	-
GCF_009665435.1	2014621	2016173	-
GCF_009665435.1	2098596	2100148	+
GCF_009665435.1	2142618	2144170	+
GCF_009665435.1	2202669	2204221	+
GCF_009665435.1	2207934	2209486	+
GCF_009665435.1	2251447	2252999	+
GCF_009665435.1	2426114	2427665	+
GCF_009665435.1	2431569	2433120	+
GCF_009665435.1	2537560	2539111	+
GCF_009665435.1	945946	947498	+
GCF_009763085.1	57716	59268	-
GCF_009763085.1	101556	103108	-
GCF_009763085.1	185562	187114	+
GCF_009763085.1	733373	734925	+
GCF_009763085.1	2978885	2980437	-
GCF_009763085.1	3105602	3107154	-
GCF_009763085.1	3110927	3112479	-
GCF_009763085.1	3285490	3287042	-
GCF_009763085.1	3290927	3292479	-
GCF_009763085.1	3334565	3336117	-
GCF_009763085.1	3339849	3341400	-
GCF_009763085.1	1054506	1056057	+
GCF_009763745.1	1738540	1740092	-
GCF_009763745.1	1868378	1869930	-
GCF_009763745.1	1873830	1875382	-
GCF_009763745.1	2048379	2049931	-
GCF_009763745.1	2053654	2055206	-
GCF_009763745.1	2097355	2098907	-
GCF_009763745.1	2102631	2104183	-
GCF_009763745.1	2162157	2163709	-
GCF_009763745.1	2206157	2207709	-
GCF_009763745.1	2290140	2291692	+
GCF_009763745.1	2827471	2829022	+
GCF_009763745.1	1027549	1029101	+
GCF_009763845.1	143230	144782	-
GCF_009763845.1	148479	150031	-
GCF_009763845.1	192151	193703	-
GCF_009763845.1	197400	198952	-
GCF_009763845.1	258057	259609	-
GCF_009763845.1	302606	304158	-
GCF_009763845.1	387204	388756	+
GCF_009763845.1	915490	917043	+
GCF_009763845.1	3175941	3177493	-
GCF_009763845.1	3290842	3292394	-
GCF_009763845.1	3296287	3297839	-
GCF_009763845.1	1224221	1225773	+
GCF_011801435.1	251322	252874	+
GCF_011801435.1	2437400	2438952	-
GCF_011801435.1	2560420	2561972	-
GCF_011801435.1	2565875	2567427	-
GCF_011801435.1	2740420	2741972	-
GCF_011801435.1	2745706	2747258	-
GCF_011801435.1	2789083	2790635	-
GCF_011801435.1	2891098	2892650	-
GCF_011801435.1	2935068	2936620	-
GCF_011801435.1	3019048	3020600	+
GCF_011801435.1	245346	246898	-
GCF_012274965.1	1423770	1425321	-
GCF_012274965.1	1947480	1949032	-
GCF_012274965.1	2032794	2034346	+
GCF_012274965.1	2076748	2078297	+
GCF_012274965.1	2136251	2137800	+
GCF_012274965.1	2179541	2181092	+
GCF_012274965.1	2184791	2186343	+
GCF_012274965.1	2365342	2366893	+
GCF_012274965.1	2370763	2372314	+
GCF_012274965.1	2476976	2478528	+
GCF_012274965.1	152690	154241	+
GCF_013368735.1	191	1752	+
GCF_013368735.1	2285173	2286734	-
GCF_013368735.1	2390031	2391592	-
GCF_013368735.1	2395502	2397063	-
GCF_013368735.1	2570648	2572211	-
GCF_013368735.1	2575926	2577487	-
GCF_013368735.1	2619671	2621232	-
GCF_013368735.1	2624919	2626478	-
GCF_013368735.1	2684356	2685917	-
GCF_013368735.1	2728298	2729859	-
GCF_013368735.1	2812267	2813828	+
GCF_013368735.1	487144	488706	+
GCF_014274185.1	25953	27514	+
GCF_014274185.1	70020	71581	+
GCF_014274185.1	129467	131028	+
GCF_014274185.1	134717	136278	+
GCF_014274185.1	178279	179840	+
GCF_014274185.1	183528	185089	+
GCF_014274185.1	358269	359830	+
GCF_014274185.1	363706	365267	+
GCF_014274185.1	468717	470278	+
GCF_014274185.1	2865945	2867506	-
GCF_014274185.1	3406404	3407965	-
GCF_014274185.1	624918	626479	-
GCF_017161465.1	1826779	1828331	-
GCF_017161465.1	1931847	1933399	-
GCF_017161465.1	1937273	1938825	-
GCF_017161465.1	2111871	2113423	-
GCF_017161465.1	2117158	2118710	-
GCF_017161465.1	2160880	2162432	-
GCF_017161465.1	2166168	2167720	-
GCF_017161465.1	2225973	2227525	-
GCF_017161465.1	2269959	2271511	-
GCF_017161465.1	2353937	2355489	+
GCF_017161465.1	2893178	2894730	+
GCF_017161465.1	537557	539109	+
GCF_000354175.2	1850361	1851913	-
GCF_000354175.2	1955919	1957471	-
GCF_000354175.2	1961440	1962992	-
GCF_000354175.2	2136571	2138123	-
GCF_000354175.2	2141846	2143398	-
GCF_000354175.2	2185406	2186958	-
GCF_000354175.2	2265260	2266812	-
GCF_000354175.2	2309069	2310621	-
GCF_000354175.2	2393685	2395237	+
GCF_000354175.2	2935830	2937382	+
GCF_000354175.2	534693	536245	+
