assembly_accession	start	end	orientation
GCF_000270045.1	1149266	1150770	-
GCF_000270045.1	1400759	1402263	-
GCF_000685625.1	1242136	1243639	-
GCF_000685625.1	1467642	1469145	-
GCF_900478295.1	659541	661044	+
GCF_900478295.1	1663147	1664650	-
GCF_000021165.1	1192750	1194253	-
GCF_000021165.1	1474638	1476141	-
GCF_000178935.2	27200	28704	-
GCF_000178935.2	1341095	1342599	-
GCF_000023805.1	1137190	1138694	-
GCF_000023805.1	1389784	1391288	-
GCF_000148875.1	1131512	1133016	-
GCF_000148875.1	1401380	1402884	-
GCF_000148895.1	1186998	1188502	-
GCF_000148895.1	1457877	1459381	-
GCF_000270005.1	1144324	1145828	-
GCF_000270005.1	1399646	1401150	-
GCF_000270025.1	250693	252197	+
GCF_000270025.1	1388091	1389595	-
GCF_000270065.1	1176261	1177765	-
GCF_000270065.1	1432553	1434057	-
GCF_000185225.1	1136453	1137956	-
GCF_000185225.1	1413596	1415099	-
GCF_000185185.1	1157013	1158516	-
GCF_000185185.1	1593167	1594670	+
GCF_000185245.1	1144219	1145721	-
GCF_000185245.1	1375565	1377067	-
GCF_000185205.1	1200708	1202210	-
GCF_000185205.1	1526626	1528128	-
GCF_000224535.1	1136449	1137953	-
GCF_000224535.1	1415109	1416613	-
GCF_000224555.1	1194188	1195692	-
GCF_000224555.1	1469337	1470841	-
GCF_000224575.1	1165818	1167321	-
GCF_000224575.1	1437982	1439485	-
GCF_000315955.1	1132790	1134294	-
GCF_000315955.1	1420792	1422296	-
GCF_000277365.1	1129194	1130698	-
GCF_000277365.1	1443106	1444610	-
GCF_000277405.1	1170294	1171798	-
GCF_000277405.1	1484124	1485628	-
GCF_000333835.2	1361317	1362825	-
GCF_000333835.2	1644957	1646465	-
GCF_000307815.1	1207595	1209095	-
GCF_000307815.1	1511149	1512648	-
GCF_000307835.1	1207597	1209097	-
GCF_000307835.1	1511156	1512655	-
GCF_000348865.1	1176746	1178249	-
GCF_000348865.1	1432720	1434223	-
GCF_000348885.1	1124286	1125790	-
GCF_000348885.1	1377536	1379040	-
GCF_000392455.3	759427	760936	+
GCF_000392455.3	1015146	1016655	+
GCF_000392475.3	759428	760937	+
GCF_000392475.3	1015203	1016712	+
GCF_000392535.3	1270506	1272015	-
GCF_000392535.3	1526115	1527624	-
GCF_000439295.2	759428	760932	+
GCF_000439295.2	1015194	1016698	+
GCF_000600045.1	1223084	1224587	-
GCF_000600045.1	1451733	1453236	-
GCF_000600085.1	1229156	1230659	-
GCF_000600085.1	1456890	1458393	-
GCF_000600145.1	1150851	1152355	-
GCF_000600145.1	1423004	1424508	-
GCF_000600165.1	1224280	1225783	-
GCF_000600165.1	1453004	1454507	-
GCF_000600185.1	1146284	1147788	-
GCF_000600185.1	1418366	1419870	-
GCF_000600205.1	1151437	1152941	-
GCF_000600205.1	1423868	1425372	-
GCF_000600225.1	1225864	1227367	-
GCF_000600225.1	1454604	1456107	-
GCF_000826985.1	1207484	1208922	-
GCF_000826985.1	1510903	1512404	-
GCF_000829095.1	1207484	1208922	-
GCF_000829095.1	1510903	1512404	-
GCF_000829115.1	1207174	1208586	-
GCF_000829115.1	1510566	1512065	-
GCF_000829135.1	1207211	1208652	-
GCF_000829135.1	1510630	1512128	-
GCF_000828955.1	115677	117179	-
GCF_000828955.1	399959	401461	-
GCF_001991095.1	1160555	1162063	-
GCF_001991095.1	1436182	1437690	-
